slug	title	type	number	kind	current	proposed	dom_pub	pubclass
1	1・2作戦	standard	1	RESTORE_MISSING	(無)	9784775911143	97847759	single
17sai	17歳	standard	1	RESTORE_MISSING	(無)	9784091827258	978409	single
abare-tendou	あばれ天童	standard	2	RESTORE_MISSING	(無)	9784061012493	978406	single
abashiriikka	あばしり一家	bunkobon	3	RESTORE_MISSING	(無)	9784041978061	9784253	multi
abashiriikka	あばしり一家	standard	1	RESTORE_MISSING	(無)	9784253056519	9784253	multi
abashiriikka	あばしり一家	standard	2	RESTORE_MISSING	(無)	9784253108645	9784253	multi
abashiriikka	あばしり一家	standard	3	RESTORE_MISSING	(無)	9784253108652	9784253	multi
abashiriikka	あばしり一家	standard	4	RESTORE_MISSING	(無)	9784253108669	9784253	multi
abashiriikka	あばしり一家	standard	5	RESTORE_MISSING	(無)	9784253056557	9784253	multi
abashiriikka	あばしり一家	standard	6	RESTORE_MISSING	(無)	9784253056564	9784253	multi
abashiriikka	あばしり一家	standard	7	RESTORE_MISSING	(無)	9784253056571	9784253	multi
abashiriikka	あばしり一家	standard	8	RESTORE_MISSING	(無)	9784253056588	9784253	multi
abashiriikka	あばしり一家	standard	9	RESTORE_MISSING	(無)	9784253056595	9784253	multi
abashiriikka	あばしり一家	standard	10	RESTORE_MISSING	(無)	9784253056601	9784253	multi
abashiriikka	あばしり一家	standard	11	RESTORE_MISSING	(無)	9784253056618	9784253	multi
abashiriikka	あばしり一家	standard	12	RESTORE_MISSING	(無)	9784253056625	9784253	multi
abashiriikka	あばしり一家	standard	13	RESTORE_MISSING	(無)	9784253056632	9784253	multi
abashiriikka	あばしり一家	standard	14	RESTORE_MISSING	(無)	9784253056649	9784253	multi
abashiriikka	あばしり一家	standard	15	RESTORE_MISSING	(無)	9784253056656	9784253	multi
agharta	AGHARTA	standard	1	RESTORE_MISSING	(無)	9784847039829	97848470	multi
agharta	AGHARTA	standard	2	RESTORE_MISSING	(無)	9784847039836	97848470	multi
agharta	AGHARTA	standard	3	RESTORE_MISSING	(無)	9784847039850	97848470	multi
amai-mizu	甘い水	standard	3	RESTORE_MISSING	(無)	9784063301984	978406	single
angel	Angel	standard	2	RESTORE_MISSING	(無)	9784537106541	9784537	multi
angel	Angel	standard	1	RESTORE_MISSING	(無)	9784537105551	9784537	multi
angel	Angel	standard	3	RESTORE_MISSING	(無)	9784537107081	9784537	multi
angel	Angel	standard	4	RESTORE_MISSING	(無)	9784537107906	9784537	multi
angel	Angel	standard	5	RESTORE_MISSING	(無)	9784537108392	9784537	multi
angel	Angel	standard	6	RESTORE_MISSING	(無)	9784915858901	9784537	multi
anmitsuhime	あんみつ姫	standard	2	RESTORE_MISSING	(無)	9784061765221	978406	single
apollo-no-uta	アポロの歌	standard	1	RESTORE_MISSING	(無)	9784061086357	978406	multi
apollo-no-uta	アポロの歌	standard	3	RESTORE_MISSING	(無)	9784061086371	978406	multi
asatarou-den	朝太郎伝	standard	1	RESTORE_MISSING	(無)	9784834211016	97848342	multi
asatarou-den	朝太郎伝	standard	2	RESTORE_MISSING	(無)	9784834211023	97848342	multi
asatarou-den	朝太郎伝	standard	3	RESTORE_MISSING	(無)	9784834211030	97848342	multi
asatarou-den	朝太郎伝	standard	4	RESTORE_MISSING	(無)	9784834211047	97848342	multi
asatarou-den	朝太郎伝	standard	5	RESTORE_MISSING	(無)	9784834211054	97848342	multi
asatarou-den	朝太郎伝	standard	6	RESTORE_MISSING	(無)	9784834211061	97848342	multi
asatarou-den	朝太郎伝	standard	7	RESTORE_MISSING	(無)	9784834211078	97848342	multi
ashita-no-joe	あしたのジョー	standard	2	RESTORE_MISSING	(無)	9784061769243	978406	multi
ashita-no-joe	あしたのジョー	standard	4	RESTORE_MISSING	(無)	9784061769267	978406	multi
ashita-no-joe	あしたのジョー	standard	6	RESTORE_MISSING	(無)	9784061010239	978406	multi
ashita-no-joe	あしたのジョー	standard	8	RESTORE_MISSING	(無)	9784061010253	978406	multi
ashita-no-joe	あしたのジョー	standard	15	RESTORE_MISSING	(無)	9784061769373	978406	multi
ashita-no-joe	あしたのジョー	standard	16	RESTORE_MISSING	(無)	9784061769380	978406	multi
ashita-no-joe	あしたのジョー	standard	3	RESTORE_MISSING	(無)	9784061769250	978406	multi
ashita-no-joe	あしたのジョー	standard	1	RESTORE_MISSING	(無)	9784061769236	978406	multi
ashita-no-joe	あしたのジョー	bunkobon	1	RESTORE_MISSING	(無)	9784062607643	978406	multi
ashita-no-joe	あしたのジョー	bunkobon	2	RESTORE_MISSING	(無)	9784062607650	978406	multi
ashita-no-joe	あしたのジョー	bunkobon	3	RESTORE_MISSING	(無)	9784062607667	978406	multi
ashita-no-joe	あしたのジョー	bunkobon	4	RESTORE_MISSING	(無)	9784062607674	978406	multi
ashita-no-joe	あしたのジョー	bunkobon	5	RESTORE_MISSING	(無)	9784062607681	978406	multi
ashita-no-joe	あしたのジョー	bunkobon	6	RESTORE_MISSING	(無)	9784062607698	978406	multi
ashita-no-joe	あしたのジョー	bunkobon	7	RESTORE_MISSING	(無)	9784062607704	978406	multi
ashita-no-joe	あしたのジョー	bunkobon	8	RESTORE_MISSING	(無)	9784062607711	978406	multi
ashita-no-joe	あしたのジョー	bunkobon	9	RESTORE_MISSING	(無)	9784062607728	978406	multi
ashita-no-joe	あしたのジョー	bunkobon	10	RESTORE_MISSING	(無)	9784062607735	978406	multi
ashita-no-joe	あしたのジョー	bunkobon	11	RESTORE_MISSING	(無)	9784062607742	978406	multi
ashita-no-joe	あしたのジョー	bunkobon	12	RESTORE_MISSING	(無)	9784062607759	978406	multi
asura	アシュラ	bunkobon	3	RESTORE_MISSING	(無)	9784344407541	9784537	multi
asura	アシュラ	standard	1	RESTORE_MISSING	(無)	9784537030723	9784537	multi
asura	アシュラ	standard	2	RESTORE_MISSING	(無)	9784537030785	9784537	multi
asura	アシュラ	standard	3	RESTORE_MISSING	(無)	9784537030846	9784537	multi
bakushou-suit-sd-gundam	爆笑戦士!SDガンダム	standard	2	RESTORE_MISSING	(無)	9784835459783	97848354	multi
bakushou-suit-sd-gundam	爆笑戦士!SDガンダム	standard	3	RESTORE_MISSING	(無)	9784835459790	97848354	multi
bakushou-suit-sd-gundam	爆笑戦士!SDガンダム	standard	4	RESTORE_MISSING	(無)	9784835459806	97848354	multi
besuteia	ベスティア	standard	1	RESTORE_MISSING	(無)	9784063349252	978406	single
besuteia	ベスティア	standard	2	RESTORE_MISSING	(無)	9784063349429	978406	single
besuteia	ベスティア	standard	3	RESTORE_MISSING	(無)	9784063349627	978406	single
big-x	ビッグX	standard	1	RESTORE_MISSING	(無)	9784061732438	978406	multi
big-x	ビッグX	standard	2	RESTORE_MISSING	(無)	9784061732445	978406	multi
birth-2002	BIRTH	standard	1	RESTORE_MISSING	(無)	9784344800359	9784344	single
boku-no-songokuu	ぼくの孫悟空	bunkobon	3	RESTORE_MISSING	(無)	9784063737929	978406	multi
bokutachi-no-kichijouji-koimonogatari	ぼくたちの吉祥寺恋物語	standard	1	RESTORE_MISSING	(無)	9784887412699	978486423	multi
bonobono	ぼのぼの	standard	12	RESTORE_MISSING	(無)	9784812450017	97848124	multi
bonobono	ぼのぼの	standard	13	RESTORE_MISSING	(無)	9784812450857	97848124	multi
bonobono	ぼのぼの	standard	10	RESTORE_MISSING	(無)	9784884757618	97848124	multi
botsu-chan-no-jidai-1989	坊ちゃんの時代	standard	3	RESTORE_MISSING	(無)	9784575307245	9784575	single
break-age	ブレイク-エイジ	standard	1	RESTORE_MISSING	(無)	9784757200661	97847572	multi
busamen-gachi-fighter-sss	ブサメンガチファイターSSS	standard	3	RESTORE_MISSING	(無)	9784301001331	9784301	multi
chaos-damonne	カオスだもんね!	standard	3	RESTORE_MISSING	(無)	9784048708708	97847561	multi
chibi-hontou-ni-atta-waraeru-hanashi	ちび本当にあった笑える話	standard	153	RESTORE_MISSING	(無)	9784821136179	97848211	single
chibi-hontou-ni-atta-waraeru-hanashi	ちび本当にあった笑える話	standard	235	RESTORE_MISSING	(無)	9784821110148	97848211	single
chibi-hontou-ni-atta-waraeru-hanashi	ちび本当にあった笑える話	standard	236	RESTORE_MISSING	(無)	9784821110308	97848211	single
chibi-hontou-ni-atta-waraeru-hanashi	ちび本当にあった笑える話	standard	233	RESTORE_MISSING	(無)	9784821159666	97848211	single
chibi-hontou-ni-atta-waraeru-hanashi	ちび本当にあった笑える話	standard	234	RESTORE_MISSING	(無)	9784821159901	97848211	single
chiisana-koi-no-monogatari	小さな恋のものがたり	standard	1	RESTORE_MISSING	(無)	9784651100517	9784651	multi
chiisana-koi-no-monogatari	小さな恋のものがたり	standard	2	RESTORE_MISSING	(無)	9784651100524	9784651	multi
chiisana-koi-no-monogatari	小さな恋のものがたり	standard	3	RESTORE_MISSING	(無)	9784651100531	9784651	multi
chiisana-koi-no-monogatari	小さな恋のものがたり	standard	4	RESTORE_MISSING	(無)	9784651100548	9784651	multi
chiisana-koi-no-monogatari	小さな恋のものがたり	standard	5	RESTORE_MISSING	(無)	9784651100555	9784651	multi
chiisana-koi-no-monogatari	小さな恋のものがたり	standard	6	RESTORE_MISSING	(無)	9784651100562	9784651	multi
chiisana-koi-no-monogatari	小さな恋のものがたり	standard	7	RESTORE_MISSING	(無)	9784651100579	9784651	multi
chiisana-koi-no-monogatari	小さな恋のものがたり	standard	8	RESTORE_MISSING	(無)	9784651100586	9784651	multi
chiisana-koi-no-monogatari	小さな恋のものがたり	standard	9	RESTORE_MISSING	(無)	9784651100593	9784651	multi
chiisana-koi-no-monogatari	小さな恋のものがたり	standard	11	RESTORE_MISSING	(無)	9784651100616	9784651	multi
chiisana-koi-no-monogatari	小さな恋のものがたり	standard	12	RESTORE_MISSING	(無)	9784651100623	9784651	multi
chiisana-koi-no-monogatari	小さな恋のものがたり	standard	13	RESTORE_MISSING	(無)	9784651100630	9784651	multi
chinchin-densha-no-uta	チンチン電車の詩	standard	1	RESTORE_MISSING	(無)	9784811302560	97848113	single
choujin-locke	超人ロック	standard	1	RESTORE_MISSING	(無)	9784785927141	97847859	multi
choujin-locke	超人ロック	standard	2	RESTORE_MISSING	(無)	9784785927158	97847859	multi
choujin-locke	超人ロック	standard	3	RESTORE_MISSING	(無)	9784785927318	97847859	multi
choujin-locke	超人ロック	standard	4	RESTORE_MISSING	(無)	9784785927394	97847859	multi
choujin-locke	超人ロック	standard	5	RESTORE_MISSING	(無)	9784785927479	97847859	multi
choujin-locke	超人ロック	standard	6	RESTORE_MISSING	(無)	9784785927585	97847859	multi
choujin-locke	超人ロック	standard	7	RESTORE_MISSING	(無)	9784785927653	97847859	multi
choujin-locke	超人ロック	standard	8	RESTORE_MISSING	(無)	9784785927806	97847859	multi
choujin-locke	超人ロック	standard	9	RESTORE_MISSING	(無)	9784785927967	97847859	multi
choujin-locke	超人ロック	standard	10	RESTORE_MISSING	(無)	9784785928162	97847859	multi
choujin-locke	超人ロック	standard	11	RESTORE_MISSING	(無)	9784785928353	97847859	multi
choujin-locke	超人ロック	standard	12	RESTORE_MISSING	(無)	9784785928483	97847859	multi
choujin-locke	超人ロック	standard	13	RESTORE_MISSING	(無)	9784785928650	97847859	multi
choujin-locke	超人ロック	standard	14	RESTORE_MISSING	(無)	9784785928766	97847859	multi
choujin-locke	超人ロック	standard	15	RESTORE_MISSING	(無)	9784785928919	97847859	multi
choujin-locke	超人ロック	standard	16	RESTORE_MISSING	(無)	9784785929022	97847859	multi
choujin-locke	超人ロック	standard	18	RESTORE_MISSING	(無)	9784785929251	97847859	multi
choujin-locke	超人ロック	standard	20	RESTORE_MISSING	(無)	9784785929626	97847859	multi
choujin-locke	超人ロック	standard	21	RESTORE_MISSING	(無)	9784785929787	97847859	multi
choujin-locke	超人ロック	standard	22	RESTORE_MISSING	(無)	9784785929954	97847859	multi
choujin-locke	超人ロック	standard	23	RESTORE_MISSING	(無)	9784785930103	97847859	multi
chouken-leap	超犬リープ	standard	1	RESTORE_MISSING	(無)	9784257961284	9784257	multi
cool	COOL	bunkobon	1	RESTORE_MISSING	(無)	9784086188753	978408	single
cool	COOL	bunkobon	2	RESTORE_MISSING	(無)	9784086188760	978408	single
cool	COOL	standard	1	RESTORE_MISSING	(無)	9784088725208	978408	single
coyote	コヨーテ	standard	1	RESTORE_MISSING	(無)	9784861349492	978486657	multi
crown	CROWN	standard	1	RESTORE_MISSING	(無)	9784861272950	978486127	single
cyborg-009	サイボーグ009	bunkobon	1	RESTORE_MISSING	(無)	9784253170208	9784253	multi
cyborg-009	サイボーグ009	bunkobon	2	RESTORE_MISSING	(無)	9784253170215	9784253	multi
cyborg-009	サイボーグ009	bunkobon	3	RESTORE_MISSING	(無)	9784253170222	9784253	multi
cyborg-009	サイボーグ009	bunkobon	4	RESTORE_MISSING	(無)	9784253170239	9784253	multi
cyborg-009	サイボーグ009	bunkobon	5	RESTORE_MISSING	(無)	9784253170246	9784253	multi
cyborg-009	サイボーグ009	bunkobon	6	RESTORE_MISSING	(無)	9784253170253	9784253	multi
cyborg-009	サイボーグ009	bunkobon	7	RESTORE_MISSING	(無)	9784253170260	9784253	multi
cyborg-009	サイボーグ009	bunkobon	9	RESTORE_MISSING	(無)	9784253170284	9784253	multi
cyborg-009	サイボーグ009	bunkobon	10	RESTORE_MISSING	(無)	9784253170291	9784253	multi
cyborg-009	サイボーグ009	bunkobon	11	RESTORE_MISSING	(無)	9784253170307	9784253	multi
cyborg-009	サイボーグ009	bunkobon	13	RESTORE_MISSING	(無)	9784253170321	9784253	multi
cyborg-009	サイボーグ009	bunkobon	14	RESTORE_MISSING	(無)	9784253170338	9784253	multi
cyborg-009	サイボーグ009	bunkobon	15	RESTORE_MISSING	(無)	9784253170345	9784253	multi
cyborg-009	サイボーグ009	standard	2	RESTORE_MISSING	(無)	9784253102797	9784253	multi
cyborg-009	サイボーグ009	standard	4	RESTORE_MISSING	(無)	9784253102810	9784253	multi
cyborg-009	サイボーグ009	standard	5	RESTORE_MISSING	(無)	9784253102827	9784253	multi
cyborg-009	サイボーグ009	standard	6	RESTORE_MISSING	(無)	9784253102834	9784253	multi
cyborg-009	サイボーグ009	standard	7	RESTORE_MISSING	(無)	9784253102841	9784253	multi
cyborg-009	サイボーグ009	standard	8	RESTORE_MISSING	(無)	9784253102858	9784253	multi
cyborg-009	サイボーグ009	standard	9	RESTORE_MISSING	(無)	9784253102865	9784253	multi
cyborg-009	サイボーグ009	standard	10	RESTORE_MISSING	(無)	9784253102872	9784253	multi
cyborg-009	サイボーグ009	standard	11	RESTORE_MISSING	(無)	9784253102889	9784253	multi
cyborg-009	サイボーグ009	standard	12	RESTORE_MISSING	(無)	9784253102896	9784253	multi
cyborg-009	サイボーグ009	standard	13	RESTORE_MISSING	(無)	9784253102902	9784253	multi
cyborg-009	サイボーグ009	standard	14	RESTORE_MISSING	(無)	9784253102919	9784253	multi
cyborg-009	サイボーグ009	standard	15	RESTORE_MISSING	(無)	9784253102926	9784253	multi
dabide-no-hoshi	堕靡泥の星	standard	1	RESTORE_MISSING	(無)	9784882192589	978488219	multi
dabide-no-hoshi	堕靡泥の星	standard	2	RESTORE_MISSING	(無)	9784757201019	978488219	multi
dabide-no-hoshi	堕靡泥の星	standard	3	RESTORE_MISSING	(無)	9784790100690	978488219	multi
dabide-no-hoshi	堕靡泥の星	standard	4	RESTORE_MISSING	(無)	9784790100737	978488219	multi
dabide-no-hoshi	堕靡泥の星	standard	5	RESTORE_MISSING	(無)	9784790100775	978488219	multi
dabide-no-hoshi	堕靡泥の星	standard	6	RESTORE_MISSING	(無)	9784790100829	978488219	multi
dabide-no-hoshi	堕靡泥の星	standard	8	RESTORE_MISSING	(無)	9784790100935	978488219	multi
daruma-tanaka-2004	達摩	standard	1	RESTORE_MISSING	(無)	9784063520651	978406	single
deimosu-no-hanayome	悪魔の花嫁	standard	7	RESTORE_MISSING	(無)	9784253172608	9784253	single
deimosu-no-hanayome	悪魔の花嫁	standard	8	RESTORE_MISSING	(無)	9784253172615	9784253	single
deimosu-no-hanayome	悪魔の花嫁	standard	9	RESTORE_MISSING	(無)	9784253172622	9784253	single
deki-no-ii-kiss-warui-kiss	できのいいキス悪いキス	bunkobon	3	RESTORE_MISSING	(無)	9784575725421	9784575	multi
denjin-arrow	電人アロー	standard	1	RESTORE_MISSING	(無)	9784257903604	9784257	single
denjin-arrow	電人アロー	standard	3	RESTORE_MISSING	(無)	9784257903628	9784257	single
denpa-odyssey	電波オデッセイ	standard	1	RESTORE_MISSING	(無)	9784835445809	97848354	multi
dokkiri-doctor	どっきりドクター	standard	1	RESTORE_MISSING	(無)	9784091601216	978409	single
dokkiri-doctor	どっきりドクター	standard	2	RESTORE_MISSING	(無)	9784091601223	978409	single
dokonjougaeru	ど根性ガエル	bunkobon	2	RESTORE_MISSING	(無)	9784086172073	978408	single
dorabeesu-doraemon-super-baseball-gaiden	ドラベース ドラえもん超野球外伝	standard	10	RESTORE_MISSING	(無)	9784091400680	978409	single
dorabeesu-doraemon-super-baseball-gaiden	ドラベース ドラえもん超野球外伝	standard	11	RESTORE_MISSING	(無)	9784091401847	978409	single
dorabeesu-doraemon-super-baseball-gaiden	ドラベース ドラえもん超野球外伝	standard	1	RESTORE_MISSING	(無)	9784091428516	978409	single
dorabeesu-doraemon-super-baseball-gaiden	ドラベース ドラえもん超野球外伝	standard	2	RESTORE_MISSING	(無)	9784091428523	978409	single
dorabeesu-doraemon-super-baseball-gaiden	ドラベース ドラえもん超野球外伝	standard	3	RESTORE_MISSING	(無)	9784091428530	978409	single
dorabeesu-doraemon-super-baseball-gaiden	ドラベース ドラえもん超野球外伝	standard	4	RESTORE_MISSING	(無)	9784091428547	978409	single
dorabeesu-doraemon-super-baseball-gaiden	ドラベース ドラえもん超野球外伝	standard	5	RESTORE_MISSING	(無)	9784091428554	978409	single
dorabeesu-doraemon-super-baseball-gaiden	ドラベース ドラえもん超野球外伝	standard	6	RESTORE_MISSING	(無)	9784091428561	978409	single
dorabeesu-doraemon-super-baseball-gaiden	ドラベース ドラえもん超野球外伝	standard	7	RESTORE_MISSING	(無)	9784091428578	978409	single
dorabeesu-doraemon-super-baseball-gaiden	ドラベース ドラえもん超野球外伝	standard	8	RESTORE_MISSING	(無)	9784091428585	978409	single
dorabeesu-doraemon-super-baseball-gaiden	ドラベース ドラえもん超野球外伝	standard	9	RESTORE_MISSING	(無)	9784091428592	978409	single
doraemon	ドラえもん	standard	3	RESTORE_MISSING	(無)	9784091761026	978409	multi
doraemon	ドラえもん	standard	4	RESTORE_MISSING	(無)	9784091470249	978409	multi
doraemon	ドラえもん	standard	6	RESTORE_MISSING	(無)	9784091480064	978409	multi
doraemon	ドラえもん	standard	8	RESTORE_MISSING	(無)	9784091480088	978409	multi
doraemon	ドラえもん	standard	16	RESTORE_MISSING	(無)	9784091401069	978409	multi
doraemon	ドラえもん	standard	21	RESTORE_MISSING	(無)	9784124100822	978409	multi
doraemon	ドラえもん	standard	23	RESTORE_MISSING	(無)	9784124100907	978409	multi
doridorikyasusan	ドリドリキャス子さん	standard	1	RESTORE_MISSING	(無)	9784797311105	97847973	single
doridorikyasusan	ドリドリキャス子さん	standard	3	RESTORE_MISSING	(無)	9784797341478	97847973	single
drsuranpu	Dr.スランプ	standard	1	RESTORE_MISSING	(無)	9784081060726	978408	single
drsuranpu	Dr.スランプ	standard	2	RESTORE_MISSING	(無)	9784087825022	978408	single
drsuranpu	Dr.スランプ	standard	3	RESTORE_MISSING	(無)	9784087825039	978408	single
drsuranpu	Dr.スランプ	standard	6	RESTORE_MISSING	(無)	9784088741796	978408	single
drsuranpu	Dr.スランプ	standard	7	RESTORE_MISSING	(無)	9784088741802	978408	single
eko-eko-azaraku	エコエコアザラク	standard	2	RESTORE_MISSING	(無)	9784253108980	9784253	multi
eko-eko-azaraku	エコエコアザラク	standard	4	RESTORE_MISSING	(無)	9784253109000	9784253	multi
eko-eko-azaraku	エコエコアザラク	standard	6	RESTORE_MISSING	(無)	9784049200072	9784253	multi
eko-eko-azaraku	エコエコアザラク	standard	9	RESTORE_MISSING	(無)	9784049200102	9784253	multi
eko-eko-azaraku	エコエコアザラク	standard	10	RESTORE_MISSING	(無)	9784049200119	9784253	multi
emerging	エマージング	bunkobon	3	RESTORE_MISSING	(無)	9784063706871	978406	multi
engokukou	怨獄紅	standard	1	RESTORE_MISSING	(無)	9784902671612	9784902671	single
fight-2006	ファイト!	standard	1	RESTORE_MISSING	(無)	9784420150873	9784420	single
fight-2006	ファイト!	standard	2	RESTORE_MISSING	(無)	9784420150880	9784420	single
g-men	Gメン	standard	6	RESTORE_MISSING	(無)	9784253225366	9784253	single
gaira	凱羅	standard	1	RESTORE_MISSING	(無)	9784756106810	97847561	multi
gaki-deka	がきデカ	standard	1	RESTORE_MISSING	(無)	9784253099851	9784253	single
gaki-deka	がきデカ	standard	2	RESTORE_MISSING	(無)	9784253099868	9784253	single
gankutsuou	巌窟王	standard	1	RESTORE_MISSING	(無)	9784063143997	978406	single
gegege-no-kitarou	ゲゲゲの鬼太郎	standard	2	RESTORE_MISSING	(無)	9784061730755	978412	multi
gegege-no-kitarou	ゲゲゲの鬼太郎	standard	1	RESTORE_MISSING	(無)	9784124105094	978412	multi
gegege-no-kitarou	ゲゲゲの鬼太郎	standard	4	RESTORE_MISSING	(無)	9784061730823	978412	multi
gegege-no-kitarou	ゲゲゲの鬼太郎	standard	2018	RESTORE_MISSING	(無)	9784065096475	978412	multi
gegege-no-kitarou	ゲゲゲの鬼太郎	standard	10	RESTORE_MISSING	(無)	9784065120750	978412	multi
gegege-no-kitarou	ゲゲゲの鬼太郎	standard	11	RESTORE_MISSING	(無)	9784065120774	978412	multi
gegege-no-kitarou	ゲゲゲの鬼太郎	standard	12	RESTORE_MISSING	(無)	9784065120798	978412	multi
gegege-no-kitarou	ゲゲゲの鬼太郎	standard	3	RESTORE_MISSING	(無)	9784065120828	978412	multi
gegege-no-kitarou	ゲゲゲの鬼太郎	standard	5	RESTORE_MISSING	(無)	9784065120842	978412	multi
gegege-no-kitarou	ゲゲゲの鬼太郎	standard	6	RESTORE_MISSING	(無)	9784065120859	978412	multi
gegege-no-kitarou	ゲゲゲの鬼太郎	standard	7	RESTORE_MISSING	(無)	9784065120866	978412	multi
gegege-no-kitarou	ゲゲゲの鬼太郎	standard	8	RESTORE_MISSING	(無)	9784065120873	978412	multi
gegege-no-kitarou	ゲゲゲの鬼太郎	standard	9	RESTORE_MISSING	(無)	9784065120880	978412	multi
gegege-no-kitarou-1987	ゲゲゲの鬼太郎	bunkobon	1	RESTORE_MISSING	(無)	9784122048218	978412	multi
gegege-no-kitarou-1987	ゲゲゲの鬼太郎	bunkobon	2	RESTORE_MISSING	(無)	9784122048263	978412	multi
gegege-no-kitarou-1987	ゲゲゲの鬼太郎	bunkobon	3	RESTORE_MISSING	(無)	9784122048478	978412	multi
gegege-no-kitarou-1987	ゲゲゲの鬼太郎	bunkobon	4	RESTORE_MISSING	(無)	9784122048669	978412	multi
gegege-no-kitarou-1987	ゲゲゲの鬼太郎	bunkobon	5	RESTORE_MISSING	(無)	9784122048799	978412	multi
gegege-no-kitarou-1987	ゲゲゲの鬼太郎	bunkobon	6	RESTORE_MISSING	(無)	9784122048935	978412	multi
gegege-no-kitarou-1987	ゲゲゲの鬼太郎	bunkobon	7	RESTORE_MISSING	(無)	9784122049055	978412	multi
gegege-no-kitarou-1987	ゲゲゲの鬼太郎	bunkobon	8	RESTORE_MISSING	(無)	9784122049185	978412	multi
gegege-no-kitarou-1987	ゲゲゲの鬼太郎	bunkobon	9	RESTORE_MISSING	(無)	9784122049321	978412	multi
gegege-no-kitarou-1987	ゲゲゲの鬼太郎	bunkobon	10	RESTORE_MISSING	(無)	9784122074361	978412	multi
gegege-no-kitarou-1987	ゲゲゲの鬼太郎	standard	2	RESTORE_MISSING	(無)	9784061730755	978412	multi
gegege-no-kitarou-1987	ゲゲゲの鬼太郎	standard	16	RESTORE_MISSING	(無)	9784061731158	978412	multi
gegege-no-kitarou-1987	ゲゲゲの鬼太郎	standard	17	RESTORE_MISSING	(無)	9784061731165	978412	multi
gegege-no-kitarou-1987	ゲゲゲの鬼太郎	standard	2018	RESTORE_MISSING	(無)	9784065096475	978412	multi
gegege-no-kitarou-1987	ゲゲゲの鬼太郎	standard	10	RESTORE_MISSING	(無)	9784065120750	978412	multi
gegege-no-kitarou-1987	ゲゲゲの鬼太郎	standard	11	RESTORE_MISSING	(無)	9784065120774	978412	multi
gegege-no-kitarou-1987	ゲゲゲの鬼太郎	standard	12	RESTORE_MISSING	(無)	9784065120798	978412	multi
gegege-no-kitarou-1987	ゲゲゲの鬼太郎	standard	13	RESTORE_MISSING	(無)	9784065120811	978412	multi
gegege-no-kitarou-1987	ゲゲゲの鬼太郎	standard	5	RESTORE_MISSING	(無)	9784065120842	978412	multi
gegege-no-kitarou-1987	ゲゲゲの鬼太郎	standard	6	RESTORE_MISSING	(無)	9784065120859	978412	multi
gegege-no-kitarou-1987	ゲゲゲの鬼太郎	standard	7	RESTORE_MISSING	(無)	9784065120866	978412	multi
gegege-no-kitarou-1987	ゲゲゲの鬼太郎	standard	8	RESTORE_MISSING	(無)	9784065120873	978412	multi
gegege-no-kitarou-1987	ゲゲゲの鬼太郎	standard	9	RESTORE_MISSING	(無)	9784065120880	978412	multi
gegege-no-kitarou-1987	ゲゲゲの鬼太郎	aizoban	1	RESTORE_MISSING	(無)	9784120017186	978412	multi
gegege-no-kitarou-1987	ゲゲゲの鬼太郎	aizoban	2	RESTORE_MISSING	(無)	9784120017193	978412	multi
gegege-no-kitarou-1987	ゲゲゲの鬼太郎	aizoban	3	RESTORE_MISSING	(無)	9784120017209	978412	multi
gegege-no-kitarou-1987	ゲゲゲの鬼太郎	aizoban	4	RESTORE_MISSING	(無)	9784120017216	978412	multi
gegege-no-kitarou-1987	ゲゲゲの鬼太郎	aizoban	5	RESTORE_MISSING	(無)	9784120017223	978412	multi
gekkou-kamen	月光仮面	standard	1	RESTORE_MISSING	(無)	9784795298248	97847952	multi
gekkou-kamen	月光仮面	standard	2	RESTORE_MISSING	(無)	9784795298255	97847952	multi
gendaijuukyouden	現代柔侠伝	standard	1	RESTORE_MISSING	(無)	9784916085337	9784916085	single
getter-robo	ゲッターロボ	standard	1	RESTORE_MISSING	(無)	9784886533050	978488653	multi
getter-robo	ゲッターロボ	standard	3	RESTORE_MISSING	(無)	9784886533074	978488653	multi
getter-robo-g	ゲッターロボG	standard	2	RESTORE_MISSING	(無)	9784575936193	9784575	multi
giant-killing-extra-giant-killing-hatsu-sakkaa-entaateinmento-magazine	GIANT KILLING extra ジャイアントキリング発サッカーエンターテインメントマガジン	standard	15	RESTORE_MISSING	(無)	9784063897968	978406	single
giant-robo	ジャイアントロボ	bunkobon	3	RESTORE_MISSING	(無)	9784063703061	9784253	multi
gifuu-doudou	義風堂々!!	standard	2	RESTORE_MISSING	(無)	9784199800290	978419	single
ginga-tetsudou-no-yoru	銀河鉄道の夜	standard	1	RESTORE_MISSING	(無)	9784904732816	9784904732	multi
girl	ガール	standard	1	RESTORE_MISSING	(無)	9784063406429	978406	single
golgo-13	ゴルゴ13	standard	13	RESTORE_MISSING	(無)	9784845825516	97848458	multi
golgo-13	ゴルゴ13	standard	14	RESTORE_MISSING	(無)	9784845825523	97848458	multi
golgo-13	ゴルゴ13	standard	2	RESTORE_MISSING	(無)	9784845825400	97848458	multi
golgo-13	ゴルゴ13	standard	3	RESTORE_MISSING	(無)	9784845825417	97848458	multi
golgo-13	ゴルゴ13	standard	4	RESTORE_MISSING	(無)	9784845825424	97848458	multi
golgo-13	ゴルゴ13	standard	6	RESTORE_MISSING	(無)	9784845825448	97848458	multi
