tier	author_ok	stem	title	etype	number	isbn	date	publisher	rakuten_title	rakuten_author	page_authors	series_name	main_prefix	cand_prefix	n_cands
STRICT	OK	ghost-fixers	ゴーストフィクサーズ	standard	3	9784088843827	2024-12	集英社	ゴーストフィクサーズ 3	田中 靖規	田中靖規	ジャンプコミックス	9784088	9784088	3
STRICT	OK	gishi-no-kawari-ni-yomei-ichinen-to-iwareru-koushaku-shisoku-sama-to-konyaku-suru-koto-ni	義姉の代わりに、余命一年と言われる侯爵子息様と婚約することになりました	standard	3	9784065364901	2024-08	講談社	義姉の代わりに、余命一年と言われる侯爵子息様と婚約することになりました(3)	もりこも/瑪々子/紫藤 むらさき	もりこも / 瑪々子	KCx	9784065	9784065	5
STRICT	OK	gisou-kareshi-ni-aisarete-shimaimashita	偽装カレシに愛されてしまいました	standard	5	9784865182354	2024-10	大誠社	偽装カレシに愛されてしまいました 5	美山るこ	美山るこ	Only Lips comicsめちゃコミックオリジナル	9784865	9784865	2
STRICT	OK	gohan-tsukurisugiko-to-kanshokukei-otoko	ご飯つくりすぎ子と完食系男子	standard	12	9784344854604	2024-09	幻冬舎コミックス	ご飯つくりすぎ子と完食系男子 (12)	揚立しの	揚立しの	バーズコミックス	9784344	9784344	3
STRICT	OK	gokufuri-kyohi-shite-tesaguri-start-tokka-shinai-healer-nakama-to-wakarete-tabi-ni-deru	極振り拒否して手探りスタート!特化しないヒーラー、仲間と別れて旅に出る	standard	8	9784040756936	2024-11	KADOKAWA	極振り拒否して手探りスタート! 特化しないヒーラー、仲間と別れて旅に出る 8	蒼井　一秀/刻一/MIYA*KI	蒼井一秀	ドラゴンコミックスエイジ	9784040	9784040	6
STRICT	OK	gokurakugai	極楽街	standard	5	9784088842905	2025-05	集英社	極楽街 5	佐乃 夕斗	佐乃夕斗	ジャンプコミックス	9784088	9784088	2
STRICT	OK	gokuritsu	ごくりっ	standard	3	9784098630646	2024-10	小学館	ごくりっ(3)	前原 タケル	前原タケル	ビッグ コミックス	9784098	9784098	2
STRICT	OK	golden-man	ゴールデンマン	standard	3	9784065374641	2024-11	講談社	ゴールデンマン(3)	ペトス/恵 広史	恵広史	ヤンマガKCスペシャル	9784065	9784065	3
STRICT	OK	goseidouji-ran	護星童子ラン	standard	2	9784334803445	1996-09	光文社	護星童子ラン(2)	真鍋譲治	真鍋譲治	少年王シリーズ	9784334	9784334	1
STRICT	OK	goukon-ni-ittara-onna-ga-inakatta-hanashi	合コンに行ったら女がいなかった話	standard	9	9784757597945	2025-04	スクウェア・エニックス	合コンに行ったら女がいなかった話(9)	蒼川なな	蒼川なな	ガンガンコミックスONLINE	9784757	9784757	1
STRICT	OK	guilty-circle	ギルティサークル	standard	14	9784065374245	2024-11	講談社	ギルティサークル(14)	山本 やみー/門馬 司	山本やみー	KCデラックス	9784065	9784065	3
STRICT	OK	guilty-circle	ギルティサークル	standard	21	9784065446492	2026-08	講談社	ギルティサークル(21)	山本 やみー/門馬 司	山本やみー	KCデラックス	9784065	9784065	2
STRICT	OK	guranburu	ぐらんぶる	standard	23	9784065370988	2024-10	講談社	ぐらんぶる(23)	井上 堅二/吉岡 公威	吉岡公威	アフタヌーンKC	9784065	9784065	3
STRICT	OK	haikaburi-hime-wa-kekkon-shita-nao-ouji-wa	灰被り姫は結婚した、なお王子は	standard	10	9784098543533	2025-12	小学館	灰被り姫は結婚した、なお王子は(10)	中 てい/壱崎 煉	壱崎煉	マンガワンコミックス	9784098	9784098	1
STRICT	OK	haikei-koroshiya-san-to-kekkon-shimashita	拝啓…殺し屋さんと結婚しました	standard	7	9784046839589	2024-09	KADOKAWA	拝啓...殺し屋さんと結婚しました 7	高坂　曇天	高坂曇天	MFC キューンシリーズ	9784046	9784046	2
STRICT	OK	haikyuubu	ハイキュー部!!	standard	13	9784088843254	2024-12	集英社	ハイキュー部!! 13	宮島 京平	宮島京平	ジャンプコミックス	9784088	9784088	1
STRICT	OK	hajirau-kimi-ga-mitainda	恥じらう君が見たいんだ	standard	9	9784065375150	2024-11	講談社	恥じらう君が見たいんだ(9)	甜米 らくれ	甜米らくれ	ヤンマガKCスペシャル	9784065	9784065	2
STRICT	OK	hakushaku-reijou-wa-yandere-danna-sama-to-ateuma-shinario-o-kaihi-suru	伯爵令嬢はヤンデレ旦那様と当て馬シナリオを回避する!!	standard	4	9784065370308	2024-10	講談社	伯爵令嬢はヤンデレ旦那様と当て馬シナリオを回避する!!(4)	森本 鉄道/島田 莉音	森本鉄道	KCx	9784065	9784065	4
STRICT	OK	hana-ni-somu	花に染む	standard	2	9784088656212	2011-03	集英社	花に染む(2)	くらもちふさこ	くらもちふさこ	クイーンズコミックス	9784088	9784088	3
STRICT	OK	hana-wa-nido-sakimidareru	花は二度咲き乱れる	standard	2	9784098727841	2024-10	小学館	花は二度咲き乱れる(2)	甘宮 ちか	甘宮ちか	フラワーコミックス α	9784098	9784098	2
STRICT	OK	hana-yori-mo-hana-no-gotoku	花よりも花の如く	standard	23	9784592222613	2024-10	白泉社	花よりも花の如く 23	成田 美名子	成田美名子	花とゆめコミックス	9784592	9784592	2
STRICT	OK	hanabi-chan-wa-okuregachi	ハナビちゃんは遅れがち	standard	8	9784864682770	2024-08	ヒーローズ	ハナビちゃんは遅れがち(8)	白金 らんぷ/まみむ/ユニバーサルエンターテインメント	白金らんぷ	ヒーローズコミックス	9784864	9784864	4
STRICT	OK	hanazakari-daikokuya-honpo	花ざかり大黒屋本舗	standard	2	9784575333145	2005-09	双葉社	花ざかり大黒屋本舗(2)	星野めみ	星野めみ	ジュールコミックス	9784575	9784575	1
STRICT	OK	hanazakari-daikokuya-honpo	花ざかり大黒屋本舗	standard	3	9784575333756	2008-11	双葉社	花ざかり大黒屋本舗(3)	星野めみ	星野めみ	ジュールコミックス	9784575	9784575	1
STRICT	OK	hanazakari-daikokuya-honpo	花ざかり大黒屋本舗	standard	4	9784575334395	2011-01	双葉社	花ざかり大黒屋本舗(4)	星野めみ	星野めみ	ジュールコミックス	9784575	9784575	1
STRICT	OK	hanninmae-no-koibito	半人前の恋人	standard	4	9784088841854	2024-10	集英社	半人前の恋人 4	川田 大智	川田大智	ジャンプコミックス	9784088	9784088	3
STRICT	OK	happy-kuso-life	ハッピークソライフ	standard	6	9784801984707	2024-10	竹書房	ハッピークソライフ(6)	はらだ	はらだ	バンブーコミックス Qpaコレクション	9784801	9784801	2
STRICT	OK	happy-marionnette	ハッピーマリオネット	standard	5	9784088934419	2024-11	集英社	ハッピーマリオネット 5	三島 右京	三島右京	ヤングジャンプコミックス	9784088	9784088	2
STRICT	OK	harebare-hiyori	晴れ晴れ日和	standard	6	9784046841490	2024-11	KADOKAWA	晴れ晴れ日和 6	吉村佳	吉村佳	MFC キューンシリーズ	9784046	9784046	1
STRICT	OK	haruka-reset	はるかリセット	standard	17	9784253320870	2024-08	秋田書店	はるかリセット 17	野上武志	野上武志	チャンピオンREDコミックス	9784253	9784253	2
STRICT	OK	hatachi-to-seijuu	二十と成獣	standard	5	9784065375631	2024-11	講談社	二十と成獣(5)	空神 セイ	空神セイ	講談社コミックス別冊フレンド	9784065	9784065	2
STRICT	OK	hataraku-saibou-muscle	はたらく細胞マッスル	standard	4	9784065371930	2024-10	講談社	はたらく細胞マッスル(4)	前田 悠/清水 茜	前田悠	モーニング　KC	9784065	9784065	3
STRICT	OK	hatchipotchi-punch	はっちぽっちぱんち	standard	3	9784065370490	2024-10	講談社	はっちぽっちぱんち(3)	嵯峨 あき/カツラギ ゲンキ	カツラギゲンキ / 嵯峨あき	講談社コミックス	9784065	9784065	4
STRICT	OK	hazure-potion-ga-shouyu-datta-node-ryouri-suru-koto-ni-shimashita	ハズレポーションが醤油だったので料理することにしました	standard	11	9784575419894	2024-10	双葉社	ハズレポーションが醤油だったので料理することにしました(11)	リスノ/富士とまと(ツギクル）	リスノ	モンスターコミックスf	9784575	9784575	4
STRICT	OK	hazure-skill-level-up-no-sei-de-party-o-tsuihousareta-sareta-shounen-wa-level-o-agete-butsuri-de	外れスキル『レベルアップ』のせいでパーティーを追放された少年は、レベルを上げて物理で殴る	standard	2	9784065369920	2024-10	講談社	外れスキル『レベルアップ』のせいでパーティーを追放された少年は、レベルを上げて物理で殴る(2)	大橋 ウルオ/しんこせい/てんまそ	大橋ウルオ	シリウスKC	9784065	9784065	4
STRICT	OK	heibon-na-watashi-no-juu-kishidan-mofumofu-life	平凡な私の獣騎士団もふもふライフ	standard	7	9784813764113	2025-02	スターツ出版	平凡な私の獣騎士団もふもふライフ 7	藍澤さつき/百門一新	百門一新 / 藍澤さつき	ベリーズファンタジーコミックス	9784813	9784813	2
STRICT	OK	heimin-shusshin-no-teikoku-shoukan-munou-na-kizoku-joukan-o-juurin-shite-nariagaru	平民出身の帝国将官、無能な貴族上官を蹂躙して成り上がる	standard	4	9784041169087	2025-12	KADOKAWA	平民出身の帝国将官、無能な貴族上官を蹂躙して成り上がる (4)	花音　小坂/オブチシュン/くろぎり	花音小坂 / オブチシュン	角川コミックス・エース	9784041	9784041	2
STRICT	OK	hellhound	ヘルハウンド	standard	5	9784065363669	2024-08	講談社	ヘルハウンド(5)	皆川 亮二	皆川亮二	アフタヌーンKC	9784065	9784065	2
STRICT	OK	hello-my-home	ハロー・マイ・ホーム	standard	4	9784867166789	2024-12	マイクロマガジン社	ハロー・マイ・ホーム 4	空翔俊介	空翔俊介	コミックELMO	9784867	9784867	2
STRICT	OK	hen-na-ie	変な家	standard	4	9784758027854	2024-10	一迅社	変な家(4)	雨穴（飛鳥新社刊）/綾野暁	綾野暁	HOWLコミックス	9784758	9784758	3
STRICT	OK	higashi-chiseki-san-no-meikuappu-doll	東千石さんのメイクアップドール	standard	5	9784065372012	2024-10	講談社	東千石さんのメイクアップドール(5)	ことぶきりー	ことぶきりー	KC　デザート	9784065	9784065	3
STRICT	OK	hige-o-soru-soshite-joshikousei-o-hirou	ひげを剃る。そして女子高生を拾う。	standard	12	9784041151792	2024-10	KADOKAWA	ひげを剃る。そして女子高生を拾う。 (12)	しめさば/ぶーた/足立　いまる	足立いまる	角川コミックス・エース	9784041	9784041	4
STRICT	OK	hijiri-kun-wa-kiyoku-ikitai	聖くんは清く生きたい	standard	6	9784065372661	2024-10	講談社	聖くんは清く生きたい(6)	朝賀 庵	朝賀庵	ヤンマガKCスペシャル	9784065	9784065	2
STRICT	OK	hirayasumi	ひらやすみ	standard	8	9784098631063	2024-11	小学館	ひらやすみ(8)	真造 圭伍	真造圭伍	ビッグ コミックス	9784098	9784098	2
STRICT	OK	hitohitogami-nichinichi	ひとひとがみ日々	standard	2	9784098536771	2024-10	小学館	ひとひとがみ日々(2)	古山 フウ	古山フウ	サンデーうぇぶりコミックス	9784098	9784098	2
STRICT	OK	hitori-camp-shitara-isekai-ni-teni-shita-hanashi	一人キャンプしたら異世界に転移した話	standard	3	9784575419924	2024-10	双葉社	一人キャンプしたら異世界に転移した話(3)	はるちか/トロ猫（ツギクル）	はるちか / トロ猫	モンスターコミックス	9784575	9784575	4
STRICT	OK	honey-lemon-soda	ハニーレモンソーダ	standard	28	9784088677989	2025-04	集英社	ハニーレモンソーダ 28	村田 真優	村田真優	りぼんマスコットコミックス	9784088	9784088	2
STRICT	OK	honey-lemon-soda	ハニーレモンソーダ	standard	30	9784088678283	2025-12	集英社	ハニーレモンソーダ 30	村田 真優	村田真優	りぼんマスコットコミックス	9784088	9784088	1
STRICT	OK	hotaru-no-yomeiri	ホタルの嫁入り	standard	10	9784098543526	2025-12	小学館	ホタルの嫁入り(10)	橘 オレコ	橘オレコ	マンガワンコミックス	9784098	9784098	2
STRICT	OK	hotel-inhumans	ホテル・インヒューマンズ	standard	9	9784098535903	2024-11	小学館	ホテル・インヒューマンズ(9)	田島 青	田島青	サンデーうぇぶりコミックス	9784098	9784098	2
STRICT	OK	hotel-mettsuapeura-e-youkoso	ホテル・メッツァペウラへようこそ	standard	7	9784047383852	2025-12	KADOKAWA	ホテル・メッツァペウラへようこそ 7巻	福田　星良	福田星良	ハルタコミックス	9784047	9784047	1
STRICT	OK	hottokenaiyo-kujou-kun	ほっとけないよ九条くん	standard	4	9784088677897	2025-02	集英社	ほっとけないよ九条くん 4	みかづき 唯	みかづき唯	りぼんマスコットコミックス	9784088	9784088	2
STRICT	OK	houkago-kitaku-hiyori	放課後帰宅びより	standard	3	9784575860191	2024-10	双葉社	放課後帰宅びより(3)	松田舞	松田舞	アクションコミックス	9784575	9784575	2
STRICT	OK	ie-de-munou-to-iware-tsuzuketa-ore-desu-sekaiteki-niwa-chou-yuunou-datta-you-desu	家で無能と言われ続けた俺ですが、世界的には超有能だったようです	standard	5	9784757594517	2024-10	スクウェア・エニックス	家で無能と言われ続けた俺ですが、世界的には超有能だったようです(5)	kimimaro（GA文庫／SBクリエイティブ刊）/鈴木匡/もきゅ	鈴木匡	ガンガンコミックスUP！	9784757	9784757	6
STRICT	OK	ie-kara-oidasareta-watashi-wa-ringoku-no-okakae-renkinjutsushi-toshite-shiawase-na-daini-no-jinsei	家から追い出された私は、隣国のお抱え錬金術師として、幸せな第二の人生を送る事にしました!	standard	4	9784047381704	2024-09	KADOKAWA	家から追い出された私は、隣国のお抱え錬金術師として、幸せな第二の人生を送る事にしました! 04	ななしののん/アルト/ひげ猫	ななしののん	B's-LOG COMICS	9784047	9784047	6
STRICT	OK	ii-kara-damatte-kiss-o-shite	いいから黙ってキスをして	standard	3	9784098728442	2024-11	小学館	いいから黙ってキスをして(3)	わたなべ 志穂	わたなべ志穂	フラワーコミックス α	9784098	9784098	4
STRICT	OK	ikenai-nanako-san	イケナイ菜々子さん	standard	10	9784785977641	2024-09	少年画報社	イケナイ菜々子さん 10	あさぎ 龍	あさぎ龍	YKコミックス	9784785	9784785	3
STRICT	OK	ingoku-danchi	淫獄団地	standard	7	9784040756417	2024-10	KADOKAWA	淫獄団地 7	搾精研究所/丈山　雄為	丈山雄為	ドラゴンコミックスエイジ	9784040	9784040	3
STRICT	OK	ingoshima	インゴシマ	standard	18	9784847068911	2024-10	ワニブックス	インゴシマ(18巻)	田中 克樹/天下 雌子	田中克樹	ガムコミックスプラス	9784847	9784847	3
STRICT	OK	isekai-battle-royal	異世界バトルロイヤル	standard	4	9784801984790	2024-11	竹書房	異世界バトルロイヤル(4)	巖本英利/平石六	巖本英利	バンブーコミックス	9784801	9784801	2
STRICT	OK	isekai-de-haishin-katsudou-o-shitara-tairyou-no-yandere-shinja-o-umidashite-shimatta-ken	異世界で配信活動をしたら大量のヤンデレ信者を生み出してしまった件	standard	4	9784041148976	2024-10	KADOKAWA	異世界で配信活動をしたら大量のヤンデレ信者を生み出してしまった件(4)	伊予嶺　つく/みょん	伊予嶺つく	角川コミックス・エース	9784041	9784041	3
STRICT	OK	isekai-de-tochi-o-katte-noujou-o-tsukurou	異世界で土地を買って農場を作ろう	standard	9	9784344854925	2024-10	幻冬舎コミックス	異世界で土地を買って農場を作ろう (9)	岡沢六十四/細雪 純/村上ゆいち	細雪純	バーズコミックス	9784344	9784344	4
STRICT	OK	isekai-metaller	異世界メタラー	standard	3	9784864682930	2024-10	ヒーローズ	異世界メタラー(3)	かすが龍。	かすが龍	ヒーローズコミックス	9784864	9784864	1
STRICT	OK	isekai-no-sata-wa-shachiku-shidai	異世界の沙汰は社畜次第	standard	6	9784047381544	2024-11	KADOKAWA	異世界の沙汰は社畜次第 6	采　和輝/八月　八/大橋キッカ	采和輝	B's-LOG COMICS	9784047	9784047	3
STRICT	OK	isekai-no-shuyaku-wa-wareware-da	異世界の主役は我々だ!	standard	14	9784046840639	2024-10	KADOKAWA	異世界の主役は我々だ! 14	加茂　ユウジ/草薙　刃/グルッペン・フューラー/せらみかる＋ユーザーのみなさん	加茂ユウジ	MFC	9784046	9784046	10
STRICT	OK	isekai-oji-san	異世界おじさん	standard	12	9784046839978	2024-09	KADOKAWA	異世界おじさん 12	殆ど死んでいる	殆ど死んでいる	MFC	9784046	9784046	1
STRICT	OK	isekai-tensei-no-boukensha	異世界転生の冒険者	standard	13	9784800016782	2025-12	マッグガーデン	異世界転生の冒険者(13)	しばの番茶/ケンイチ/ネム	しばの番茶	マッグガーデンコミックスBeat'sシリーズ	9784800	9784800	2
STRICT	OK	isekaigaeri-no-moto-yuusha-desu-desugeemu-ni-makikomaremashita	異世界帰りの元勇者ですが、デスゲームに巻き込まれました	standard	6	9784758086547	2025-02	一迅社	異世界帰りの元勇者ですが、デスゲームに巻き込まれました (6)	空地 大乃/黒山 メッキ	黒山メッキ	REXコミックス	9784758	9784758	3
STRICT	OK	jashin-chan-drop-kick	邪神ちゃんドロップキック	standard	24	9784866753966	2024-12	フレックスコミックス	邪神ちゃんドロップキック(24)	ユキヲ	ユキヲ	メテオCOMICS	9784866	9784866	2
STRICT	OK	jimoto-no-ijimekko-tachi-ni-shikaeshi-shiyou-to-shitara-betsu-no-tatakai-ga-hajimatta	地元のいじめっ子達に仕返ししようとしたら、別の戦いが始まった。	standard	5	9784065373941	2024-11	講談社	地元のいじめっ子達に仕返ししようとしたら、別の戦いが始まった。(5)	マツモト ケンゴ	マツモトケンゴ	シリウスKC	9784065	9784065	2
STRICT	OK	jitenshaya-san-no-takahashi-kun	自転車屋さんの高橋くん	standard	8	9784845867738	2024-11	リイド社	自転車屋さんの高橋くん(8巻)	松虫　あられ	松虫あられ	トーチコミックス	9784845	9784845	2
STRICT	OK	jitsu-wa-ore-saikyou-deshita	実は俺、最強でした?	standard	14	9784065374054	2024-11	講談社	実は俺、最強でした?(14)	高橋 愛/澄守 彩	高橋愛	シリウスKC	9784065	9784065	2
STRICT	OK	jiyuu-kimama-na-seirei-hime	自由気ままな精霊姫	standard	3	9784065369210	2024-09	講談社	自由気ままな精霊姫(3)	比良 純香/めざし/しょくむら	めざし / 比良純香	KCx	9784065	9784065	3
STRICT	OK	joshikousei-no-mudazukai	女子高生の無駄づかい	standard	13	9784041157206	2024-11	KADOKAWA	女子高生の無駄づかい (13)	ビーノ	ビーノ	角川コミックス・エース	9784041	9784041	2
STRICT	OK	joshiryoku-takamena-shishihara-kun	女子力高めな獅子原くん	standard	9	9784758086578	2025-02	一迅社	女子力高めな獅子原くん 9巻	相舞 みー	相舞みー	ZERO-SUMコミックス	9784758	9784758	2
STRICT	OK	josou-shite-mendokusai-koto-ni-natteru-nekura-to-yankee-no-ryou-kataomoi	女装してめんどくさい事になってるネクラとヤンキーの両片想い	standard	13	9784800014979	2024-09	マッグガーデン	女装してめんどくさい事になってるネクラとヤンキーの両片想い(13)	とおる	とおる	BLADEコミックス pixivシリーズ	9784800	9784800	1
STRICT	OK	joyuu-meshi	女優めし	standard	9	9784088934143	2024-10	集英社	女優めし 9	うえの のの/藤川 よつ葉	うえののの	ヤングジャンプコミックス	9784088	9784088	4
STRICT	OK	jumbo-max	JUMBO MAX	standard	12	9784098631087	2024-11	小学館	JUMBO MAX(12)	高橋 ツトム	高橋ツトム	ビッグ コミックス	9784098	9784098	2
STRICT	OK	junai-yorimo-shitemitai	純愛よりも、シてみたい	standard	3	9784799769225	2024-10	リブレ	純愛よりも、シてみたい 3	夏江 ユウ	夏江ユウ	バニラブCOMICS	9784799	9784799	3
STRICT	OK	junkissa-neko	純喫茶ねこ	standard	12	9784344855540	2025-02	幻冬舎コミックス	純喫茶ねこ (12)	杉崎ゆきる	杉崎ゆきる	バーズコミックス	9784344	9784344	2
STRICT	OK	juujika-no-rokunin	十字架のろくにん	standard	18	9784065374221	2024-11	講談社	十字架のろくにん(18)	中武 士竜	中武士竜	KCデラックス	9784065	9784065	1
STRICT	OK	kabesaa-doujin-sakka-no-nekoyashiki-kun-wa-shounin-yokkyuu-o-kojirasete-iru	壁サー同人作家の猫屋敷くんは承認欲求をこじらせている	standard	9	9784199508776	2024-11	徳間書店	壁サー同人作家の猫屋敷くんは承認欲求をこじらせている(9)	ミナモトカズキ	ミナモトカズキ	リュウコミックス	9784199	9784199	4
STRICT	OK	kabushiki-kaisha-majirumie	株式会社マジルミエ	standard	14	9784088842301	2024-10	集英社	株式会社マジルミエ 14	青木 裕/岩田 雪花	青木裕	ジャンプコミックス	9784088	9784088	3
STRICT	OK	kachou-fuugetsu	花鳥風月	standard	11	9784403669378	2024-07	新書館	花鳥風月(11)	志水ゆき	志水ゆき	ディアプラスコミックス　Selection	9784403	9784403	1
STRICT	OK	kahogo-na-wakadanna-sama-no-amayakashi-kon	過保護な若旦那様の甘やかし婚	standard	7	9784065375792	2024-11	講談社	過保護な若旦那様の甘やかし婚(7)	こだち	こだち	BE　LOVE　KC	9784065	9784065	2
STRICT	OK	kaifukushoku-no-akuyaku-reijou	回復職の悪役令嬢	standard	4	9784046842169	2024-11	KADOKAWA	回復職の悪役令嬢 4	片村　ナムラ/ぷにちゃん/緋原ヨウ	片村ナムラ	フロース　コミック	9784046	9784046	2
STRICT	OK	kaigai-en-ni-makasete-aruku-dake	海外縁にまかせて歩くだけ。	standard	3	9784091794680	2024-12	小学館	海外 縁にまかせて歩くだけ。(3)	五箇野人	五箇野人	書籍扱いコミックス単行本	9784091	9784091	3
STRICT	OK	kaijuu-jieitai	怪獣自衛隊	standard	17	9784107727770	2024-12	新潮社	怪獣自衛隊 17	井上 淳哉/白土 晴一	井上淳哉	バンチコミックス	9784107	9784107	3
STRICT	OK	kakushite-makina-san	かくして!マキナさん!!	standard	4	9784575860337	2024-12	双葉社	かくして!マキナさん!!(4)	里好	里好	アクションコミックス	9784575	9784575	2
STRICT	OK	kamitachi-ni-hirowareta-otoko	神達に拾われた男	standard	13	9784757594555	2024-10	スクウェア・エニックス	神達に拾われた男(13)	Roy/蘭々/りりんら	Roy	ガンガンコミックスUP！	9784757	9784757	3
STRICT	OK	kamitama	神たま	standard	4	9784091497833	2024-09	小学館	神たま(4)	曽山 一寿	曽山一寿	コロコロコミックス	9784091	9784091	2
STRICT	OK	kamonohashi-ron-no-kindan-suiri	鴨乃橋ロンの禁断推理	standard	15	9784088842318	2024-10	集英社	鴨乃橋ロンの禁断推理 15	天野 明	天野明	ジャンプコミックス	9784088	9784088	2
STRICT	MISMATCH	kankin-ou	監禁王	standard	5	9784040756400	2024-10	KADOKAWA	監禁王 5	あしもと☆よいか/マサイ/ぺい	あしもとよいか	ドラゴンコミックスエイジ	9784040	9784040	6
STRICT	OK	kantai-no-chef	艦隊のシェフ	standard	9	9784065381960	2025-04	講談社	艦隊のシェフ(9)	池田 邦彦/萩原 玲二	萩原玲二	モーニング　KC	9784065	9784065	3
STRICT	OK	kanzen-kaihi-healer-no-kiseki	完全回避ヒーラーの軌跡	standard	11	9784046840745	2024-10	KADOKAWA	完全回避ヒーラーの軌跡 11	倭　ヒナ/ぷにちゃん/匈歌　ハトリ	倭ヒナ	MFC	9784046	9784046	5
STRICT	OK	kareshi-imasu	彼氏います。	standard	3	9784824202468	2024-10	一二三書房	彼氏います。(3)	PIBI	PIBI	ビアンココミックス	9784824	9784824	2
STRICT	OK	karori-no-tsuyagoto	かろりのつやごと	standard	13	9784420154796	2024-10	集英社クリエイティブ	かろりのつやごと 13	小田 ゆうあ	小田ゆうあ	オフィスユーコミックス	9784420	9784420	2
STRICT	OK	kawaii-imouto-ga-konyaku-haki-sareta-rashii-node-ima-kara-orei-ni-mairimasu	可愛い義妹が婚約破棄されたらしいので、今から「御礼」に参ります。	standard	2	9784434329579	2023-11	アルファポリス	可愛い義妹が婚約破棄されたらしいので、今から「御礼」に参ります。(2)	桜井しおり/春先あみ	桜井しおり	レジーナCOMICS	9784434	9784434	5
STRICT	OK	kawaisugi-crisis	カワイスギクライシス	standard	10	9784088842141	2024-10	集英社	カワイスギクライシス 10	城戸 みつる	城戸みつる	ジャンプコミックス	9784088	9784088	2
STRICT	OK	kaya-chan-wa-kowakunai	カヤちゃんはコワくない	standard	6	9784107727633	2024-11	新潮社	カヤちゃんはコワくない 6	百合太郎	百合太郎	バンチコミックス	9784107	9784107	2
STRICT	OK	kegawa-to-nakami	けがわとなかみ	standard	2	9784107727558	2024-10	新潮社	けがわとなかみ 2	類家 海	類家海	バンチコミックス	9784107	9784107	1
STRICT	OK	kemutai-hanashi	煙たい話	standard	5	9784334104832	2024-11	光文社	煙たい話(5)	林史也	林史也		9784334	9784334	2
STRICT	MISMATCH	kenka-dokugaku	喧嘩独学	standard	2	9784088841946	2024-11	集英社	喧嘩独学 2	Kim Junghyun/Pak Taejun	パクテジュン / キムゾンヒョン	ジャンプコミックス	9784088	9784088	6
STRICT	OK	killer-doori-no-sommelier-tantei	キラー通りのソムリエ探偵	standard	3	9784334808563	2024-12	光文社	キラー通りのソムリエ探偵 3巻	天樹征丸/草壁エリザ	天樹征丸 / 草壁エリザ	光文社コミックス	9784334	9784334	2
STRICT	OK	killing-line	キリングライン	standard	3	9784065372029	2024-10	講談社	キリングライン(3)	モリエ サトシ	モリエサトシ	BE　LOVE　KC	9784065	9784065	3
STRICT	OK	kimi-no-rabu-o-misete-kure	君のラブを見せてくれ!	standard	3	9784041153475	2024-09	KADOKAWA	君のラブを見せてくれ! (3)	リムコロ	リムコロ	角川コミックス・エース	9784041	9784041	2
STRICT	OK	kimi-o-aisuru-ki-wa-nai-to-itta-jiki-koushaku-sama-ga-naze-dekiai-shite-kimasu	「きみを愛する気はない」と言った次期公爵様がなぜか溺愛してきます	standard	4	9784866753942	2024-10	フレックスコミックス	「きみを愛する気はない」と言った次期公爵様がなぜか溺愛してきます(4)	水埜なつ/三沢ケイ	水埜なつ	ポラリスCOMICS	9784866	9784866	3
STRICT	OK	kimi-o-wasureru-koi-ga-shitai	君を忘れる恋がしたい	standard	3	9784088430515	2024-09	集英社	君を忘れる恋がしたい 3	結木 悠	結木悠	マーガレットコミックス	9784088	9784088	2
STRICT	OK	kimi-to-uchuu-o-aruku-tame-ni	君と宇宙を歩くために	standard	3	9784065372005	2024-10	講談社	君と宇宙を歩くために(3)	泥ノ田 犬彦	泥ノ田犬彦	アフタヌーンKC	9784065	9784065	2
STRICT	OK	kimi-wa-maid-sama	君は冥土様。	standard	9	9784098536238	2024-10	小学館	君は冥土様。(9)	しょたん	しょたん	サンデーうぇぶりコミックス	9784098	9784098	1
STRICT	OK	kimi-wa-nazotoki-no-mashieri	きみは謎解きのマシェリ	standard	7	9784575860290	2024-11	双葉社	きみは謎解きのマシェリ(7)	糸なつみ	糸なつみ	アクションコミックス	9784575	9784575	1
STRICT	OK	kimongai-karma	鬼門街KARMA	standard	10	9784785977801	2024-10	少年画報社	鬼門街KARMA 10	永田 晃一	永田晃一	YKコミックス	9784785	9784785	2
STRICT	OK	kin-to-tetsu	菌と鉄	standard	6	9784065370483	2024-10	講談社	菌と鉄(6)	片山 あやか	片山あやか	講談社コミックス	9784065	9784065	2
STRICT	OK	kippo	KIPPO	standard	28	9784785979164	2025-04	少年画報社	KIPPO 28	田中 宏	田中宏	YKコミックス	9784785	9784785	3
STRICT	OK	kiritani-san-chotsu-sore-kuunsuka	桐谷さんちょっそれ食うんすか!?	standard	18	9784575860207	2024-10	双葉社	桐谷さん ちょっそれ食うんすか!?(18)	ぽんとごたんだ	ぽんとごたんだ	アクションコミックス	9784575	9784575	3
STRICT	OK	kiruao	キルアオ	standard	7	9784088842523	2024-11	集英社	キルアオ 7	藤巻 忠俊	藤巻忠俊	ジャンプコミックス	9784088	9784088	2
STRICT	OK	kisakikyouiku-kara-nigetai-watashi	妃教育から逃げたい私	standard	6	9784391163995	2024-12	主婦と生活社	妃教育から逃げたい私 6	菅田 うり/沢野 いずみ/夢咲 ミル	菅田うり	PASH！コミックス	9784391	9784391	4
STRICT	OK	kishiou-no-shokutaku	騎士王の食卓	standard	4	9784065387405	2025-04	講談社	騎士王の食卓(4)	ゆづか 正成	ゆづか正成	シリウスKC	9784065	9784065	2
