slug	title	vol	isbn	date
haikaburi-hime-wa-kekkon-shita-nao-ouji-wa	灰被り姫は結婚した、なお王子は	10	9784098543533	2025年12月19日
amakute-atsukute-iki-mo-dekinai	甘くて熱くて息もできない	3	9784866577920	2024年10月22日
isekai-kara-seijo-ga-kuru-you-nanode-jamamono-wa-kieyou-to-omoimasu	異世界から聖女が来るようなので、邪魔者は消えようと思います	9	9784046842015	2024年11月05日頃
shin-no-jitsuryoku-wa-girigiri-made-kakushite-iyou-to-omou	真の実力はギリギリまで隠していようと思う	7	9784049160673	2024年11月27日頃
shin-no-seijo-de-aru-watashi-wa-tsuihousareta-saremashita-dakara-kono-kuni-wa-mou-owari-desu	真の聖女である私は追放されました。だからこの国はもう終わりです	10	9784065390801	2025年04月30日
yano-kun-no-futsuu-no-hibi	矢野くんの普通の日々	9	9784065373323	2024年11月13日
kannazuki-yukariko-no-yuuga-na-himatsubushi	神無月紫子の優雅な暇潰し	13	9784098730650	2025年05月09日
watashi-no-oshi-wa-akuyaku-reijou	私の推しは悪役令嬢。	9	9784758027762	2024年10月18日
watashi-o-tabetai-hitodenashi	私を喰べたい、ひとでなし	9	9784049160659	2024年10月25日頃
shokuba-to-jitaku-de-gap-no-aru-papa	職場と自宅でギャップのあるパパ	5	9784041156056	2024年10月24日頃
kin-to-tetsu	菌と鉄	6	9784065370483	2024年10月08日
aoku-somero	蒼く染めろ	14	9784065371350	2024年11月15日
mitsuka	蜜果	4	9784910526577	2024年10月07日頃
buta-no-liver-wa-kanetsu-shiro	豚のレバーは加熱しろ	7	9784049160802	2024年10月25日頃
choujin-x	超人X	11	9784088934280	2024年11月19日
korogaru-kyoudai	転がる姉弟	7	9784868051046	2025年09月16日
korogaru-kyoudai	転がる姉弟	6	9784864682916	2024年09月28日
tensei-babaa-wa-misugosenai	転生ババァは見過ごせない!	4	9784434329593	2023年11月30日頃
tenisaki-wa-yakushi-ga-sukunai-sekai-deshita	転移先は薬師が少ない世界でした	5	9784434347122	2024年10月29日頃
henkyou-gurashi-no-maou-tensei-shite-saikyou-no-majutsushi-ni-naru	辺境ぐらしの魔王、転生して最強の魔術師になる	10	9784046842107	2024年11月22日頃
tsuihousareta-sareta-esukyuu-kanteishi-wa-saikyou-no-guild-o-tsukuru	追放されたS級鑑定士は最強のギルドを創る	7	9784824010384	2024年12月25日頃
mahouka-koukou-no-yuutousei-2nd-season	魔法科高校の優等生2nd Season	5	9784049159691	2024年10月25日頃
kuroiwa-medaka-ni-watashi-no-kawaii-ga-tsuujinai	黒岩メダカに私の可愛いが通じない	16	9784065371343	2024年10月17日
mokushiroku-no-yonkishi	黙示録の四騎士	27	9784065438879	2026年07月16日
esukyuu-guild-o-tsuihousareta-sareta-kedo-jitsu-wa-ore-dake-dragon-no-kotoba-ga-wakaru-no-de	S級ギルドを追放されたけど、実は俺だけドラゴンの言葉がわかるので、気付いたときには竜騎士の頂点を極めてました。	5	9784049160468	2024年10月25日頃
okuchi-ga-etchi-na-jakuten-datte-rival-no-elite-douryou-ni-barete-shimaimashita	おくちがエッチな弱点だって、ライバルのエリート同僚にバレてしまいました	5	9784396701550	2024年09月25日
onee-chan-no-midori-kun	お姉ちゃんの翠くん	10	9784088432144	2025年12月24日
onee-chan-no-midori-kun	お姉ちゃんの翠くん	7	9784088430621	2024年11月25日
otou-san-watashi-kono-kekkon-iya-desu	お父さん、私この結婚イヤです!	8	9784758019347	2024年11月20日
sayounara-eden	さようなら、エデン。	6	9784098728459	2024年11月08日
sudachi-no-maoujou	すだちの魔王城	9	9784065377833	2024年11月15日
soredemo-otouto-wa-koi-shitagaru	それでも弟は恋したがる	5	9784592221401	2024年12月05日
tokuni-aru-hibi	とくにある日々	5	9784864682794	2024年08月29日
puniru-wa-kawaii-slime	ぷにるはかわいいスライム	6	9784091497857	2024年09月27日
wotaku-ni-yasashii-gal-wa-inai	オタクに優しいギャルはいない!?	8	9784867206942	2024年10月19日
kanan-sama-wa-akumade-choroi	カナン様はあくまでチョロい	8	9784065374368	2024年11月15日
kaya-chan-wa-kowakunai	カヤちゃんはコワくない	6	9784107727633	2024年11月09日
colorful-gray	カラフルグレー	4	9784823607745	2024年11月29日頃
keiyaku-shimai	ケイヤクシマイ	4	9784046840332	2024年09月27日頃
the-gamesters	ザ・ゲームスターズ	4	9784065365953	2024年08月22日
smoke-blue-no-ame-nochi-hare	スモークブルーの雨のち晴れ	8	9784046854827	2025年12月16日頃
dungeon-no-osananajimi	ダンジョンの幼なじみ	5	9784046839299	2024年10月22日
batsu-hare	バツハレ	11	9784088940304	2025年12月18日
batsu-hare	バツハレ	7	9784088934129	2024年10月18日
black-sheep	ブラックシープ	4	9784046840776	2024年10月25日
hellhound	ヘルハウンド	5	9784065363669	2024年08月22日
megarosalia	メガロザリア	3	9784047382022	2024年11月19日
ramen-akaneko	ラーメン赤猫	9	9784088842448	2024年10月04日
lycoris-recoil	リコリス・リコイル	5	9784046838568	2024年09月21日
fuguu-skill-no-renkinjutsushi-henkyou-o-kaitaku-suru	不遇スキルの錬金術師、辺境を開拓する	5	9784434348488	2024年11月20日頃
nidome-no-isekai-shounen-datta-kare-wa-toshiue-kishi-ni-nari-dekiai-shitekuru	二度目の異世界、少年だった彼は年上騎士になり溺愛してくる	5	9784046838988	2024年10月04日頃
kyou-mo-e-ni-kaita-mochi-ga-umai	今日も絵に描いた餅が美味い@COMIC	8	9784867943472	2024年11月01日頃
suminigori	住みにごり	7	9784098630707	2024年11月28日
amarimono-isekaijin-no-jiyuu-seikatsu	余りモノ異世界人の自由生活	4	9784434348518	2024年11月20日頃
moto-yuusha-wa-shizuka-ni-kurashitai	元勇者は静かに暮らしたい	4	9784088934662	2024年10月18日
moto-saikyou-yuusha-no-sai-shuushoku	元最強勇者の再就職	5	9784864682923	2024年09月28日
sousei-mahou-no-saigensha	創成魔法の再現者	5	9784824010377	2024年12月25日頃
gekikou-kamen	劇光仮面	8	9784098637379	2025年12月26日
gekikou-kamen	劇光仮面	6	9784098631117	2024年10月30日
kaifukushoku-no-akuyaku-reijou	回復職の悪役令嬢	4	9784046842169	2024年11月14日頃
jiraikei-kareshi-suzu-kun	地雷系彼氏すずくん	3	9784801984509	2024年09月17日
daijuukou-to-unicornis-no-otome	大獣公とユニコニスの乙女	4	9784046839077	2024年09月17日頃
tengu-no-daidokoro	天狗の台所	5	9784065375389	2024年10月22日
joyuu-meshi	女優めし	9	9784088934143	2024年10月18日
dorei-sensei	奴隷先生	5	9784537148954	2024年09月28日
tsuma-ga-kanpeki-sugiru-no-de-chotto-midashite-ii-desuka	妻が完璧すぎるので、ちょっと乱していいですか?	5	9784832205024	2025年04月28日
gakuen-mono-no-otome-game-no-sekai-ni-tensei-shitakedo-cheat-mochi-no-haikei-otoko-seito-datta-you	学園物の乙女ゲームの世界に転生したけど、チート持ちの背景男子生徒だったようです。	7	9784575420395	2024年12月13日頃
ie-kara-oidasareta-watashi-wa-ringoku-no-okakae-renkinjutsushi-toshite-shiawase-na-daini-no-jinsei	家から追い出された私は、隣国のお抱え錬金術師として、幸せな第二の人生を送る事にしました!	4	9784047381704	2024年09月30日頃
ie-de-munou-to-iware-tsuzuketa-ore-desu-sekaiteki-niwa-chou-yuunou-datta-you-desu	家で無能と言われ続けた俺ですが、世界的には超有能だったようです	5	9784757594517	2024年10月07日
mika-dono-sanshimai-wa-angai-choroi	帝乃三姉妹は案外、チョロい。	11	9784098536382	2024年10月18日
teikoku-no-koiyome	帝国の恋嫁	6	9784592222064	2024年11月05日
heibon-na-watashi-no-juu-kishidan-mofumofu-life	平凡な私の獣騎士団もふもふライフ	7	9784813764113	2025年02月27日頃
heiwa-no-kuni-no-shimazaki-e	平和の国の島崎へ	7	9784065374542	2024年11月21日
osananajimi-no-esu-kyuu-party-kara-tsuihousareta-sareta-seijuu-tsukai	幼馴染のS級パーティーから追放された聖獣使い。万能支援魔法と仲間を増やして最強へ!	9	9784040761879	2025年12月08日
kanojo-no-tomodachi	彼女の友達	5	9784065374757	2024年11月20日
uramiya-honpo-diablo	怨み屋本舗DIABLO	13	9784088938158	2025年12月18日
akuyaku-no-ending-wa-shi-nomi	悪役のエンディングは死のみ	7	9784046840691	2024年10月04日頃
akuyaku-ikka-no-okugata-shini-modori-shite-kokoro-o-irekaeru	悪役一家の奥方、死に戻りして心を入れ替える。	4	9784041152119	2024年11月22日
oshi-ga-ani-ni-narimashita	推しが兄になりました	7	9784757595279	2024年11月21日
shin-elf-san-wa-yaserarenai	新・エルフさんは痩せられない。	4	9784253307192	2024年08月20日
nippon-sangoku	日本三國	6	9784098537099	2024年11月12日
shouwa-no-gurazeni	昭和のグラゼニ	7	9784065375846	2024年11月21日
saikyou-onna-shishou-tachi-ga-ikusei-houshin-o-megutte-shuraba	最強女師匠たちが育成方針を巡って修羅場	8	9784098536467	2024年10月10日
saigo-no-furyou	最後の不良	7	9784088934600	2024年11月19日
mijissou-no-rasubosu-tachi-ga-nakama-ni-narimashita	未実装のラスボス達が仲間になりました。	5	9784049159349	2024年10月25日頃
kabushikigaisha-kamikakushi	株式会社神かくし	7	9784785977603	2024年10月09日
gokurakugai	極楽街	5	9784088842905	2025年05月02日
mobile-suit-gundam-last-horizon	機動戦士ガンダムラストホライズン	4	9784088933627	2024年10月18日
mobile-suit-gundam-last-horizon	機動戦士ガンダムラストホライズン	6	9784088940366	2025年12月18日
tono-to-inu	殿と犬	4	9784866753843	2024年10月15日頃
inbi-na-doukutsu-no-sono-oku-de	淫靡な洞窟のその奥で	6	9784046838391	2024年09月06日頃
kemutai-hanashi	煙たい話	5	9784334104832	2024年11月20日頃
outaishi-ni-konyaku-haki-sareta-node-mou-baka-no-furi-wa-yameyou-to-omoimasu	王太子に婚約破棄されたので、もうバカのふりはやめようと思います	5	9784800015044	2024年09月13日
seitokai-nimo-ana-wa-aru	生徒会にも穴はある!	8	9784065370438	2024年11月15日
tabe-san-wa-taberaretai	田部さんは食べられたい	10	9784048117548	2025年12月16日頃
isekaigaeri-no-moto-yuusha-desu-desugeemu-ni-makikomaremashita	異世界帰りの元勇者ですが、デスゲームに巻き込まれました	6	9784758086547	2025年02月27日
kankin-ou	監禁王	5	9784040756400	2024年10月08日
mawata-no-ori	真綿の檻	5	9784098728404	2024年10月10日
shagai-torishimariyaku-shima-kousaku	社外取締役島耕作	5	9784065371688	2024年10月22日
ryuu-ni-sodaterareta-saikyou	竜に育てられた最強	7	9784408642161	2025年12月18日頃
ryuu-ni-sodaterareta-saikyou	竜に育てられた最強	5	9784408641645	2024年12月12日頃
shiunjike-no-kodomotachi	紫雲寺家の子供たち	5	9784592167051	2024年10月17日
zetsurin-mutsu-kun-wa-ookii-kuri-ga-suki	絶倫陸奥くんは大きいクリが好き	7	9784867781210	2024年11月12日頃
buta-no-fukushuu	豚の復讐	9	9784867206874	2024年10月19日
unmei-no-hito-ni-deau-hanashi	運命の人に出会う話	6	9784065375617	2024年11月13日
konjiki-no-gash-2	金色のガッシュ!!2	4	9784910019208	2024年08月23日頃
tonari-no-kuuderella-o-amayakashitara-uchi-no-aikagi-o-watasu-koto-ni-natta	隣のクーデレラを甘やかしたら、ウチの合鍵を渡すことになった	6	9784041153918	2024年09月24日
kaze-no-yari	風の槍	6	9784098535941	2024年11月19日
koudo-ni-hattatsu-shita-igaku-wa-mahou-to-kubetsu-ga-tsukanai	高度に発達した医学は魔法と区別がつかない	8	9784065374597	2024年11月21日
maou-no-musume-tachi-to-maguwaeba-tsuyoku-nareru-tte-hontou-desuka	魔王の娘たちとまぐわえば強くなれるって本当ですか?	5	9784801984608	2024年10月07日
majutsushi-kunon-wa-miete-iru	魔術師クノンは見えている	5	9784046841261	2024年11月22日
kuroneko-to-majo-no-kyoushitsu	黒猫と魔女の教室	9	9784065370384	2024年11月08日
7-nin-no-nemurihime	7人の眠り姫	6	9784065374627	2024年11月15日
8-sai-kara-hajimeru-mahougaku	8歳から始める魔法学	3	9784824010360	2024年12月25日頃
splatoon-bankara	Splatoonバンカラ!	5	9784091498335	2024年11月28日頃
bijin-de-okanemochi-no-kanojo-ga-hoshii-to-ittara-wake-ari-joshi-ga-yattekita-ken	「美人でお金持ちの彼女が欲しい」と言ったら、ワケあり女子がやってきた件。	6	9784040761848	2025年12月08日
bijin-de-okanemochi-no-kanojo-ga-hoshii-to-ittara-wake-ari-joshi-ga-yattekita-ken	「美人でお金持ちの彼女が欲しい」と言ったら、ワケあり女子がやってきた件。	4	9784040755878	2024年11月08日
akage-no-yakutatazu-to-kubi-ni-natta-maryoku-nashi-no-majo-desu-yakusou-no-chishiki-ga-hanpanai-to	「赤毛の役立たず」とクビになった魔力なしの魔女ですが、「薬草の知識がハンパない!」と王立研究所に即採用されました。	3	9784592212645	2024年11月20日
utchare-goshogawara-nebarigoshi-hen	うっちゃれ五所瓦粘り腰編	5	9784098630752	2024年10月30日
e-shanai-system-subete-wanope-shite-iru-watashi-o-kaikosareta-desu-ka	え、社内システム全てワンオペしている私を解雇ですか?	4	9784391164381	2025年05月02日頃
etsu-nouryoku-nashi-de-party-tsuihousareta-sareta-ore-ga-zen-zokusei-mahou-tsukai	えっ、能力なしでパーティ追放された俺が全属性魔法使い!?	4	9784434350009	2024年12月18日頃
ohitori-sama-hotel	おひとりさまホテル	5	9784107727794	2024年12月09日
omae-imouto-janakute-iinazuke-datta-no-kayo	お前妹じゃなくて許嫁だったのかよ!?	4	9784049163889	2025年04月25日頃
zutto-seishun-poi-desuyo	ずっと青春ぽいですよ	3	9784065375495	2024年11月13日
zenbu-kowashite-jigoku-de-aishite	ぜんぶ壊して地獄で愛して	3	9784758027779	2024年10月18日
tada-no-tomodachi-ja-nakunaru-shunkan	ただの友達じゃなくなる瞬間	7	9784046855503	2025年12月16日頃
tada-no-mefure-desu	ただの飯フレです	4	9784344855533	2025年02月21日
tamaranai-no-wa-koi-nanoka	たまらないのは恋なのか	3	9784065372388	2024年10月11日
dare-demo-dakeru-kimi-ga-suki	だれでも抱けるキミが好き	6	9784065389133	2025年04月04日
dan-dawn	だんドーン	5	9784065370285	2024年10月22日
chittai-ore-no-makikomare-isekai-seikatsu	ちったい俺の巻き込まれ異世界生活	3	9784575419993	2024年10月25日頃
doku-doku-mori-mori	どく・どく・もり・もり	3	9784864682947	2024年10月04日
myoo-chan-sensei-wa-kaku-katariki	みょーちゃん先生はかく語りき	7	9784065375969	2024年11月06日
yowayowa-sensei	よわよわ先生	9	9784065371299	2024年10月17日
aoharusou-e-youkoso	アオハル荘へようこそ	6	9784088431413	2025年04月24日
almark	アルマーク	4	9784046840356	2024年09月21日頃
umamusume-pretty-derby-umamusumeshi	ウマ娘プリティーダービーうまむすめし	5	9784098536207	2024年12月19日
cardfight-vanguard-youthquake	カードファイト!!ヴァンガードYouthQuake	7	9784048997898	2025年12月08日頃
gas-nora-inu-tanteidan	ガス灯野良犬探偵団	9	9784088940298	2025年12月18日
kiruao	キルアオ	7	9784088842523	2024年11月01日
gura-paratsu	グラぱらっ!	6	9784065391358	2025年03月06日
gamer-ga-youkai-taiji-yattemita	ゲーマーが妖怪退治やってみた!	4	9784091498144	2024年10月28日頃
shining	シャイニング!	7	9784098732661	2025年12月25日
serial-killer-isekai-ni-oritatsu	シリアルキラー異世界に降り立つ	7	9784785981075	2025年12月26日
slime-taikou-to-botsuraku-reijou-no-angai-shiawase-na-konyaku	スライム大公と没落令嬢のあんがい幸せな婚約	3	9784798636399	2024年10月01日
superstar-o-utatte	スーパースターを唄って。	4	9784098630677	2024年11月28日
dungeon-ni-hisomu-yandere-na-kanojo-ni-ore-wa-nando-mo-korosareru	ダンジョンに潜むヤンデレな彼女に俺は何度も殺される	4	9784046843692	2024年11月22日頃
tetotetote	テトテトテ	5	9784088431130	2025年02月25日
dead-account	デッドアカウント	8	9784065371312	2024年10月17日
net-no-oshi-to-real-no-oshi-ga-tonari-ni-hikkoshitekita	ネットの『推し』とリアルの『推し』が隣に引っ越してきた	3	9784824009999	2024年11月25日頃
hello-my-home	ハロー・マイ・ホーム	4	9784867166789	2024年12月11日頃
parallel-leap-syndrome	パラレルリープ・シンドローム	4	9784785979263	2025年04月30日
fire-emblem-engage	ファイアーエムブレムエンゲージ	4	9784088843193	2024年12月04日
phantom-busters	ファントムバスターズ	4	9784088843537	2024年12月04日
hotaru-no-yomeiri	ホタルの嫁入り	10	9784098543526	2025年12月19日
ponkotsu-maou-no-inaka-gurashi	ポンコツ魔王の田舎暮らし	3	9784107727619	2024年11月09日
maid-wa-koisuru-hachiya-kun	メイドは恋する蜂谷くん	5	9784098732753	2025年12月25日
yankee-kun-to-kagaku-gohan	ヤンキー君と科学ごはん	5	9784088934594	2024年11月19日
rhapsody-in-red	ラプソディ・イン・レッド	4	9784592164142	2024年11月28日
re-cervin	レ・セルバン	5	9784098630592	2024年09月30日
re-cervin	レ・セルバン	8	9784098636587	2025年12月26日
wild-strawberry	ワイルドストロベリー	4	9784088842295	2024年10月04日
hitori-camp-shitara-isekai-ni-teni-shita-hanashi	一人キャンプしたら異世界に転移した話	3	9784575419924	2024年10月15日頃
isshou-senkin	一勝千金	5	9784098540983	2025年05月12日
isshou-hatarakitakunai-ore-ga-classmate-no-dai-ninki-idol-ni-natsukaretara	一生働きたくない俺が、クラスメイトの大人気アイドルに懐かれたら	3	9784824009784	2024年10月25日頃
fukakouryoku-no-ai-love-yuu	不可抗力のI LOVE YOU	5	9784088431260	2025年04月24日
fushiou-wa-surooraifu-o-kibou-shimasu	不死王はスローライフを希望します	4	9784434348495	2024年11月20日頃
hatachi-to-seijuu	二十と成獣	5	9784065375631	2024年11月13日
kyou-eki-de-mita-kawaii-onnanoko	今日、駅で見た可愛い女の子。	4	9784866753904	2024年12月13日頃
hakushaku-reijou-wa-yandere-danna-sama-to-ateuma-shinario-o-kaihi-suru	伯爵令嬢はヤンデレ旦那様と当て馬シナリオを回避する!!	4	9784065370308	2024年10月30日
kizumono-no-hanayome	傷モノの花嫁	5	9784065370230	2024年10月30日
sensei-bokutachi-ga-sekai-o-horoboshimasu	先生!僕たちが世界を滅ぼします。	5	9784757594609	2024年10月07日
yuusha-ikkou-no-senzokui	勇者一行の専属医	4	9784088935690	2025年02月18日
kawaii-imouto-ga-konyaku-haki-sareta-rashii-node-ima-kara-orei-ni-mairimasu	可愛い義妹が婚約破棄されたらしいので、今から「御礼」に参ります。	2	9784434329579	2023年11月30日頃
kimi-to-uchuu-o-aruku-tame-ni	君と宇宙を歩くために	3	9784065372005	2024年10月22日
shihyakushiki	四百四鬼	7	9784757598263	2025年04月25日
jimoto-no-ijimekko-tachi-ni-shikaeshi-shiyou-to-shitara-betsu-no-tatakai-ga-hajimatta	地元のいじめっ子達に仕返ししようとしたら、別の戦いが始まった。	5	9784065373941	2024年11月08日
hen-na-ie	変な家	4	9784758027854	2024年10月16日頃
yoake-o-kou-kemonotachi	夜明けを乞うけものたち	3	9784592230410	2024年11月20日
yumenashi-sensei-no-shinro-shidou	夢なし先生の進路指導	4	9784098630684	2024年10月30日
imouto-wa-siscon-ani-ga-mendokusai	妹はシスコン兄がめんどくさい	3	9784758019439	2024年11月29日頃
heisei-wotaku-remembers	平成ヲタクリメンバーズ	3	9784098536924	2024年11月12日
youchien-wars	幼稚園WARS	12	9784088842646	2024年11月01日
tanku-chea	戦車椅子-TANK CHAIR-	7	9784065369937	2024年10月08日
tefuda-ga-oome-no-victoria	手札が多めのビクトリア	3	9784046839558	2024年09月17日頃
houkago-no-idol-niwa-himitsu-ga-aru	放課後のアイドルには秘密がある	5	9784592163503	2024年09月27日
danna-sama-sorosoro-rikon-shimasen-ka	旦那サマ、そろそろ離婚しませんか?	4	9784867781234	2024年11月25日頃
tokidoki-bosotsu-to-roshiago-de-dereru-tonari-no-aarya-san	時々ボソッとロシア語でデレる隣のアーリャさん	9	9784065433164	2026年04月09日
saikyou-no-maou-ni-kitaerareta-yuusha-isekai-kikansha-tachi-no-gakuen-de-musou-suru	最凶の魔王に鍛えられた勇者、異世界帰還者たちの学園で無双する	3	9784253308052	2024年08月27日
kyokugen-fuufu	極限夫婦	6	9784575860283	2024年11月28日
kizetsu-yuusha-to-ansatsu-hime	気絶勇者と暗殺姫	8	9784253282185	2024年08月07日
oboreru-hibi-wa-kimi-no-sei	溺れる日々はきみのせい	3	9784396750619	2024年11月08日
hi-no-kami-sama-no-soujinin-desu-itsunomanika-hanayome-to-shite-dekiai-sarete-imasu	火の神さまの掃除人ですが、いつの間にか花嫁として溺愛されています	4	9784098728169	2024年10月10日
mukiryoku-neet-na-moto-shindou-boukensha-ni-naru	無気力ニートな元神童、冒険者になる	4	9784824010001	2024年11月25日頃
munou-nintei-de-boukensha-kubi-ni-natta-kara-jimoto-ni-kaettekita-kekkon-suru	無能認定で冒険者クビになったから地元に帰って結婚する	4	9784107727626	2024年11月09日
monogatari-no-kuromaku-ni-tensei-shite	物語の黒幕に転生して	5	9784041155691	2024年09月24日
isekai-de-haishin-katsudou-o-shitara-tairyou-no-yandere-shinja-o-umidashite-shimatta-ken	異世界で配信活動をしたら大量のヤンデレ信者を生み出してしまった件	4	9784041148976	2024年10月09日
isekai-nonbiri-nouka-no-nichijou	異世界のんびり農家の日常	4	9784040755854	2024年09月06日
isekai-battle-royal	異世界バトルロイヤル	4	9784801984790	2024年11月07日
yuri-ni-hasamaru-otoko-wa-shineba-ii	百合にはさまる男は死ねばいい!?	6	9784344854611	2024年09月24日
mayonaka-heart-tune	真夜中ハートチューン	6	9784065375112	2024年11月15日
hakyoku-yotei-no-akujo-no-hazu-ga-reitetsu-koushaku-sama-ga-wakarete-kuremasen	破局予定の悪女のはずが、冷徹公爵様が別れてくれません!	4	9784046847270	2025年04月04日頃
karappo-seijo-toshite-suterareta-hazu-ga-totsugisaki-no-koutei-heika-ni-dekiai-sarete-imasu	空っぽ聖女として捨てられたはずが、嫁ぎ先の皇帝陛下に溺愛されています	3	9784046838995	2024年09月05日頃
dai-3-ouji-wa-surooraifu-o-go-goshomou	第3王子はスローライフをご所望	4	9784801984912	2024年11月07日
junai-yorimo-shitemitai	純愛よりも、シてみたい	3	9784799769225	2024年10月19日
shuumatsu-no-valkyrie-ki-tan-jack-za-ripper-no-file	終末のワルキューレ奇譚ジャック・ザ・リッパーの事件簿	6	9784867207000	2024年11月20日
kekkon-shimashou-koisuru-mae-ni	結婚しましょう、恋する前に	7	9784098731039	2025年05月09日
zettai-bl-ni-naru-sekai-vs-zettai-bl-ni-naritakunai-otoko	絶対BLになる世界vs絶対BLになりたくない男	5	9784107727572	2024年10月08日
ryokuin-no-kanmuri	緑陰の冠	3	9784758019408	2024年11月20日
gishi-no-kawari-ni-yomei-ichinen-to-iwareru-koushaku-shisoku-sama-to-konyaku-suru-koto-ni	義姉の代わりに、余命一年と言われる侯爵子息様と婚約することになりました	3	9784065364901	2024年08月30日
seijo-wa-tokkuni-shoukan-sarete-iru-nippon-ni	聖女はとっくに召喚されている。日本に。	3	9784253311380	2024年08月27日
dare-nimo-aisarenai-node-yuka-o-migaite-itara-soko-ga-seiikika-shita-reijou-no-hanashi	誰にも愛されないので床を磨いていたらそこが聖域化した令嬢の話	4	9784575420241	2024年11月25日頃
akabane-honeko-no-bodyguard	赤羽骨子のボディガード	11	9784065374382	2024年11月15日
tsuihousareta-dekiaisareru-tabi-2-skill-o-te-ni-ireta-ore-ga-100-no-isekai-de-nishuume-musou	追放されるたびにスキルを手に入れた俺が、100の異世界で2周目無双	3	9784253310055	2024年08月27日
kishiou-no-shokutaku	騎士王の食卓	4	9784065387405	2025年04月09日
oni-joushi-no-dekiai-ga-tomarimasen	鬼上司の溺愛が止まりません	4	9784865182408	2024年12月12日頃
mahoutsukai-no-hanzai-sousa	魔法使いの犯罪捜査	4	9784041153536	2024年10月09日
narukawa-kun-wa-nakasaretakunai	鳴川くんは泣かされたくない	5	9784098730216	2024年11月26日
uguisudani-dead-zone	鶯谷デッドゾーン	5	9784537148879	2024年09月09日
cake-bomb	Cake×Bomb	2	9784098727766	2024年10月24日
pole-star	POLE STAR	2	9784065371923	2024年10月22日
akumade-kujaku-no-hanashi-desu	あくまでクジャクの話です。	3	9784065375259	2024年11月13日
asagiiro-no-saudaaji	あさぎ色のサウダージ	2	9784041168837	2025年11月26日頃
kaijuu-no-hanataba	かいじゅうの花束	1	9784088430652	2024年10月24日
sono-otoko-numa-ni-tsuki	その男、沼につき。	2	9784098727384	2024年10月10日
dekiru-maid-sama	できるメイド様	5	9784046854568	2025年12月05日頃
dou-ganbattemo-etchi-ni-natchau-osananajimi	どう頑張ってもHになっちゃう幼なじみ	2	9784065373040	2024年10月18日
nezumi-no-hatsukoi	ねずみの初恋	5	9784065389140	2025年03月06日
nezumi-royale	ねずみロワイアル	2	9784065373071	2024年10月18日
pure-0-01mm	ぴゅあ0.01mm	5	9784065421314	2026年01月06日
futsuu-no-keionbu	ふつうの軽音部	4	9784088842608	2024年11月01日
mizuporo	みずぽろ	3	9784098537150	2024年11月18日
astro-baby	アストロベイビー	2	9784088842417	2024年10月04日
onikogi	オニコギ	1	9784864681995	2023年10月05日頃
kuso-onna-ni-sachi-are	クソ女に幸あれ	4	9784088842424	2024年10月04日
centuria	ケントゥリア	2	9784088842257	2024年10月04日
ghost-fixers	ゴーストフィクサーズ	3	9784088843827	2024年12月04日
golden-man	ゴールデンマン	3	9784065374641	2024年11月06日
the-boxer	ザ・ボクサー	3	9784088842967	2024年12月04日
shiba-tsuki-bukken	シバつき物件	2	9784088843216	2024年12月04日
jumidoro	ジュミドロ	3	9784065390542	2025年04月09日
supaidaaman-kizuna	スパイダーマン:絆	2	9784088841779	2024年10月04日
dogsred	ドッグスレッド	4	9784088934990	2024年11月19日
drama-na-koi-wa-kihon-kara	ドラマな恋は基本から	2	9784065370339	2024年10月22日
nisemono-no-renkinjutsushi	ニセモノの錬金術師	3	9784046839244	2024年09月21日頃
bubble-samurai	バブル・ザムライ	3	9784098630745	2024年10月30日
heroine-nanoni-ikemen-idol-ni-narimashita	ヒロインなのに、イケメンアイドル♂になりました!?	2	9784098728381	2024年10月24日
peak-out	ピークアウト	2	9784801984592	2024年10月01日
blue-archive-game-kaihatsubu-daibouken	ブルーアーカイブゲーム開発部だいぼうけん!	2	9784757594746	2024年10月10日
mizudako-chan-kara-wa-nigerarenai	ミズダコちゃんからは逃げられない!	2	9784832204423	2024年10月01日
uesugi-kun-wa-onnanoko-o-yametai	上杉くんは女の子をやめたい	4	9784098732739	2025年12月25日
hito-no-yomei-de-seishun-suruna	人の余命で青春するな	4	9784592225607	2025年12月19日
baki-rahen	刃牙らへん	2	9784253284226	2024年08月07日
rekkyou-sensen	列強戦線	3	9784867207024	2024年11月20日
kimi-o-wasureru-koi-ga-shitai	君を忘れる恋がしたい	3	9784088430515	2024年09月25日
otto-o-mikata-ni-suru-houhou	夫を味方にする方法	2	9784046842381	2024年11月05日頃
konyaku-haki-sareta-no-de-suki-ni-suru-koto-ni-shita	婚約破棄されたので、好きにすることにした。	2	9784065372357	2024年10月30日
konyaku-haki-sareta-node-osouji-maid-ni-nattara-warawanai-kikoushi-sama-ni-dekiai-saremashita	婚約破棄されたのでお掃除メイドになったら笑わない貴公子様に溺愛されました	3	9784575420234	2024年12月25日頃
heimin-shusshin-no-teikoku-shoukan-munou-na-kizoku-joukan-o-juurin-shite-nariagaru	平民出身の帝国将官、無能な貴族上官を蹂躙して成り上がる	4	9784041169087	2025年12月09日
sentai-taboo	戦隊タブー	2	9784065374573	2024年11月13日
houkago-kitaku-hiyori	放課後帰宅びより	3	9784575860191	2024年10月24日
saikyou-no-seisanou-wa-nani-ga-nandemo-honobono-shitai	最強の生産王は何がなんでもほのぼのしたいっっっ!	3	9784434353376	2025年02月20日頃
komorebi-no-hito	木洩れ日のひと	3	9784396750602	2024年11月08日
