kind	slug	title	our_max	our_nvols	miss_vol	isbn	date	in_seed2	truncated
TRAIL	sekai-saisoku-no-level-up	世界最速のレベルアップ	9	9	10	9784041177266	2026年08月25日頃		
TRAIL	shihyakushiki	四百四鬼	10	9	11	9784301007241	2026年08月27日		
GAP	shihyakushiki	四百四鬼	10	9	7	9784757598263	2025年04月25日		
TRAIL	shikakenin-fujieda-baian	仕掛人藤枝梅安	9	9	16	9784845823413	2005年09月	Y	Y
TRAIL	shikakenin-fujieda-baian	仕掛人藤枝梅安	9	9	22	9784845832873	2008年04月	Y	Y
TRAIL	shikakenin-fujieda-baian	仕掛人藤枝梅安	9	9	23	9784845832880	2008年10月	Y	Y
TRAIL	shikakenin-fujieda-baian	仕掛人藤枝梅安	9	9	24	9784845832897	2009年03月	Y	Y
TRAIL	shikakenin-fujieda-baian	仕掛人藤枝梅安	9	9	26	9784845832910	2010年08月	Y	Y
TRAIL	shikakenin-fujieda-baian	仕掛人藤枝梅安	9	9	32	9784845840731	2013年05月09日頃	Y	Y
TRAIL	shikakenin-fujieda-baian	仕掛人藤枝梅安	9	9	33	9784845840748	2013年11月13日頃	Y	Y
TRAIL	shikakenin-fujieda-baian	仕掛人藤枝梅安	9	9	34	9784845840755	2014年07月16日頃	Y	Y
TRAIL	shikakenin-fujieda-baian	仕掛人藤枝梅安	9	9	35	9784845840762	2015年01月13日頃	Y	Y
TRAIL	shuumatsu-no-valkyrie-ki-tan-jack-za-ripper-no-file	終末のワルキューレ奇譚ジャック・ザ・リッパーの事件簿	10	9	11	9784867209059	2026年07月17日		
GAP	shuumatsu-no-valkyrie-ki-tan-jack-za-ripper-no-file	終末のワルキューレ奇譚ジャック・ザ・リッパーの事件簿	10	9	6	9784867207000	2024年11月20日		
GAP	snowball-earth	スノウボールアース	11	9	8	9784098631056	2024年11月28日		
GAP	snowball-earth	スノウボールアース	11	9	10	9784098636600	2025年12月26日		
GAP	suminigori	住みにごり	10	9	7	9784098630707	2024年11月28日		
GAP	tanku-chea	戦車椅子-TANK CHAIR-	10	9	7	9784065369937	2024年10月08日		
GAP	tokidoki-bosotsu-to-roshiago-de-dereru-tonari-no-aarya-san	時々ボソッとロシア語でデレる隣のアーリャさん	10	9	9	9784065433164	2026年04月09日		
GAP	tsuihousareta-sareta-esukyuu-kanteishi-wa-saikyou-no-guild-o-tsukuru	追放されたS級鑑定士は最強のギルドを創る	10	9	7	9784824010384	2024年12月25日頃		
GAP	uguisudani-dead-zone	鶯谷デッドゾーン	10	9	5	9784537148879	2024年09月09日		
TRAIL	35-sai-no-sentaku	35歳の選択	8	8	9	9784824207593	2026年09月25日頃		
TRAIL	akuyaku-reijou-no-ani-ni-tensei-shimashita	悪役令嬢の兄に転生しました	8	8	9	9784253019170	2026年08月27日		
TRAIL	aru-mamahaha-no-meruhen	ある継母のメルヘン	9	8	10	9784046602411	2026年07月03日頃		
GAP	aru-mamahaha-no-meruhen	ある継母のメルヘン	9	8	7	9784046839534	2024年09月05日頃		
TRAIL	bad-end-mokuzen-no-heroine-ni-tensei-shita-watashi-konsei-dewa-love-suru-tsumori-ga-cheat-na-ani-ga	バッドエンド目前のヒロインに転生した私、今世では恋愛するつもりがチートな兄が離してくれません!?@COMIC	8	8	9	9784868540748	2026年08月01日頃		
TRAIL	betabore-no-konyakusha-ga-akuyaku-reijou-ni-saresou-nanode	ベタ惚れの婚約者が悪役令嬢にされそうなので。	9	8	10	9784800018168	2026年09月15日		
GAP	betabore-no-konyakusha-ga-akuyaku-reijou-ni-saresou-nanode	ベタ惚れの婚約者が悪役令嬢にされそうなので。	9	8	7	9784800015242	2024年11月14日		
GAP	class-no-daikirai-na-joshi-to-kekkon-suru-koto-ni-natta	クラスの大嫌いな女子と結婚することになった。	9	8	6	9784041153871	2024年09月24日		
TRAIL	class-saiyasune-de-urareta-ore-wa-jitsu-wa-saikyou-parameter	クラス最安値で売られた俺は、実は最強パラメーター	9	8	10	9784041174814	2026年07月09日		
GAP	class-saiyasune-de-urareta-ore-wa-jitsu-wa-saikyou-parameter	クラス最安値で売られた俺は、実は最強パラメーター	9	8	7	9784041159361	2025年04月09日		
TRAIL	class-shoukan-ni-makikomareta-kyoushi-hazure-skill-de-kikai-shoujo-o-shuuri-suru	クラス召喚に巻き込まれた教師、外れスキルで機械少女を修理する	8	8	9	9784801990715	2026年09月07日		
TRAIL	daikaijuu-geaachima	大怪獣ゲァーチマ	8	8	9	9784065442746	2026年07月17日		
GAP	damonde-toyohashi-ga-sukitte-ittorujan	だもんで豊橋が好きって言っとるじゃん!	9	8	7	9784801984387	2024年09月17日		
TRAIL	dare-demo-dakeru-kimi-ga-suki	だれでも抱けるキミが好き	9	8	10	9784065442333	2026年07月06日		
GAP	dare-demo-dakeru-kimi-ga-suki	だれでも抱けるキミが好き	9	8	6	9784065389133	2025年04月04日		
TRAIL	dungeon-no-aru-sekai-de-kashikoku-sukoyaka-ni-ikiru-houhou	ダンジョンのある世界で賢く健やかに生きる方法	8	8	9	9784575425123	2026年09月30日頃		
TRAIL	exorcist-no-kiyoshi-kun	悪祓士のキヨシくん	8	8	9	9784088851372	2026年08月04日		
GAP	futago-no-ane-ga-miko-toshite-hikitorarete-watashi-wa-suterareta-tabun-watashi-ga-miko-de-aru	双子の姉が神子として引き取られて、私は捨てられたけど多分私が神子である。	9	8	6	9784046839084	2024年10月23日頃		
TRAIL	fx-suit-kurumi-chan	FX戦士くるみちゃん	9	8	10	9784046604606	2026年09月18日		
GAP	fx-suit-kurumi-chan	FX戦士くるみちゃん	9	8	7	9784046839398	2024年09月21日		
TRAIL	golden-egg	ゴールデンエッグ	8	8	9	9784088943558	2026年09月17日		
TRAIL	gunjin-muko-san-to-daikon-yome-san	軍人婿さんと大根嫁さん	9	8	10	9784832206472	2026年09月01日		
GAP	gunjin-muko-san-to-daikon-yome-san	軍人婿さんと大根嫁さん	9	8	3	9784832204409	2024年10月01日		
GAP	heibon-na-watashi-no-juu-kishidan-mofumofu-life	平凡な私の獣騎士団もふもふライフ	9	8	7	9784813764113	2025年02月27日頃		
TRAIL	hima-ten	ひまてん!	9	8	10	9784088850948	2026年07月03日		
TRAIL	hima-ten	ひまてん!	9	8	11	9784088851808	2026年09月04日		
GAP	hima-ten	ひまてん!	9	8	1	9784088843223	2024年11月01日		
TRAIL	honey-trap-shared-house	ハニートラップ・シェアハウス	8	8	9	9784040765075	2026年08月06日		
TRAIL	inbi-na-doukutsu-no-sono-oku-de	淫靡な洞窟のその奥で	9	8	10	9784046603487	2026年09月04日頃		
GAP	inbi-na-doukutsu-no-sono-oku-de	淫靡な洞窟のその奥で	9	8	6	9784046838391	2024年09月06日頃		
TRAIL	inchiki-no-chikara-de-sengoku-no-yo-o-kakenukero	銭(インチキ)の力で、戦国の世を駆け抜ける。	8	8	9	9784866579535	2026年09月18日頃		
GAP	ingoku-danchi	淫獄団地	9	8	7	9784040756417	2024年10月08日		
GAP	isekai-meikyuu-no-saishinbu-o-mezasou	異世界迷宮の最深部を目指そう	9	8	7	9784824010025	2024年11月25日頃		
TRAIL	isshokenmei-ni-kurashite-ii-desuka	一緒に暮らしていいですか?	8	8	9	9784088943183	2026年08月19日		
TRAIL	itsuka-shinu-nara-e-o-utte-kara	いつか死ぬなら絵を売ってから	8	8	9	9784253018944	2026年08月17日		
GAP	jimoto-no-ijimekko-tachi-ni-shikaeshi-shiyou-to-shitara-betsu-no-tatakai-ga-hajimatta	地元のいじめっ子達に仕返ししようとしたら、別の戦いが始まった。	9	8	5	9784065373941	2024年11月08日		
TRAIL	juuou-to-yakusou	獣王と薬草	8	8	9	9784098546411	2026年07月17日		
TRAIL	kaibutsu-koushaku-to-keiyaku-koujo	怪物公爵と契約公女	8	8	9	9784046603364	2026年08月05日頃		
GAP	kaya-chan-wa-kowakunai	カヤちゃんはコワくない	9	8	6	9784107727633	2024年11月09日		
TRAIL	kekkon-shimashou-koisuru-mae-ni	結婚しましょう、恋する前に	9	8	10	9784098734825	2026年07月09日		
GAP	kekkon-shimashou-koisuru-mae-ni	結婚しましょう、恋する前に	9	8	7	9784098731039	2025年05月09日		
TRAIL	kimi-ni-koisuru-sanshimai	キミに恋する三姉妹	8	8	9	9784253018814	2026年08月06日		
TRAIL	kimi-wa-yotsuba-no-clover	きみは四葉のクローバー	8	8	9	9784253013970	2026年06月08日		
TRAIL	kimi-wa-yotsuba-no-clover	きみは四葉のクローバー	8	8	10	9784253019477	2026年09月08日		
GAP	kin-to-tetsu	菌と鉄	9	8	6	9784065370483	2024年10月08日		
GAP	kohaku-no-yume-de-yoimashou	琥珀の夢で酔いましょう	9	8	8	9784800015112	2024年10月11日		
TRAIL	konno-chinatsu-no-fujou-na-nichijou	近野智夏の腐じょうな日常	8	8	9	9784785982195	2026年06月22日		
GAP	koushaku-reijou-wa-tegoma-o-enjiru	侯爵令嬢は手駒を演じる	9	8	6	9784866578033	2024年10月11日頃		
TRAIL	kyokugen-fuufu	極限夫婦	9	8	10	9784575862508	2026年07月24日		
GAP	kyokugen-fuufu	極限夫婦	9	8	6	9784575860283	2024年11月28日		
TRAIL	madan-no-ichi	魔男のイチ	8	8	9	9784088851013	2026年07月03日		
TRAIL	marimo-kyoudai-no-sahanji	まりも兄弟の茶飯事	8	8	9	9784253016193	2026年06月08日		
TRAIL	marimo-kyoudai-no-sahanji	まりも兄弟の茶飯事	8	8	10	9784253018821	2026年08月06日		
TRAIL	miyabichi-no-onmyouji	雅血の陰陽師	8	8	9	9784301007814	2026年09月26日		
GAP	moto-saikyou-yuusha-no-sai-shuushoku	元最強勇者の再就職	9	8	5	9784864682923	2024年09月28日		
TRAIL	mouichido-hikari-no-naka-e	もう一度、光の中へ	8	8	9	9784825100176	2026年07月17日		
TRAIL	munakata-kyouju-sekaihen	宗像教授世界篇	8	8	9	9784098640713	2026年08月28日		
GAP	naisho-no-yoshuu	ないしょの予習	9	8	6	9784537148749	2024年08月19日		
GAP	narukawa-kun-wa-nakasaretakunai	鳴川くんは泣かされたくない	9	8	5	9784098730216	2024年11月26日		
TRAIL	ntrevenge	NTREVENGE	8	8	9	9784065435427	2026年07月17日		
GAP	ohitori-sama-hotel	おひとりさまホテル	9	8	5	9784107727794	2024年12月09日		
TRAIL	omotome-itadaita-bou-kun-heika-no-akujo-desu	お求めいただいた暴君陛下の悪女です	8	8	9	9784575424850	2026年08月25日頃		
GAP	oshi-ga-ani-ni-narimashita	推しが兄になりました	9	8	7	9784757595279	2024年11月21日		
TRAIL	otsu-san-tensei-shite-tensai-yakusha-ni-naru	おっさん、転生して天才役者になる	8	8	9	9784049522792	2026年06月26日頃		
TRAIL	saikon-shounin-o-youkyuu-shimasu	再婚承認を要求します	8	8	9	9784088847306	2026年07月03日		
TRAIL	sazukarikon	授か離婚	9	8	10	9784867782576	2026年08月25日		
GAP	sazukarikon	授か離婚	9	8	7	9784867781227	2024年11月25日頃		
GAP	sensei-bokutachi-ga-sekai-o-horoboshimasu	先生!僕たちが世界を滅ぼします。	9	8	5	9784757594609	2024年10月07日		
TRAIL	sentou-meka-xabungle-another-gale	戦闘メカザブングルアナザー・ゲイル	8	8	9	9784098640959	2026年07月30日		
GAP	shin-no-jitsuryoku-wa-girigiri-made-kakushite-iyou-to-omou	真の実力はギリギリまで隠していようと思う	9	8	7	9784049160673	2024年11月27日頃		
TRAIL	shinobigoto	しのびごと	8	8	9	9784088851792	2026年09月04日		
TRAIL	shiunjike-no-kodomotachi	紫雲寺家の子供たち	9	8	10	9784592167105	2026年06月17日		
GAP	shiunjike-no-kodomotachi	紫雲寺家の子供たち	9	8	5	9784592167051	2024年10月17日		
TRAIL	shizukanaru-don-mouhitotsu-no-saishuushou	静かなるドン-もうひとつの最終章-	8	8	9	9784408642314	2026年09月17日頃		
GAP	smoke-blue-no-ame-nochi-hare	スモークブルーの雨のち晴れ	9	8	8	9784046854827	2025年12月16日頃		
TRAIL	super-no-ura-de-yani-suu-futari	スーパーの裏でヤニ吸うふたり	8	8	9	9784301006565	2026年07月24日		
TRAIL	tensei-shitara-slime-datta-ken-clayman-revenge	転生したらスライムだった件クレイマンREVENGE	8	8	9	9784065444443	2026年08月07日		
GAP	twisted-sisters	ツイステッド・シスターズ	9	8	7	9784065373347	2024年11月21日		
TRAIL	utchare-goshogawara-nebarigoshi-hen	うっちゃれ五所瓦粘り腰編	9	8	10	9784098640348	2026年06月30日		
GAP	utchare-goshogawara-nebarigoshi-hen	うっちゃれ五所瓦粘り腰編	9	8	5	9784098630752	2024年10月30日		
TRAIL	utsuranaindesu	写らナイんです	8	8	9	9784098547432	2026年08月18日		
GAP	yankee-kun-to-kagaku-gohan	ヤンキー君と科学ごはん	9	8	5	9784088934594	2024年11月19日		
TRAIL	10-nenkan-karada-o-nottorare-akujo-ni-natte-ita-watashi-ni-nido-to-kao-o-miseru-na-to-konyaku-haki	10年間身体を乗っ取られ悪女になっていた私に、二度と顔を見せるなと婚約破棄してきた騎士様が今日も縋ってくる	7	7	8	9784065445990	2026年08月28日		
GAP	akuyaku-reijou-ni-tensei-shita-hazu-ga-shujinkou-yorimo-dekiai-sareteru-mitai-desu	悪役令嬢に転生したはずが、主人公よりも溺愛されてるみたいです	8	7	5	9784824202512	2024年11月05日頃		
TRAIL	amateur-vigilante	アマチュアビジランテ	7	7	8	9784065438190	2026年07月06日		
GAP	arasa-ol-haman-sama	アラサーOLハマーン様	8	7	6	9784041155882	2024年11月22日		
TRAIL	ataerareta-skill-o-tsukatte-kaseide-isekai-bijo-tachi-to-ichaicha-shitai	与えられたスキルを使って稼いで異世界美女達とイチャイチャしたい	7	7	8	9784575424911	2026年08月28日頃		
TRAIL	blue-giant-momentum	BLUE GIANT MOMENTUM	7	7	8	9784098640546	2026年06月30日		
GAP	bubble-samurai	バブル・ザムライ	8	7	3	9784098630745	2024年10月30日		
GAP	cardfight-vanguard-youthquake	カードファイト!!ヴァンガードYouthQuake	8	7	7	9784048997898	2025年12月08日頃		
TRAIL	centuria	ケントゥリア	8	7	9	9784088851273	2026年07月03日		
GAP	centuria	ケントゥリア	8	7	2	9784088842257	2024年10月04日		
GAP	cuprum-no-hanayome	クプルムの花嫁	8	7	6	9784047380967	2024年10月15日頃		
GAP	daishizen-no-mahoushi-asht-sutareta-ryouchi-de-slow-life	大自然の魔法師アシュト、廃れた領地でスローライフ	8	7	5	9784434345012	2024年09月19日頃		
TRAIL	dogsred	ドッグスレッド	8	7	9	9784088943152	2026年09月17日		
GAP	dogsred	ドッグスレッド	8	7	4	9784088934990	2024年11月19日		
GAP	drama-na-koi-wa-kihon-kara	ドラマな恋は基本から	8	7	2	9784065370339	2024年10月22日		
TRAIL	fermat-no-ryouri	フェルマーの料理	7	7	8	9784065437148	2026年06月30日		
GAP	fuguu-skill-no-renkinjutsushi-henkyou-o-kaitaku-suru	不遇スキルの錬金術師、辺境を開拓する	8	7	5	9784434348488	2024年11月20日頃		
TRAIL	fukakouryoku-no-ai-love-yuu	不可抗力のI LOVE YOU	8	7	9	9784088432687	2026年06月25日		
GAP	fukakouryoku-no-ai-love-yuu	不可抗力のI LOVE YOU	8	7	5	9784088431260	2025年04月24日		
GAP	gekikou-kamen	劇光仮面	9	7	6	9784098631117	2024年10月30日		
GAP	gekikou-kamen	劇光仮面	9	7	8	9784098637379	2025年12月26日		
GAP	hard-worker-nakada	ハードワーカー中田	8	7	7	9784065443224	2026年07月09日		
GAP	harebare-hiyori	晴れ晴れ日和	8	7	6	9784046841490	2024年11月27日頃		
GAP	hellhound	ヘルハウンド	8	7	5	9784065363669	2024年08月22日		
TRAIL	hi-no-kami-sama-no-soujinin-desu-itsunomanika-hanayome-to-shite-dekiai-sarete-imasu	火の神さまの掃除人ですが、いつの間にか花嫁として溺愛されています	8	7	9	9784098735600	2026年09月10日		
GAP	hi-no-kami-sama-no-soujinin-desu-itsunomanika-hanayome-to-shite-dekiai-sarete-imasu	火の神さまの掃除人ですが、いつの間にか花嫁として溺愛されています	8	7	4	9784098728169	2024年10月10日		
TRAIL	houkago-no-idol-niwa-himitsu-ga-aru	放課後のアイドルには秘密がある	8	7	9	9784592167006	2026年07月29日		
GAP	houkago-no-idol-niwa-himitsu-ga-aru	放課後のアイドルには秘密がある	8	7	5	9784592163503	2024年09月27日		
TRAIL	houtai-gokko	包帯ごっこ	7	7	8	9784088432908	2026年08月25日		
TRAIL	imouto-wa-shitte-iru	妹は知っている	7	7	8	9784065445273	2026年08月06日		
TRAIL	isekai-samurai	異世界サムライ	7	7	8	9784046603753	2026年08月21日頃		
GAP	isekaigaeri-no-moto-yuusha-desu-desugeemu-ni-makikomaremashita	異世界帰りの元勇者ですが、デスゲームに巻き込まれました	8	7	6	9784758086547	2025年02月27日		
TRAIL	j-m	J⇔Mジェイエム	7	7	8	9784045001208	2026年08月12日頃		
TRAIL	jumidoro	ジュミドロ	8	7	9	9784065446041	2026年08月07日		
GAP	jumidoro	ジュミドロ	8	7	3	9784065390542	2025年04月09日		
TRAIL	kaijin-fugeki	灰仭巫覡	8	7	9	9784065446270	2026年08月17日		
GAP	kaijin-fugeki	灰仭巫覡	8	7	2	9784065370506	2024年11月15日		
GAP	kimi-o-wasureru-koi-ga-shitai	君を忘れる恋がしたい	8	7	3	9784088430515	2024年09月25日		
TRAIL	kusunoki-san-wa-koukou-debut-ni-shippai-shite-iru	楠木さんは高校デビューに失敗している	7	7	8	9784825100404	2026年07月28日頃		
TRAIL	lycoris-recoil	リコリス・リコイル	8	7	9	9784046603791	2026年08月21日		
GAP	lycoris-recoil	リコリス・リコイル	8	7	5	9784046838568	2024年09月21日		
TRAIL	mairimashita-iruma-kun-ifu-episode-obu-mafia	魔入りました!入間くんif Episode of魔フィア	7	7	8	9784253013901	2026年06月08日		
TRAIL	majo-to-youhei	魔女と傭兵	8	7	9	9784065446232	2026年08月07日		
GAP	majo-to-youhei	魔女と傭兵	8	7	3	9784065367650	2024年10月08日		
TRAIL	mamahaha-dakedo-musume-ga-kawai-sugiru	継母だけど娘が可愛すぎる	8	7	9	9784825100169	2026年07月17日		
GAP	mamahaha-dakedo-musume-ga-kawai-sugiru	継母だけど娘が可愛すぎる	8	7	4	9784758019330	2024年11月20日		
TRAIL	mizu-muuchanneru-tonari-no-ban-kowadan	水ムーちゃんねる隣の晩怖談	7	7	8	9784868052128	2026年08月05日		
GAP	mochiron-isharyou-seikyuu-itashimasu	勿論、慰謝料請求いたします!	8	7	7	9784575419887	2024年10月10日頃		
TRAIL	momose-akira-no-hatsukoi-hatanchuu	百瀬アキラの初恋破綻中。	7	7	8	9784098548170	2026年09月16日		
GAP	monogatari-no-kuromaku-ni-tensei-shite	物語の黒幕に転生して	8	7	5	9784041155691	2024年09月24日		
GAP	moto-doreidesuga-oni-no-dorei-o-kattemitara-seiryoku-ga-tsuyosugirunode-sutetai	元奴隷ですが、鬼の奴隷を買ってみたら精力が強すぎるので捨てたい……	8	7	6	9784344854635	2024年09月24日		
GAP	moto-ochikobore-koushaku-reijou-desu-the-comic	元、落ちこぼれ公爵令嬢です。the comic	8	7	7	9784800015884	2025年04月15日		
TRAIL	museru-cry-no-ai-o-ageru	むせるくらいの愛をあげる	7	7	8	9784065445099	2026年08月12日		
TRAIL	netori-mahoutsukai-no-bouken	寝取り魔法使いの冒険	7	7	8	9784253018272	2026年07月17日		
GAP	outaishi-ni-konyaku-haki-sareta-node-mou-baka-no-furi-wa-yameyou-to-omoimasu	王太子に婚約破棄されたので、もうバカのふりはやめようと思います	8	7	5	9784800015044	2024年09月13日		
GAP	oyasumi-fumi-san	おやすみふみさん	8	7	2	9784065387207	2025年03月07日		
TRAIL	re-cervin	レ・セルバン	9	7	10	9784098640829	2026年08月28日頃		
GAP	re-cervin	レ・セルバン	9	7	5	9784098630592	2024年09月30日		
GAP	re-cervin	レ・セルバン	9	7	8	9784098636587	2025年12月26日		
GAP	sentai-taboo	戦隊タブー	8	7	2	9784065374573	2024年11月13日		
TRAIL	serial-killer-isekai-ni-oritatsu	シリアルキラー異世界に降り立つ	8	7	9	9784785982560	2026年08月10日		
GAP	serial-killer-isekai-ni-oritatsu	シリアルキラー異世界に降り立つ	8	7	7	9784785981075	2025年12月26日		
GAP	shagai-torishimariyaku-shima-kousaku	社外取締役島耕作	8	7	5	9784065371688	2024年10月22日		
TRAIL	shining	シャイニング!	8	7	9	9784098735082	2026年07月24日		Y
GAP	shining	シャイニング!	8	7	7	9784098732661	2025年12月25日		Y
TRAIL	shunkashuutou-daikousha-haru-no-mai	春夏秋冬代行者 春の舞	7	7	8	9784592222835	2026年07月03日		
GAP	soredemo-otouto-wa-koi-shitagaru	それでも弟は恋したがる	8	7	5	9784592221401	2024年12月05日		
GAP	splatoon-bankara	Splatoonバンカラ!	8	7	5	9784091498335	2024年11月28日頃		
GAP	suekko-koujo-denka	末っ子皇女殿下	9	7	6	9784046842398	2025年04月04日頃		
GAP	suekko-koujo-denka	末っ子皇女殿下	9	7	8	9784046854551	2025年12月05日頃		
GAP	tada-no-tomodachi-ja-nakunaru-shunkan	ただの友達じゃなくなる瞬間	8	7	7	9784046855503	2025年12月16日頃		
GAP	tama-no-gohoubi	たまのごほうび	8	7	6	9784088430560	2024年10月24日		
TRAIL	teikoku-no-koiyome	帝国の恋嫁	8	7	9	9784592222095	2026年07月03日		
GAP	teikoku-no-koiyome	帝国の恋嫁	8	7	6	9784592222064	2024年11月05日		
GAP	tokuni-aru-hibi	とくにある日々	8	7	5	9784864682794	2024年08月29日		
GAP	tonari-no-kuuderella-o-amayakashitara-uchi-no-aikagi-o-watasu-koto-ni-natta	隣のクーデレラを甘やかしたら、ウチの合鍵を渡すことになった	8	7	6	9784041153918	2024年09月24日		
TRAIL	tsuchikaburi-no-elena-hime	土かぶりのエレナ姫	7	7	8	9784592222736	2026年08月05日		
TRAIL	ueno-kun-wa-kaihatsuzumi	上野くんは開発済み	8	7	9	9784065446348	2026年08月20日		
GAP	ueno-kun-wa-kaihatsuzumi	上野くんは開発済み	8	7	1	9784065385593	2025年02月19日		
TRAIL	umamusume-pisupisu-supisupi-gorushi-chan	ウマ娘ピスピス☆スピスピ ゴルシちゃん	7	7	8	9784091542830	2026年06月26日		
GAP	unmei-no-hito-ni-deau-hanashi	運命の人に出会う話	8	7	6	9784065375617	2024年11月13日		
GAP	varuhara-oteinteinkan	ヴァルハラ・オティンティン館	8	7	6	9784088934433	2024年11月19日		
TRAIL	watashi-to-kekkon-shita-koto-koukai-shite-imasen-ka	私と結婚した事、後悔していませんか?	7	7	8	9784867782590	2026年08月25日		
TRAIL	yoki-houritsuka-wa-ashiki-rinjin	よき法律家は悪しき隣人	7	7	8	9784065446713	2026年08月21日		
TRAIL	yume-neko-nekuto	ゆめねこねくと	8	7	9	9784065443408	2026年07月16日		
GAP	yume-neko-nekuto	ゆめねこねくと	8	7	1	9784065373927	2024年11月15日		
GAP	yumenashi-sensei-no-shinro-shidou	夢なし先生の進路指導	8	7	4	9784098630684	2024年10月30日		
TRAIL	yuusha-ni-zenbu-ubawareta-ore-wa-yuusha-no-hahaoya-to-party-o-kumimashita	勇者に全部奪われた俺は勇者の母親とパーティを組みました!	7	7	8	9784046602060	2026年10月23日頃		
TRAIL	zenbu-sukutteyaru	全部救ってやる	7	7	8	9784098546916	2026年07月10日		
TRAIL	aaru-teii-ee-sousha-wa-game-sekai-kara-kaerenai	RTA走者はゲーム世界から帰れない	6	6	7	9784046604576	2026年09月18日頃		
TRAIL	aisai-no-ura-aka	愛妻の裏アカ	7	6	8	9784065443323	2026年07月09日		
GAP	aisai-no-ura-aka	愛妻の裏アカ	7	6	1	9784065367995	2024年10月08日		
TRAIL	akumade-kujaku-no-hanashi-desu	あくまでクジャクの話です。	7	6	8	9784065447345	2026年08月10日		
GAP	akumade-kujaku-no-hanashi-desu	あくまでクジャクの話です。	7	6	3	9784065375259	2024年11月13日		
GAP	almark	アルマーク	7	6	4	9784046840356	2024年09月21日頃		Y
TRAIL	boku-no-suki-na-hito-ga-suki-na-hito	ぼくの好きな人が好きな人	6	6	7	9784592160465	2026年08月28日		
TRAIL	bootsleg	ブーツレグ	6	6	7	9784065435328	2026年07月09日		
TRAIL	bootsleg	ブーツレグ	6	6	8	9784065443606	2026年08月07日		
GAP	cake-bomb	Cake×Bomb	7	6	2	9784098727766	2024年10月24日		
TRAIL	chira-chiller	チラチラ	6	6	7	9784098640409	2026年06月30日		Y
TRAIL	dai-3-ouji-wa-surooraifu-o-go-goshomou	第3王子はスローライフをご所望	7	6	8	9784801990036	2026年07月07日		
GAP	dai-3-ouji-wa-surooraifu-o-go-goshomou	第3王子はスローライフをご所望	7	6	4	9784801984912	2024年11月07日		
GAP	dorei-sensei	奴隷先生	7	6	5	9784537148954	2024年09月28日		
GAP	double-play	だぶるぷれい	7	6	5	9784537148930	2024年09月19日		
TRAIL	fire-emblem-engage	ファイアーエムブレムエンゲージ	7	6	8	9784088851457	2026年08月04日		
GAP	fire-emblem-engage	ファイアーエムブレムエンゲージ	7	6	4	9784088843193	2024年12月04日		
TRAIL	gakuen-aidorumasutaa-gold-rush	学園アイドルマスターgold rush	6	6	7	9784253018791	2026年10月07日		
TRAIL	gamer-ga-youkai-taiji-yattemita	ゲーマーが妖怪退治やってみた!	7	6	8	9784091543271	2026年08月28日		
GAP	gamer-ga-youkai-taiji-yattemita	ゲーマーが妖怪退治やってみた!	7	6	4	9784091498144	2024年10月28日頃		
GAP	ghost-fixers	ゴーストフィクサーズ	7	6	3	9784088843827	2024年12月04日		
GAP	gishi-no-kawari-ni-yomei-ichinen-to-iwareru-koushaku-shisoku-sama-to-konyaku-suru-koto-ni	義姉の代わりに、余命一年と言われる侯爵子息様と婚約することになりました	7	6	3	9784065364901	2024年08月30日		
TRAIL	go-to-go	伍と碁	6	6	7	9784065444979	2026年08月06日		
GAP	gokuritsu	ごくりっ	7	6	3	9784098630646	2024年10月30日		
GAP	hatachi-to-seijuu	二十と成獣	7	6	5	9784065375631	2024年11月13日		
GAP	hen-na-ie	変な家	7	6	4	9784758027854	2024年10月16日頃		
TRAIL	hidarikiki-no-eren-nifuni-2020	左ききのエレン	25	6	26	9784088852201	2026年09月04日		Y
GAP	hidarikiki-no-eren-nifuni-2020	左ききのエレン	25	6	6	9784088817422	2019年01月04日頃	Y	Y
GAP	hidarikiki-no-eren-nifuni-2020	左ききのエレン	25	6	7	9784088817811	2019年03月04日	Y	Y
GAP	hidarikiki-no-eren-nifuni-2020	左ききのエレン	25	6	8	9784088820019	2019年06月04日	Y	Y
GAP	hidarikiki-no-eren-nifuni-2020	左ききのエレン	25	6	9	9784088820095	2019年10月04日	Y	Y
GAP	hidarikiki-no-eren-nifuni-2020	左ききのエレン	25	6	10	9784088821085	2019年11月01日	Y	Y
GAP	hidarikiki-no-eren-nifuni-2020	左ききのエレン	25	6	11	9784088821801	2020年01月04日	Y	Y
GAP	hidarikiki-no-eren-nifuni-2020	左ききのエレン	25	6	12	9784088822761	2020年04月03日	Y	Y
GAP	hidarikiki-no-eren-nifuni-2020	左ききのエレン	25	6	13	9784088823621	2020年08月04日	Y	Y
GAP	hidarikiki-no-eren-nifuni-2020	左ききのエレン	25	6	14	9784088824772	2020年11月04日	Y	Y
GAP	hidarikiki-no-eren-nifuni-2020	左ききのエレン	25	6	15	9784088826189	2021年02月04日	Y	Y
GAP	hidarikiki-no-eren-nifuni-2020	左ききのエレン	25	6	16	9784088826615	2021年04月30日頃	Y	Y
GAP	hidarikiki-no-eren-nifuni-2020	左ききのエレン	25	6	17	9784088827773	2021年08月04日	Y	Y
GAP	hidarikiki-no-eren-nifuni-2020	左ききのエレン	25	6	18	9784088828213	2021年11月04日	Y	Y
GAP	hidarikiki-no-eren-nifuni-2020	左ききのエレン	25	6	19	9784088830407	2022年02月04日	Y	Y
