slug	title	number	edition_type	isbn13	verdict	other_cluster_title	other_cluster_nums	note
dragon-ken	ドラゴン拳	4	standard	9784091405944	UNDERMERGE_DUP	ドラゴン挙	[4]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=dragon-k
mad-buru-34	マッド・ブル34	5	standard	9784088615257	UNDERMERGE_DUP	5	[1]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=mad-buru
mad-buru-34	マッド・ブル34	8	standard	9784088615288	UNDERMERGE_DUP	8	[1]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=mad-buru
mad-buru-34	マッド・ブル34	9	standard	9784088615295	UNDERMERGE_DUP	9	[1]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=mad-buru
mad-buru-34	マッド・ブル34	10	standard	9784088615301	UNDERMERGE_DUP	10	[1]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=mad-buru
mad-buru-34	マッド・ブル34	11	standard	9784088618210	UNDERMERGE_DUP	11	[1]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=mad-buru
mad-buru-34	マッド・ブル34	12	standard	9784088618227	UNDERMERGE_DUP	12	[2]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=mad-buru
mad-buru-34	マッド・ブル34	13	standard	9784088618234	UNDERMERGE_DUP	13	[1]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=mad-buru
mad-buru-34	マッド・ブル34	14	standard	9784088618241	UNDERMERGE_DUP	14	[1]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=mad-buru
mad-buru-34	マッド・ブル34	15	standard	9784088618258	UNDERMERGE_DUP	15	[1]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=mad-buru
mad-buru-34	マッド・ブル34	16	standard	9784088618265	UNDERMERGE_DUP	16	[1]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=mad-buru
aimu-namu	アイムナム	2	standard	9784091216328	UNDERMERGE_DUP	I'm ナム	[2]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=aimu-nam
bikkuriman-omoshirorando	ビックリマン おもしろランド	4	standard	9784253099325	UNDERMERGE_DUP	ビックリマンおもしろランド	[4]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=bikkurim
myououden-rei	明王伝レイ	8	standard	9784063131437	SAME_CLUSTER		[]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=myououde
myououden-rei	明王伝レイ	9	standard	9784063131444	SAME_CLUSTER		[]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=myououde
myououden-rei	明王伝レイ	10	standard	9784063132113	SAME_CLUSTER		[]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=myououde
myououden-rei	明王伝レイ	11	standard	9784063132366	SAME_CLUSTER		[]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=myououde
myououden-rei	明王伝レイ	12	standard	9784063132588	SAME_CLUSTER		[]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=myououde
shippo-ga-tomodachi	シッポがともだち	2	standard	9784088621883	SAME_CLUSTER		[]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=shippo-g
shippo-ga-tomodachi	シッポがともだち	3	standard	9784088622460	SAME_CLUSTER		[]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=shippo-g
green-no-kifujin	芝の貴婦人	2	deluxe	9784061037984	UNDERMERGE_DUP	芝の貴婦人	[2]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=green-no
captain-kid	キャプテンキッド	8	deluxe	9784063193879	SAME_CLUSTER		[]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=captain-
captain-kid	キャプテンキッド	9	deluxe	9784063193978	SAME_CLUSTER		[]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=captain-
captain-kid	キャプテンキッド	7	deluxe	9784063193039	SAME_CLUSTER		[]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=captain-
shi-no-white-magic	死のホワイトマジック	2	standard	9784063131680	SAME_CLUSTER		[]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=shi-no-w
watashi-ga-mama-yo	わたしがママよ	4	standard	9784088623184	SAME_CLUSTER		[]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=watashi-
heba-hello-chan	へば!Helloちゃん	3	standard	9784063193541	SAME_CLUSTER		[]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=heba-hel
heba-hello-chan	へば!Helloちゃん	4	standard	9784063194135	SAME_CLUSTER		[]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=heba-hel
rinta-no-momoiro-comic	りん太のももいろコミック	2	standard	9784764817586	SAME_CLUSTER		[]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=rinta-no
mobile-suit-gundam-the-movies	Mobile suit Gundam the movies	5	standard	9784751101124	UNDERMERGE_DUP	Mobile suit Gundam 0083 the movies	[5]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=mobile-s
zero-site-muhou-chitai	Xero site（無法恥帯）	2	standard	9784576961088	UNDERMERGE_DUP	Xero site（無法恥帯）	[2]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=zero-sit
charenjaazu	チャレンジャーズ	3	standard	9784877244835	UNDERMERGE_DUP	恋する暴君	[3]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=charenja
ruriko-joou-no-kareinaru-hibi	瑠璃子女王の華麗なる日々	2	deluxe	9784088583648	SAME_CLUSTER		[]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=ruriko-j
12-no-kekkon-monogatari	12の結婚物語	4	standard	9784063198225	UNDERMERGE_DUP	12の結婚物語	[4]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=12-no-ke
manga-houritsu-no-nukeana	マンガ法律の抜け穴	3	standard	9784426270001	UNDERMERGE_DUP	マンガ 法律の抜け穴	[3]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=manga-ho
komatta-toki-niwa-hoshi-ni-kike	困った時には星に聞け!	4	standard	9784887418233	SAME_CLUSTER		[]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=komatta-
tasokare-no-yume	たそかれの夢	2	deluxe	9784088590752	SAME_CLUSTER		[]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=tasokare
star-ocean-second-story	スターオーシャン セカンドストーリー	5	standard	9784757500556	UNDERMERGE_DUP	スターオーシャン セカンドストーリー 4コママンガ劇場	[5]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=star-oce
sutekina-shufutachi	すてきな主婦たち	2	bunkobon	9784575723298	UNDERMERGE_DUP	すてきな主婦たち	[2]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=sutekina
zettai-shitai-etchi-na-koi	絶対したいHな恋!	2	standard	9784253134057	UNDERMERGE_DUP	絶対したいHな恋!	[2]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=zettai-s
kishibe-no-uta	岸辺の唄	2	standard	9784834275087	SAME_CLUSTER		[]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=kishibe-
kishibe-no-uta	岸辺の唄	3	standard	9784834275124	SAME_CLUSTER		[]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=kishibe-
tsurikichi-sanpei-heiseiban	釣りキチ三平 平成版	5	bunkobon	9784063850024	UNDERMERGE_DUP	釣りキチ三平	[5]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=tsurikic
tsurikichi-sanpei-heiseiban	釣りキチ三平 平成版	6	bunkobon	9784063850031	UNDERMERGE_DUP	釣りキチ三平	[6]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=tsurikic
asami-mitsuhiko-mystery-special	浅見光彦ミステリースペシャル	20	standard	9784408176505	UNDERMERGE_DUP	浅見光彦ミステリースペシャル傑作選	[20]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=asami-mi
reigen-ohatsu-torimono-hikae	霊験お初捕物控	2	deluxe	9784253154062	UNDERMERGE_DUP	天狗風	[2]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=reigen-o
g-defend	G・defend	26	bunkobon	9784864233149	SAME_CLUSTER		[]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=g-defend
g-defend	G・defend	27	bunkobon	9784864233156	SAME_CLUSTER		[]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=g-defend
shima-kousaku-zenshuu	島耕作全集	3	standard	9784063647181	SAME_CLUSTER		[]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=shima-ko
mei-tantei-asami-mitsuhiko-ando-ryojou-mystery-comic-selection	名探偵浅見光彦＆旅情ミステリーコミックセレクション	4	standard	9784253245326	SAME_CLUSTER		[]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=mei-tant
robotics-notes-2012	Robotics;Notes	4	standard	9784800002051	UNDERMERGE_DUP	Robotics ; notes	[4]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=robotics
robotics-notes-2012	Robotics;Notes	5	standard	9784800002976	UNDERMERGE_DUP	Robotics ; Notes	[5]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=robotics
bou-kun-vaaderu-no-hanayome	暴君ヴァーデルの花嫁	4	standard	9784776740407	UNDERMERGE_DUP	暴君ヴァーデルの花嫁 初夜編	[4]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=bou-kun-
bou-kun-vaaderu-no-hanayome	暴君ヴァーデルの花嫁	5	standard	9784776741473	UNDERMERGE_DUP	暴君ヴァーデルの花嫁 初夜編	[5]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=bou-kun-
bou-kun-vaaderu-no-hanayome	暴君ヴァーデルの花嫁	6	standard	9784776742234	UNDERMERGE_DUP	暴君ヴァーデルの花嫁 初夜編	[6]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=bou-kun-
bou-kun-vaaderu-no-hanayome	暴君ヴァーデルの花嫁	7	standard	9784776742739	UNDERMERGE_DUP	暴君ヴァーデルの花嫁 初夜編	[7]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=bou-kun-
bou-kun-vaaderu-no-hanayome	暴君ヴァーデルの花嫁	8	standard	9784776743590	UNDERMERGE_DUP	暴君ヴァーデルの花嫁 初夜編	[8]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=bou-kun-
bou-kun-vaaderu-no-hanayome	暴君ヴァーデルの花嫁	9	standard	9784776744276	UNDERMERGE_DUP	暴君ヴァーデルの花嫁 初夜編	[9]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=bou-kun-
bou-kun-vaaderu-no-hanayome	暴君ヴァーデルの花嫁	10	standard	9784776745037	UNDERMERGE_DUP	暴君ヴァーデルの花嫁 初夜編	[10]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=bou-kun-
bou-kun-vaaderu-no-hanayome	暴君ヴァーデルの花嫁	11	standard	9784776745952	UNDERMERGE_DUP	暴君ヴァーデルの花嫁 初夜編	[11]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=bou-kun-
bou-kun-vaaderu-no-hanayome	暴君ヴァーデルの花嫁	12	standard	9784776746539	UNDERMERGE_DUP	暴君ヴァーデルの花嫁 初夜編	[12]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=bou-kun-
murci-lago	Murciélago	13	standard	9784757559585	SAME_CLUSTER		[]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=murci-la
secret-siblings	シークレット×シブリングス	2	standard	9784757543553	UNDERMERGE_DUP	SECRET×SIBLINGS	[2]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=secret-s
gensuibaku-manga-collection	原水爆漫画コレクション	2	standard	9784582286922	UNDERMERGE_DUP	原水爆漫画コレクション	[2]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=gensuiba
api	Api	4	standard	9784832290761	UNDERMERGE_DUP	Api	[4]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=api
magia-record-2025	マギアレコード	5	standard	9784832273306	SAME_CLUSTER		[]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=magia-re
tsuihousareta-sareta-cheat-fuyo-majutsushi-wa-kimama-na-sekando-life-o-ouka-suru	追放されたチート付与魔術師は気ままなセカンドライフを謳歌する。	11	standard	9784065372777	UNDERMERGE_DUP	追放されたチート付与魔術師は気ままなセカンドライフを謳歌する。	[11]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=tsuihous
densetsu-no-yarichin-vs-teppeki-no-shiriana	伝説のヤリチンvs鉄壁の尻穴	2	deluxe	9784799761212	SAME_CLUSTER		[]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=densetsu
densetsu-no-yarichin-vs-teppeki-no-shiriana	伝説のヤリチンvs鉄壁の尻穴	3	deluxe	9784799765043	SAME_CLUSTER		[]	巻抜けper-case: NDL照合で取込もれ巻確認(同社guard). slug=densetsu
eroika-yori-ai-o-komete	エロイカより愛をこめて	3	bunkobon	9784253173612	SAME_CLUSTER		[]	巻抜けper-case救済: NDL出版社名=ページ版社一致(同社別ISBN block). slu
eroika-yori-ai-o-komete	エロイカより愛をこめて	4	bunkobon	9784253071123	SAME_CLUSTER		[]	巻抜けper-case救済: NDL出版社名=ページ版社一致(同社別ISBN block). slu
eroika-yori-ai-o-komete	エロイカより愛をこめて	5	bunkobon	9784253071130	SAME_CLUSTER		[]	巻抜けper-case救済: NDL出版社名=ページ版社一致(同社別ISBN block). slu
plamo-kyoushirou	プラモ狂四郎	9	deluxe	9784063706017	SAME_CLUSTER		[]	巻抜けper-case救済: NDL出版社名=ページ版社一致(同社別ISBN block). slu
plamo-kyoushirou	プラモ狂四郎	10	deluxe	9784063706024	SAME_CLUSTER		[]	巻抜けper-case救済: NDL出版社名=ページ版社一致(同社別ISBN block). slu
golden-boy-1993	Golden boy	3	standard	9784088587233	SAME_CLUSTER		[]	巻抜けper-case救済: NDL出版社名=ページ版社一致(同社別ISBN block). slu
golden-boy-1993	Golden boy	4	standard	9784088587240	SAME_CLUSTER		[]	巻抜けper-case救済: NDL出版社名=ページ版社一致(同社別ISBN block). slu
megami	女神	2	standard	9784065197516	UNDERMERGE_DUP	ああっ就活の女神さまっ	[2]	巻抜けper-case救済: NDL出版社名=ページ版社一致(同社別ISBN block). slu
megami	女神	4	standard	9784065243824	UNDERMERGE_DUP	ああっ就活の女神さまっ	[4]	巻抜けper-case救済: NDL出版社名=ページ版社一致(同社別ISBN block). slu
arms	ARMS	8	wideban	9784091932235	UNDERMERGE_DUP	ARMS	[8]	巻抜けper-case救済: NDL出版社名=ページ版社一致(同社別ISBN block). slu
arms	ARMS	5	wideban	9784091932198	UNDERMERGE_DUP	ARMS	[5]	巻抜けper-case救済: NDL出版社名=ページ版社一致(同社別ISBN block). slu
arms	ARMS	6	wideban	9784091932204	UNDERMERGE_DUP	ARMS	[6]	巻抜けper-case救済: NDL出版社名=ページ版社一致(同社別ISBN block). slu
arms	ARMS	7	wideban	9784091932228	UNDERMERGE_DUP	ARMS	[7]	巻抜けper-case救済: NDL出版社名=ページ版社一致(同社別ISBN block). slu
clamp-premium-collection-holic	CLAMP PREMIUM COLLECTION ×××HOLiC	14	standard	9784065267899	UNDERMERGE_DUP	CLAMP PREMIUM COLLECTION ×××HOLiC	[14]	巻抜けper-case救済: NDL出版社名=ページ版社一致(同社別ISBN block). slu
ou-sama-no-shitateya	王様の仕立て屋	5	deluxe	9784088797151	SAME_CLUSTER		[]	巻抜けper-case救済: NDL出版社名=ページ版社一致(同社別ISBN block). slu
ou-sama-no-shitateya	王様の仕立て屋	6	deluxe	9784088797625	SAME_CLUSTER		[]	巻抜けper-case救済: NDL出版社名=ページ版社一致(同社別ISBN block). slu
ou-sama-no-shitateya	王様の仕立て屋	7	deluxe	9784088798769	SAME_CLUSTER		[]	巻抜けper-case救済: NDL出版社名=ページ版社一致(同社別ISBN block). slu
ou-sama-no-shitateya	王様の仕立て屋	8	deluxe	9784088900667	SAME_CLUSTER		[]	巻抜けper-case救済: NDL出版社名=ページ版社一致(同社別ISBN block). slu
ou-sama-no-shitateya	王様の仕立て屋	9	deluxe	9784088901381	SAME_CLUSTER		[]	巻抜けper-case救済: NDL出版社名=ページ版社一致(同社別ISBN block). slu
ou-sama-no-shitateya	王様の仕立て屋	11	deluxe	9784088902807	SAME_CLUSTER		[]	巻抜けper-case救済: NDL出版社名=ページ版社一致(同社別ISBN block). slu
doubutsu-no-mori	どうぶつの森	9	standard	9784091436818	UNDERMERGE_DUP	あつまれどうぶつの森～無人島Diary～	[9]	巻抜けper-case救済: NDL出版社名=ページ版社一致(同社別ISBN block). slu
doubutsu-no-mori	どうぶつの森	10	standard	9784091498847	UNDERMERGE_DUP	あつまれどうぶつの森～無人島Diary～	[10]	巻抜けper-case救済: NDL出版社名=ページ版社一致(同社別ISBN block). slu
doubutsu-no-mori	どうぶつの森	11	standard	9784091540430	UNDERMERGE_DUP	あつまれどうぶつの森～無人島Diary～	[11]	巻抜けper-case救済: NDL出版社名=ページ版社一致(同社別ISBN block). slu
akashiro-tamago	赤白たまご	3	bunkobon	9784887417632	SAME_CLUSTER		[]	巻抜けper-case救済: NDL出版社名=ページ版社一致(同社別ISBN block). slu
akashiro-tamago	赤白たまご	4	bunkobon	9784887418103	SAME_CLUSTER		[]	巻抜けper-case救済: NDL出版社名=ページ版社一致(同社別ISBN block). slu
gurazeni-2014	Gurazeni	5	standard	9784065339084	UNDERMERGE_DUP	グラゼニ～大リーグ編～.	[5]	巻抜けper-case救済: NDL出版社名=ページ版社一致(同社別ISBN block). slu
gurazeni-2014	Gurazeni	6	standard	9784065366714	UNDERMERGE_DUP	グラゼニ～大リーグ編～	[6]	巻抜けper-case救済: NDL出版社名=ページ版社一致(同社別ISBN block). slu
gurazeni-2014	Gurazeni	7	standard	9784065382707	UNDERMERGE_DUP	グラゼニ～大リーグ編～	[7]	巻抜けper-case救済: NDL出版社名=ページ版社一致(同社別ISBN block). slu
gurazeni-2014	Gurazeni	8	standard	9784065402276	UNDERMERGE_DUP	グラゼニ～大リーグ編～	[8]	巻抜けper-case救済: NDL出版社名=ページ版社一致(同社別ISBN block). slu
gurazeni-2014	Gurazeni	9	standard	9784065429457	UNDERMERGE_DUP	グラゼニ～大リーグ編～	[9]	巻抜けper-case救済: NDL出版社名=ページ版社一致(同社別ISBN block). slu
gurazeni-2014	Gurazeni	10	standard	9784063886955	UNDERMERGE_DUP	グラゼニ～東京ドーム編～	[10]	巻抜けper-case救済: NDL出版社名=ページ版社一致(同社別ISBN block). slu
gurazeni-2014	Gurazeni	11	standard	9784063887273	UNDERMERGE_DUP	グラゼニ～東京ドーム編～	[11]	巻抜けper-case救済: NDL出版社名=ページ版社一致(同社別ISBN block). slu
gurazeni-2014	Gurazeni	12	standard	9784065102138	UNDERMERGE_DUP	グラゼニ～東京ドーム編～	[12]	巻抜けper-case救済: NDL出版社名=ページ版社一致(同社別ISBN block). slu
gurazeni-2014	Gurazeni	13	standard	9784065104941	UNDERMERGE_DUP	グラゼニ～東京ドーム編～	[13]	巻抜けper-case救済: NDL出版社名=ページ版社一致(同社別ISBN block). slu
gurazeni-2014	Gurazeni	14	standard	9784065109434	UNDERMERGE_DUP	グラゼニ～東京ドーム編～	[14]	巻抜けper-case救済: NDL出版社名=ページ版社一致(同社別ISBN block). slu
gurazeni-2014	Gurazeni	15	standard	9784065116937	UNDERMERGE_DUP	グラゼニ～東京ドーム編～	[15]	巻抜けper-case救済: NDL出版社名=ページ版社一致(同社別ISBN block). slu
bou-kun-vaaderu-no-hanayome-shoya-hen	暴君ヴァーデルの花嫁 初夜編	16	standard	9784776750093	UNDERMERGE_DUP	暴君ヴァーデルの花嫁	[16]	巻抜けper-case救済: NDL出版社名=ページ版社一致(同社別ISBN block). slu
bou-kun-vaaderu-no-hanayome-shoya-hen	暴君ヴァーデルの花嫁 初夜編	13	standard	9784776747369	UNDERMERGE_DUP	暴君ヴァーデルの花嫁	[13]	巻抜けper-case救済: NDL出版社名=ページ版社一致(同社別ISBN block). slu
bou-kun-vaaderu-no-hanayome-shoya-hen	暴君ヴァーデルの花嫁 初夜編	14	standard	9784776748205	UNDERMERGE_DUP	暴君ヴァーデルの花嫁	[14]	巻抜けper-case救済: NDL出版社名=ページ版社一致(同社別ISBN block). slu
bou-kun-vaaderu-no-hanayome-shoya-hen	暴君ヴァーデルの花嫁 初夜編	15	standard	9784776748984	UNDERMERGE_DUP	暴君ヴァーデルの花嫁	[15]	巻抜けper-case救済: NDL出版社名=ページ版社一致(同社別ISBN block). slu
chou-ka-han-ka	蝶か犯か	4	deluxe	9784065230572	SAME_CLUSTER		[]	巻抜けper-case救済: NDL出版社名=ページ版社一致(同社別ISBN block). slu
koigakubo-kun-ni-hajimete-o-ubawaremashita-2023	恋ヶ窪くんにはじめてを奪われました	6	standard	9784065329764	UNDERMERGE_DUP	恋ヶ窪くんにはじめてを奪われました	[6]	巻抜けper-case救済: NDL出版社名=ページ版社一致(同社別ISBN block). slu
koigakubo-kun-ni-hajimete-o-ubawaremashita-2023	恋ヶ窪くんにはじめてを奪われました	7	standard	9784065349731	UNDERMERGE_DUP	恋ヶ窪くんにはじめてを奪われました	[7]	巻抜けper-case救済: NDL出版社名=ページ版社一致(同社別ISBN block). slu
