shared_isbn	rk_title	ndl_title	ndl_author	owner_slug	owner_author	wrong_slug	wrong_author	wrong_vol	proposed_isbn	confidence
9784041090893	ぐだぐだエース（2）	ぐだぐだエース. 2	type-moon	gudaguda-ace	type-moon;経験値	koha-ace-collection	経験値	2		HIGH
9784041090893	ぐだぐだエース（2）	ぐだぐだエース. 2	type-moon	gudaguda-ace	type-moon;経験値	koha-ace-ekkusupii	経験値	2		HIGH
9784041111956	ぐだぐだエース（3）	ぐだぐだエース. 3	type-moon	gudaguda-ace	type-moon;経験値	koha-ace-collection	経験値	3		HIGH
9784041111956	ぐだぐだエース（3）	ぐだぐだエース. 3	type-moon	gudaguda-ace	type-moon;経験値	koha-ace-ekkusupii	経験値	3		HIGH
9784047262614	Dangerousシェア（2）	Dangerousシェア. 2	湖住ふじこ	dangerous-share	墨染蓮;湖住ふじこ	share	三つ葉優雨	2		HIGH
9784048529280	GADGET　第1巻	Gadget. 第1巻	わたなべ京;佐野真砂輝	gadget-sano-1998	わたなべ京;佐野まさき	gadget	衛藤ヒロユキ	1		HIGH
9784048530200	GADGET　第2巻	Gadget. 第2巻	わたなべ京;佐野真砂輝	gadget-sano-1998	わたなべ京;佐野まさき	gadget	衛藤ヒロユキ	2		HIGH
9784049242744	SAINT　第1巻	Saint. 第1巻	赤石路代	saint	赤石路代	saint-bladers	印照;宮崎まさる	1		HIGH
9784049243055	RING　第1巻 銀竜の神殿	RiNG 第1巻	市野治美	ring	市野治美	ring-inagaki-1999	稲垣みさお;鈴木光司;高橋洋	1		HIGH
9784049243321	RING　第2巻 蘇芳の魔槍	RiNG 第2巻	市野治美	ring	市野治美	ring-inagaki-1999	稲垣みさお;鈴木光司;高橋洋	2		HIGH
9784049243420	SAINT　第2巻	Saint. 第2巻	赤石路代	saint	赤石路代	saint-bladers	印照;宮崎まさる	2		HIGH
9784049243536	RING　第3巻 朱鬼の凶眼	RiNG 第3巻	市野治美	ring	市野治美	ring-inagaki-1999	稲垣みさお;鈴木光司;高橋洋	3		HIGH
9784049243819	SAINT　第3巻	Saint. 第3巻	赤石路代	saint	赤石路代	saint-bladers	印照;宮崎まさる	3		HIGH
9784049243949	RING　第4巻 白虹の騎士	RiNG 第4巻	市野治美	ring	市野治美	ring-inagaki-1999	稲垣みさお;鈴木光司;高橋洋	4		HIGH
9784049244809	RING　第5巻 縹風の海賊	RiNG 5	市野治美	ring	市野治美	ring-inagaki-1999	稲垣みさお;鈴木光司;高橋洋	5		HIGH
9784049245547	RING　第6巻 藍髪の射手	RiNG 6	市野治美	ring	市野治美	ring-inagaki-1999	稲垣みさお;鈴木光司;高橋洋	6		HIGH
9784049245615	RING　第7巻 海羊の耳飾	RiNG 7	市野治美	ring	市野治美	ring-inagaki-1999	稲垣みさお;鈴木光司;高橋洋	7		HIGH
9784049247473	SAINT　第5巻	Saint. 第5巻	赤石路代	saint	赤石路代	saint-bladers	印照;宮崎まさる	5		HIGH
9784061004887	機動戦士ガンダムZZ（3）	機動戦士ガンダムZZ 3	富野由悠季	mobile-suit-gundam-zz	富野由悠季;村上としや;矢立肇	mobile-suit-gundam-f90	中原れい;山口宏	3		HIGH
9784061087415	手塚治虫漫画全集（141）	W (ワンダースリー) 3 1	手塚治虫	(所有者不明)		wonder-three	by;key;ylab;貴島煉瓦	3		HIGH
9784061789043	Joker（2）	Joker. 2	野村あきこ	joker-1998-2	野村あきこ	joker-2000-2	万里村奈加	2	9784403500176	HIGH
9784063028744	Oh！myダーリン（1）	Oh!myダーリン♥ 1	上田美和	oh-my-darling	上田美和	darling-2008	秋本尚美	1		HIGH
9784063028843	Oh！myダーリン（2）	Oh!myダーリン♥ 2	上田美和	oh-my-darling	上田美和	darling-2008	秋本尚美	2	9784861342950	HIGH
9784063028959	Oh！myダーリン（3）	Oh!myダーリン♥ 3	上田美和	oh-my-darling	上田美和	darling-2008	秋本尚美	3	9784861343667	HIGH
9784063029215	Oh！myダーリン（5）	Oh!myダーリン♥ 5	上田美和	oh-my-darling	上田美和	darling-2008	秋本尚美	5		HIGH
9784063029338	Oh！myダーリン（6）	Oh!myダーリン♥ 6	上田美和	oh-my-darling	上田美和	darling-2008	秋本尚美	6		HIGH
9784063029451	Oh！myダーリン（7）	Oh!myダーリン♥ 7	上田美和	oh-my-darling	上田美和	darling-2008	秋本尚美	7		HIGH
9784063029543	Oh！myダーリン（8）	Oh!myダーリン♥ 8	上田美和	oh-my-darling	上田美和	darling-2008	秋本尚美	8		HIGH
9784063046205		TAKE IT EASY	京子;岡崎	(所有者不明)		take-it-easy-2000	岡崎京子	1		HIGH
9784063046205		TAKE IT EASY	京子;岡崎	(所有者不明)		take-it-easy	岡崎京子	1		HIGH
9784063101775	機動戦士ガンダムSEED（4）	機動戦士ガンダムseed. 4	富野由悠季;矢立肇	mobile-suit-gundam-seed	富野由悠季;岩瀬昌嗣;矢立肇;高山瑞穂	mobile-suit-gundam-f90	中原れい;山口宏	4		HIGH
9784063101782	機動戦士ガンダムSEED（5）	機動戦士ガンダムseed. 第5巻	富野由悠季;矢立肇	mobile-suit-gundam-seed	富野由悠季;岩瀬昌嗣;矢立肇;高山瑞穂	mobile-suit-gundam-f90	中原れい;山口宏	5		HIGH
9784063101799	機動戦士ガンダムSEED（6）	機動戦士ガンダムseed. 第6巻	富野由悠季;矢立肇	mobile-suit-gundam-seed	富野由悠季;岩瀬昌嗣;矢立肇;高山瑞穂	mobile-suit-gundam-f90	中原れい;山口宏	6		HIGH
9784063101805	機動戦士ガンダムSEED（7）	機動戦士ガンダムseed. 第7巻	富野由悠季;矢立肇	mobile-suit-gundam-seed	富野由悠季;岩瀬昌嗣;矢立肇;高山瑞穂	mobile-suit-gundam-f90	中原れい;山口宏	7		HIGH
9784063101812	機動戦士ガンダムSEED（8）	機動戦士ガンダムseed. 第8巻	富野由悠季;矢立肇	mobile-suit-gundam-seed	富野由悠季;岩瀬昌嗣;矢立肇;高山瑞穂	mobile-suit-gundam-f90	中原れい;山口宏	8		HIGH
9784063102116	機動戦士ガンダムシードデスティニー（第9巻）	機動戦士ガンダムS destiny. 第9巻	富野由悠季;矢立肇	mobile-suit-gundam-seed-destiny	富野由悠季;矢立肇	mobile-suit-gundam-f90	中原れい;山口宏	9		HIGH
9784063102130	機動戦士ガンダムシードデスティニー（第10巻）	機動戦士ガンダムS destiny. 第10巻	富野由悠季;矢立肇	mobile-suit-gundam-seed-destiny	富野由悠季;矢立肇	mobile-suit-gundam-f90	中原れい;山口宏	10		HIGH
9784063120646	Maya（1）	Maya(マヤ)～真夜中の少女～ 1	本島幸久	maya	本島幸久	maya-2004	須藤真澄	1		HIGH
9784063120875	Maya（2）	Maya(マヤ)～真夜中の少女～ 2	本島幸久	maya	本島幸久	maya-2004	須藤真澄	2		HIGH
9784063121162	Maya（3）	Maya(マヤ)～真夜中の少女～ 3	本島幸久	maya	本島幸久	maya-2004	須藤真澄	3		HIGH
9784063121391	Maya（4）	Maya(マヤ)～真夜中の少女～ 4	本島幸久	maya	本島幸久	maya-2004	須藤真澄	4		HIGH
9784063121704	Maya（5）	ＭＡＹＡ : 真夜中の少女 ５	本島幸久	maya	本島幸久	maya-2004	須藤真澄	5		HIGH
9784063121902	Maya（6）	Maya(マヤ)～真夜中の少女～ 6	本島幸久	maya	本島幸久	maya-2004	須藤真澄	6		HIGH
9784063122138	Maya（7）	Maya(マヤ)～真夜中の少女～ 7	本島幸久	maya	本島幸久	maya-2004	須藤真澄	7		HIGH
9784063122350	Maya（8）	Maya : 真夜中の少女. 8	本島幸久	maya	本島幸久	maya-2004	須藤真澄	8		HIGH
9784063122534	Maya（9）	Maya : 真夜中の少女. 9	本島幸久	maya	本島幸久	maya-2004	須藤真澄	9		HIGH
9784063140798	JUNK（1）	JUNK 1	戸井十月	junk-1994	土光てつみ;戸井十月	junk-2005	ゆみみ	1		HIGH
9784063140880	JUNK（2）	JUNK 2	戸井十月	junk-1994	土光てつみ;戸井十月	junk-2005	ゆみみ	2		HIGH
9784063189773	ジョーカー（3）	ジョーカー. 3	万里村奈加	joker-2000-2	万里村奈加	joker-1998-2	野村あきこ	3	9784575334838	HIGH
9784063194333	Yoh（1）	YOH 1	菊池としを	yoh	菊池としを	you-2003	上条明峰	1		HIGH
9784063194500	Yoh（2）	YOH 2	菊池としを	yoh	菊池としを	you-2003	上条明峰	2		HIGH
9784063196610	SAMURAI　SPIRITS	SAMURAI SPIRITS	石川賢	samurai-spirits-1995	石川賢	samurai-spirits	島本和彦	1	9784063217186	HIGH
9784063217186	サムライスピリッツ（1）	サムライスピリッツ 1	島本和彦	samurai-spirits	島本和彦	samurai-spirits-1995	石川賢	1		HIGH
9784063217384	サムライスピリッツ（2）	サムライスピリッツ 2	島本和彦	samurai-spirits	島本和彦	samurai-spirits-1995	石川賢	2		HIGH
9784063287592	ジパング（4）	ジパング. 4	かわぐちかいじ	zipang	かわぐちかいじ	jipang	速水翼	4		HIGH
9784063287752	ジパング（5）	ジパング. 5	かわぐちかいじ	zipang	かわぐちかいじ	jipang	速水翼	5		HIGH
9784063287998	ジパング（6）	ジパング. 6	かわぐちかいじ	zipang	かわぐちかいじ	jipang	速水翼	6		HIGH
9784063288162	ジパング（7）	ジパング. 7	かわぐちかいじ	zipang	かわぐちかいじ	jipang	速水翼	7		HIGH
9784063288322	ジパング（8）	ジパング. 8	かわぐちかいじ	zipang	かわぐちかいじ	jipang	速水翼	8		HIGH
9784063288520	ジパング（9）	ジパング. 9	かわぐちかいじ	zipang	かわぐちかいじ	jipang	速水翼	9		HIGH
9784063288735	ジパング（10）	ジパング. 10	かわぐちかいじ	zipang	かわぐちかいじ	jipang	速水翼	10		HIGH
9784063288889	ジパング（11）	ジパング. 11	かわぐちかいじ	zipang	かわぐちかいじ	jipang	速水翼	11		HIGH
9784063288995	ジパング（12）	ジパング. 12	かわぐちかいじ	zipang	かわぐちかいじ	jipang	速水翼	12		HIGH
9784063289183	ジパング（13）	ジパング. 13	かわぐちかいじ	zipang	かわぐちかいじ	jipang	速水翼	13		HIGH
9784063289381	ジパング（14）	ジパング. 14	かわぐちかいじ	zipang	かわぐちかいじ	jipang	速水翼	14		HIGH
9784063289596	ジパング（15）	ジパング. 15	かわぐちかいじ	zipang	かわぐちかいじ	jipang	速水翼	15		HIGH
9784063289848	ジパング（16）	ジパング. 16	かわぐちかいじ	zipang	かわぐちかいじ	jipang	速水翼	16		HIGH
9784063347784	機動戦士ガンダムSEED（1）	機動戦士ガンダムseed. 1	富野由悠季;矢立肇	mobile-suit-gundam-seed	富野由悠季;岩瀬昌嗣;矢立肇;高山瑞穂	mobile-suit-gundam-f90	中原れい;山口宏	1		HIGH
9784063347937	機動戦士ガンダムSEED（2）	機動戦士ガンダムseed. 2	富野由悠季;矢立肇	mobile-suit-gundam-seed	富野由悠季;岩瀬昌嗣;矢立肇;高山瑞穂	mobile-suit-gundam-f90	中原れい;山口宏	2		HIGH
9784063406689	ガール（2）	ガール. 2	奥田英朗	girl	奥田英朗;早坂いあん	girl-1990	真柴ひろみ	2		HIGH
9784063522662	ICHI（2）	Ichi : 市. 2	篠原花那	ichi	子母澤寛;篠原花那	1-yamamoto-1993	山本英夫	2	9784091375384	HIGH
9784063522945	ICHI（3）	Ichi : 市. 3	篠原花那	ichi	子母澤寛;篠原花那	1-yamamoto-1993	山本英夫	3	9784091375391	HIGH
9784063523164	ICHI（4）	Ichi : 市. 4	篠原花那	ichi	子母澤寛;篠原花那	1-yamamoto-1993	山本英夫	4	9784091375407	HIGH
9784063523386	ICHI（5）	Ichi : 市. 5	篠原花那	ichi	子母澤寛;篠原花那	1-yamamoto-1993	山本英夫	5	9784091375605	HIGH
9784063523713	ICHI（6）	Ichi : 市. 6	篠原花那	ichi	子母澤寛;篠原花那	1-yamamoto-1993	山本英夫	6		HIGH
9784063523744	ICHI（7）	Ichi : 市. 7	篠原花那	ichi	子母澤寛;篠原花那	1-yamamoto-1993	山本英夫	7		HIGH
9784063640434	Happy　birthday	Happy birthday	原明日美	happy-birthday-2004	原明日美	happy-birthday-komikku	スギル;吉富多美;青木和雄	1		HIGH
9784063705362	Oh！　my　ダーリン　（1）	Oh!myダーリン. 1	上田美和	oh-my-darling	上田美和	darling-2008	秋本尚美	1		HIGH
9784063705379	Oh！　my　ダーリン　（2）	Oh!myダーリン. 2	上田美和	oh-my-darling	上田美和	darling-2008	秋本尚美	2	9784861342950	HIGH
9784063705386	Oh！　my　ダーリン　（3）	Oh!myダーリン. 3	上田美和	oh-my-darling	上田美和	darling-2008	秋本尚美	3	9784861343667	HIGH
9784063705416	Oh！　my　ダーリン　（4）	Oh!myダーリン. 4	上田美和	oh-my-darling	上田美和	darling-2008	秋本尚美	4	9784861344848	HIGH
9784063705423	Oh！　my　ダーリン　（5）　＜完＞	Oh!myダーリン. 5	上田美和	oh-my-darling	上田美和	darling-2008	秋本尚美	5		HIGH
9784063708776	ジパング（1）	ジパング = ZIPANG. 1	かわぐちかいじ	zipang	かわぐちかいじ	jipang	速水翼	1	9784056002362	HIGH
9784063708783	ジパング（2）	ジパング = ZIPANG. 2	かわぐちかいじ	zipang	かわぐちかいじ	jipang	速水翼	2	9784056004175	HIGH
9784063708790	ジパング（3）	ジパング = ZIPANG. 3	かわぐちかいじ	zipang	かわぐちかいじ	jipang	速水翼	3	9784056004205	HIGH
9784063708806	ジパング（4）	ジパング = ZIPANG. 4	かわぐちかいじ	zipang	かわぐちかいじ	jipang	速水翼	4		HIGH
9784063708813	ジパング（5）	ジパング = ZIPANG. 5	かわぐちかいじ	zipang	かわぐちかいじ	jipang	速水翼	5		HIGH
9784063708820	ジパング（6）	ジパング = ZIPANG. 6	かわぐちかいじ	zipang	かわぐちかいじ	jipang	速水翼	6		HIGH
9784063708837	ジパング（7）	ジパング = ZIPANG. 7	かわぐちかいじ	zipang	かわぐちかいじ	jipang	速水翼	7		HIGH
9784063708844	ジパング（8）	ジパング = ZIPANG. 8	かわぐちかいじ	zipang	かわぐちかいじ	jipang	速水翼	8		HIGH
9784063708851	ジパング（9）	ジパング = ZIPANG. 9	かわぐちかいじ	zipang	かわぐちかいじ	jipang	速水翼	9		HIGH
9784063708868	ジパング（10）	ジパング = ZIPANG. 10	かわぐちかいじ	zipang	かわぐちかいじ	jipang	速水翼	10		HIGH
9784063709001	ジパング（11）	ジパング = ZIPANG. 11	かわぐちかいじ	zipang	かわぐちかいじ	jipang	速水翼	11		HIGH
9784063709018	ジパング（12）	ジパング = ZIPANG. 12	かわぐちかいじ	zipang	かわぐちかいじ	jipang	速水翼	12		HIGH
9784063709025	ジパング（13）	ジパング = ZIPANG. 13	かわぐちかいじ	zipang	かわぐちかいじ	jipang	速水翼	13		HIGH
9784063709032	ジパング（14）	ジパング = ZIPANG. 14	かわぐちかいじ	zipang	かわぐちかいじ	jipang	速水翼	14		HIGH
9784063709124	ジパング（15）	ジパング = ZIPANG. 15	かわぐちかいじ	zipang	かわぐちかいじ	jipang	速水翼	15		HIGH
9784063709131	ジパング（16）	ジパング = ZIPANG. 16	かわぐちかいじ	zipang	かわぐちかいじ	jipang	速水翼	16		HIGH
9784063709155	ジパング（17）	ジパング. 17	かわぐちかいじ	zipang	かわぐちかいじ	jipang	速水翼	17		HIGH
9784063709162	ジパング（18）	ジパング. 18	かわぐちかいじ	zipang	かわぐちかいじ	jipang	速水翼	18		HIGH
9784063709216	ジパング（19）	ジパング. 19	かわぐちかいじ	zipang	かわぐちかいじ	jipang	速水翼	19		HIGH
9784063709223	ジパング（20）	ジパング. 20	かわぐちかいじ	zipang	かわぐちかいじ	jipang	速水翼	20		HIGH
9784063709230	ジパング（21）	ジパング. 21	かわぐちかいじ	zipang	かわぐちかいじ	jipang	速水翼	21		HIGH
9784063709247	ジパング（22）	ジパング. 22	かわぐちかいじ	zipang	かわぐちかいじ	jipang	速水翼	22		HIGH
9784063722741	Samurai　7（下）	Samurai 7. 下	黒澤明	samurai-7	浅野まいこ;黒澤明	samurai-japan	ダイナミックプロダクション;永井豪	3		HIGH
9784063724011	ジパング（17）	ジパング. 17	かわぐちかいじ	zipang	かわぐちかいじ	jipang	速水翼	17		HIGH
9784063724189	ジパング（18）	ジパング. 18	かわぐちかいじ	zipang	かわぐちかいじ	jipang	速水翼	18		HIGH
9784063724400	ジパング（19）	ジパング. 19	かわぐちかいじ	zipang	かわぐちかいじ	jipang	速水翼	19		HIGH
9784063724639	ジパング（20）	ジパング. 20	かわぐちかいじ	zipang	かわぐちかいじ	jipang	速水翼	20		HIGH
9784063724820	ジパング（21）	ジパング. 21	かわぐちかいじ	zipang	かわぐちかいじ	jipang	速水翼	21		HIGH
9784063725025	ジパング（22）	ジパング. 22	かわぐちかいじ	zipang	かわぐちかいじ	jipang	速水翼	22		HIGH
9784063725087	ジパング（23）	ジパング. 23	かわぐちかいじ	zipang	かわぐちかいじ	jipang	速水翼	23		HIGH
9784063725339	ジパング（24）	ジパング. 24	かわぐちかいじ	zipang	かわぐちかいじ	jipang	速水翼	24		HIGH
9784063725476	ジパング（25）	ジパング. 25	かわぐちかいじ	zipang	かわぐちかいじ	jipang	速水翼	25		HIGH
9784063725605	ジパング（26）	ジパング. 26	かわぐちかいじ	zipang	かわぐちかいじ	jipang	速水翼	26		HIGH
9784063725711	ジパング（27）	ジパング. 27	かわぐちかいじ	zipang	かわぐちかいじ	jipang	速水翼	27		HIGH
9784063725810	ジパング（28）	ジパング. 28	かわぐちかいじ	zipang	かわぐちかいじ	jipang	速水翼	28		HIGH
9784063725964	ジパング（29）	ジパング. 29	かわぐちかいじ	zipang	かわぐちかいじ	jipang	速水翼	29		HIGH
9784063726114	ジパング（30）	ジパング. 30	かわぐちかいじ	zipang	かわぐちかいじ	jipang	速水翼	30		HIGH
9784063726275	ジパング（31）	ジパング. 31	かわぐちかいじ	zipang	かわぐちかいじ	jipang	速水翼	31		HIGH
9784063726312	ジパング（32）	ジパング. 32	かわぐちかいじ	zipang	かわぐちかいじ	jipang	速水翼	32		HIGH
9784063726503	ジパング（33）	ジパング. 33	かわぐちかいじ	zipang	かわぐちかいじ	jipang	速水翼	33		HIGH
9784063726633	ジパング（34）	ジパング. 34	かわぐちかいじ	zipang	かわぐちかいじ	jipang	速水翼	34		HIGH
9784063726787	ジパング（35）	ジパング. 35	かわぐちかいじ	zipang	かわぐちかいじ	jipang	速水翼	35		HIGH
9784063727142	ジパング（36）	ジパング. 36	かわぐちかいじ	zipang	かわぐちかいじ	jipang	速水翼	36		HIGH
9784063727371	ジパング（37）	ジパング. 37	かわぐちかいじ	zipang	かわぐちかいじ	jipang	速水翼	37		HIGH
9784063727982	ジパング（41）	ジパング. 41	かわぐちかいじ	zipang	かわぐちかいじ	jipang	速水翼	41		HIGH
9784065131978	Change！（3）	Change! 3	曽田正人	change-2018	冨山玖呂;曽田正人	change-kitamura-2005	篠塚ひろむ	3	9784840110969	HIGH
9784065151273	Change！（4）	Change! 4	曽田正人	change-2018	冨山玖呂;曽田正人	change-kitamura-2005	篠塚ひろむ	4	9784063113648	HIGH
9784065171318	Change！（5）	Change! 5	曽田正人	change-2018	冨山玖呂;曽田正人	change-kitamura-2005	篠塚ひろむ	5		HIGH
9784065181201	Change！（6）	Change! 6	曽田正人	change-2018	冨山玖呂;曽田正人	change-kitamura-2005	篠塚ひろむ	6		HIGH
9784065194355		ヒプノシスマイク-Division Rap Ba	evil;line;records	(所有者不明)		hipunoshisu-maiku-division-rap-battle-side-b-b-m-t-c	キングレコード株式会社;百瀬祐一郎;蟹江	3		HIGH
9784065194355		ヒプノシスマイク-Division Rap Ba	evil;line;records	(所有者不明)		hipunoshisumaiku	キングレコード株式会社;城キイコ;百瀬祐	3		HIGH
9784065248508		ヒプノシスマイク－Ｄｉｖｉｓｉｏｎ　Ｒａｐ　Ｂａ	evillinerecords;その他	(所有者不明)		hipunoshisu-maiku-division-rap-battle-side-b-b-m-t-c	キングレコード株式会社;百瀬祐一郎;蟹江	4		HIGH
9784065248508		ヒプノシスマイク－Ｄｉｖｉｓｉｏｎ　Ｒａｐ　Ｂａ	evillinerecords;その他	(所有者不明)		hipunoshisumaiku	キングレコード株式会社;城キイコ;百瀬祐	4		HIGH
9784065262801		ヒプノシスマイク : -Division Rap	evil;line;records∥	(所有者不明)		hipunoshisu-maiku-division-rap-battle-side-b-b-m-t-c	キングレコード株式会社;百瀬祐一郎;蟹江	5		HIGH
9784065262801		ヒプノシスマイク : -Division Rap	evil;line;records∥	(所有者不明)		hipunoshisumaiku	キングレコード株式会社;城キイコ;百瀬祐	5		HIGH
9784086188388	KISSXXXX（1）	Kissxxxx. 1	楠本まき	kissxxxx	楠本まき	kiss-2014	森田ゆき	1	9784592886556	HIGH
9784086188395	KISSXXXX（2）	Kissxxxx. 2	楠本まき	kissxxxx	楠本まき	kiss-2014	森田ゆき	2	9784592886563	HIGH
9784086188401	KISSXXXX（3）	Kissxxxx. 3	楠本まき	kissxxxx	楠本まき	kiss-2014	森田ゆき	3	9784592886570	HIGH
9784086188999	眠兎	眠兎 : 浅田弘幸作品集 2	浅田弘幸	mint	浅田弘幸	mint-1997	池谷理香子	1		HIGH
9784087823691	ペルソナ（2）新装版	ペルソナ : 罪と罰. 2	松枝尚嗣	persona-2001	松枝尚嗣	persona-1998	上田信舟	2		HIGH
9784088460345	ファイブ（4）	ファイブ. 4	ふるかわしおり	five	ふるかわしおり	5-2000	芳原のぞみ	4		HIGH
9784088460888	ファイブ（5）	ファイブ. 5	ふるかわしおり	five	ふるかわしおり	5-2000	芳原のぞみ	5	9784088920566	HIGH
9784088461441	ファイブ（6）	ファイブ. 6	ふるかわしおり	five	ふるかわしおり	5-2000	芳原のぞみ	6		HIGH
9784088462066	ファイブ（7）	ファイブ. 7	ふるかわしおり	five	ふるかわしおり	5-2000	芳原のぞみ	7		HIGH
9784088462677	ファイブ（8）	ファイブ. 8	ふるかわしおり	five	ふるかわしおり	5-2000	芳原のぞみ	8		HIGH
9784088462981	ファイブ（9）	ファイブ. 9	ふるかわしおり	five	ふるかわしおり	5-2000	芳原のぞみ	9		HIGH
9784088463582	ファイブ（10）	ファイブ. 10	ふるかわしおり	five	ふるかわしおり	5-2000	芳原のぞみ	10		HIGH
9784088464084	ファイブ（11）	ファイブ. 11	ふるかわしおり	five	ふるかわしおり	5-2000	芳原のぞみ	11		HIGH
9784088464466	ファイブ（12）	ファイブ. 12	ふるかわしおり	five	ふるかわしおり	5-2000	芳原のぞみ	12		HIGH
9784088465074	ファイブ（13）	ファイブ. 13	ふるかわしおり	five	ふるかわしおり	5-2000	芳原のぞみ	13		HIGH
9784088465708	ファイブ（14）	ファイブ. 14	ふるかわしおり	five	ふるかわしおり	5-2000	芳原のぞみ	14		HIGH
9784088466569	ファイブ（15）	ファイブ. 15	ふるかわしおり	five	ふるかわしおり	5-2000	芳原のぞみ	15		HIGH
9784088472591	ホーム（1）	ホーム. 1	上田倫子	home-ueda-2000	上田倫子	home-sugihara-2010	杉原マチコ	1		HIGH
9784088473154	ホーム（2）	ホーム. 2	上田倫子	home-ueda-2000	上田倫子	home-sugihara-2010	杉原マチコ	2		HIGH
9784088473154	ホーム（2）	ホーム. 2	上田倫子	home-ueda-2000	上田倫子	home	内田春菊	2		HIGH
9784088478494	ファイブ（2）	ファイブ. 2	ふるかわしおり	five	ふるかわしおり	5-2000	芳原のぞみ	2		HIGH
9784088478845	ファイブ（3）	ファイブ. 3	ふるかわしおり	five	ふるかわしおり	5-2000	芳原のぞみ	3		HIGH
9784088518213		ばくだん 第1巻	本宮ひろ志	(所有者不明)		bakudan-1995	宮下あきら	1		HIGH
9784088518220		ばくだん 第2巻	本宮ひろ志	(所有者不明)		bakudan-1995	宮下あきら	2		HIGH
9784088518237		ばくだん 3	本宮ひろ志	(所有者不明)		bakudan-1995	宮下あきら	3		HIGH
9784088537429	星の瞳のシルエット番外編（ENGAGE）（1）	Engage : 星の瞳のシルエット・番外編	柊あおい	(所有者不明)		engage-watanabe-2009	渡辺瑞樹	1	9784403668258	HIGH
9784088560397	Engage（2）	Engage : 星の瞳のシルエット・番外編. 	柊あおい	engage-1994	柊あおい	engage-watanabe-2009	渡辺瑞樹	2	9784403668661	HIGH
9784088561356	HIGH　SCORE（1）	High score. 1	津山ちなみ	high-score	津山ちなみ	high-score-aruko-2002	アルコ	1		HIGH
9784088562339	HIGH　SCORE（2）	High score. 2	津山ちなみ	high-score	津山ちなみ	high-score-aruko-2002	アルコ	2		HIGH
9784088563954	HIGH　SCORE（3）	High score. 3	津山ちなみ	high-score	津山ちなみ	high-score-aruko-2002	アルコ	3		HIGH
9784088565057	HIGH　SCORE（4）	High score. 4	津山ちなみ	high-score	津山ちなみ	high-score-aruko-2002	アルコ	4		HIGH
9784088566290	HIGH　SCORE（5）	High score. 5	津山ちなみ	high-score	津山ちなみ	high-score-aruko-2002	アルコ	5		HIGH
9784088567556	HIGH SCORE（6）	High score. 6	津山ちなみ	high-score	津山ちなみ	high-score-aruko-2002	アルコ	6		HIGH
9784088568249	HIGH　SCORE（7）	High score. 7	津山ちなみ	high-score	津山ちなみ	high-score-aruko-2002	アルコ	7		HIGH
9784088568973	HIGH　SCORE（8）	High score. 8	津山ちなみ	high-score	津山ちなみ	high-score-aruko-2002	アルコ	8		HIGH
9784088582412	ばくだん（1）	ばくだん 1	本宮ひろ志	bakudan-1985	本宮ひろ志	bakudan-1995	宮下あきら	1		HIGH
9784088582429	ばくだん（2）	ばくだん 2	本宮ひろ志	bakudan-1985	本宮ひろ志	bakudan-1995	宮下あきら	2		HIGH
9784088601335	ジョーカー	ジョーカー	織田みどり	(所有者不明)		joker-1998-3	野間美由紀	1		HIGH
9784088601335	ジョーカー	ジョーカー	織田みどり	(所有者不明)		joker-yamane-1997	山根和俊	1		HIGH
9784088612362	KIRARA（1）	Kirara. 1 (夢じゃない)	唯登詩樹	kirara	唯登詩樹	kirara-hiramatsu-1987	平松伸二	1		HIGH
9784088612379	KIRARA（2）	Kirara. 2 (未来の想い出)	唯登詩樹	kirara	唯登詩樹	kirara-hiramatsu-1987	平松伸二	2		HIGH
9784088612386	KIRARA（3）	Kirara. 3 (この人だ～れ!?)	唯登詩樹	kirara	唯登詩樹	kirara-hiramatsu-1987	平松伸二	3		HIGH
9784088612393	KIRARA（4）	Kirara. 4 (ユーレイ、ふたたび)	唯登詩樹	kirara	唯登詩樹	kirara-hiramatsu-1987	平松伸二	4		HIGH
9784088622392	純愛（ピュア）	純愛 : ピュア	深見じゅん	pure-1993	深見じゅん	pure	會川昇;柿本ケンジロウ	1	9784088755014	HIGH
9784088654133	High（2）	High. 2	登坂恵里香	high	渡辺未知;登坂恵里香	hai-time	耕野裕子	2		HIGH
9784088654164	High（3）	High. 3	登坂恵里香	high	渡辺未知;登坂恵里香	hai-time	耕野裕子	3		HIGH
9784088670560	HAL	Hal	牧野あおい	hal-makino-2010	牧野あおい	hal-ayase-2017	hal	1		HIGH
9784088670621	HIGH SCORE（9）	High score. 9	津山ちなみ	high-score	津山ちなみ	high-score-aruko-2002	アルコ	9		HIGH
9784088671307	HIGH　SCORE（10）	High score. 10	津山ちなみ	high-score	津山ちなみ	high-score-aruko-2002	アルコ	10		HIGH
9784088672090	HIGH SCORE 11	High score. 11	津山ちなみ	high-score	津山ちなみ	high-score-aruko-2002	アルコ	11		HIGH
9784088672779	HIGH　SCORE（12）	HIGH SCORE. 12	津山ちなみ	high-score	津山ちなみ	high-score-aruko-2002	アルコ	12		HIGH
9784088673295	HIGH　SCORE（13）	HIGH SCORE. 13	津山ちなみ	high-score	津山ちなみ	high-score-aruko-2002	アルコ	13		HIGH
9784088673776	HIGH　SCORE（14）	HIGH SCORE. 14	津山ちなみ	high-score	津山ちなみ	high-score-aruko-2002	アルコ	14		HIGH
