shared_isbn	rakuten_title	n_owners	owner_slug	wrong_slug	wrong_vol	proposed_isbn	how
9784043406036	たたらの辻に…	1	tatara-no-tsuji-ni	minamo-no-sato-minasoko-no-mori	1		NDL要(meta)
9784047132658	Percolation	1	percolation	percolation-2010	1		NDL要(meta)
9784047262614	Dangerousシェア（2）	1	dangerous-share	share	2		NDL要(meta)
9784047309883	Fate/strange Fake vol.1	1	fate-strange-fake	fate-strange-fake-2019	1		NDL要(meta)
9784048528979	ザ・ホラー・スペシャリスト1　呪	1	noroi	urami	1		NDL要(meta)
9784048529280	GADGET　第1巻	1	gadget-sano-1998	gadget	1		NDL要(meta)
9784048530200	GADGET　第2巻	1	gadget-sano-1998	gadget	2		NDL要(meta)
9784048533256	タクミくんシリーズ June　Pride 〜6月の自尊心〜	1	june-pride	bibou-no-series	1		NDL要(meta)
9784048533256	タクミくんシリーズ June　Pride 〜6月の自尊心〜	1	june-pride	hana-chiru-yoru-ni-kimi-o-omoeba	1		NDL要(meta)
9784048533256	タクミくんシリーズ June　Pride 〜6月の自尊心〜	1	june-pride	kisetsu-hazure-no-kaidan	1		NDL要(meta)
9784048533621	エンジェル／ダスト	1	angel-dust-neo	angel-dust-neo-nanase-2003	1		NDL要(meta)
9784048541947	神秘家水木しげる伝	1	shinpika-mizuki-shigeru-den	watashi-ha-gegege	1		NDL要(meta)
9784049242744	SAINT　第1巻	1	saint	saint-bladers	1		NDL要(meta)
9784049243055	RING　第1巻 銀竜の神殿	1	ring	ring-inagaki-1999	1		NDL要(meta)
9784049243321	RING　第2巻 蘇芳の魔槍	1	ring	ring-inagaki-1999	2		NDL要(meta)
9784049243420	SAINT　第2巻	1	saint	saint-bladers	2		NDL要(meta)
9784049243536	RING　第3巻 朱鬼の凶眼	1	ring	ring-inagaki-1999	3		NDL要(meta)
9784049243819	SAINT　第3巻	1	saint	saint-bladers	3		NDL要(meta)
9784049243949	RING　第4巻 白虹の騎士	1	ring	ring-inagaki-1999	4		NDL要(meta)
9784049244809	RING　第5巻 縹風の海賊	1	ring	ring-inagaki-1999	5		NDL要(meta)
9784049245547	RING　第6巻 藍髪の射手	1	ring	ring-inagaki-1999	6		NDL要(meta)
9784049245615	RING　第7巻 海羊の耳飾	1	ring	ring-inagaki-1999	7		NDL要(meta)
9784049246506	SAINT　第4巻	1	saint	saint-bladers	4		NDL要(meta)
9784049247473	SAINT　第5巻	1	saint	saint-bladers	5		NDL要(meta)
9784061004887	機動戦士ガンダムZZ（3）	1	mobile-suit-gundam-zz	mobile-suit-gundam-f90	3		NDL要(meta)
9784061021594	リフレイン（2）	1	refrain-1988	rifrein	2		NDL要(meta)
9784061022027	リフレイン（3）	1	refrain-1988	rifrein	3		NDL要(meta)
9784061022249	リフレイン（4）	1	refrain-1988	rifrein	4		NDL要(meta)
9784061045842	ハリケーン	1	hurricane	hurricane-1996	1		NDL要(meta)
9784061087415	手塚治虫漫画全集（141）	0	(所有者不明)	w3	3		NDL要(meta)
9784061087415	手塚治虫漫画全集（141）	0	(所有者不明)	wonder-three	3		NDL要(meta)
9784061754843	リフレイン	1	refrain-1988	rifrein	1		NDL要(meta)
9784061766297	ゴン（1）	1	gon	gon-selection	1		NDL要(meta)
9784061766587	ゴン（2）	1	gon	gon-selection	2		NDL要(meta)
9784061767201	ゴン（3）	1	gon	gon-selection	3		NDL要(meta)
9784063028225	Girl	1	girl-1990	girl	1		NDL要(meta)
9784063028744	Oh！myダーリン（1）	1	oh-my-darling	darling-2008	1		NDL要(meta)
9784063029215	Oh！myダーリン（5）	1	oh-my-darling	darling-2008	5		NDL要(meta)
9784063029338	Oh！myダーリン（6）	1	oh-my-darling	darling-2008	6		NDL要(meta)
9784063029451	Oh！myダーリン（7）	1	oh-my-darling	darling-2008	7		NDL要(meta)
9784063029543	Oh！myダーリン（8）	1	oh-my-darling	darling-2008	8		NDL要(meta)
9784063046205		0	(所有者不明)	take-it-easy-2000	1		NDL要(meta)
9784063046205		0	(所有者不明)	take-it-easy	1		NDL要(meta)
9784063101775	機動戦士ガンダムSEED（4）	1	mobile-suit-gundam-seed	mobile-suit-gundam-f90	4		NDL要(meta)
9784063101782	機動戦士ガンダムSEED（5）	1	mobile-suit-gundam-seed	mobile-suit-gundam-f90	5		NDL要(meta)
9784063101799	機動戦士ガンダムSEED（6）	1	mobile-suit-gundam-seed	mobile-suit-gundam-f90	6		NDL要(meta)
9784063101805	機動戦士ガンダムSEED（7）	1	mobile-suit-gundam-seed	mobile-suit-gundam-f90	7		NDL要(meta)
9784063101812	機動戦士ガンダムSEED（8）	1	mobile-suit-gundam-seed	mobile-suit-gundam-f90	8		NDL要(meta)
9784063102116	機動戦士ガンダムシードデスティニー（第9巻）	1	mobile-suit-gundam-seed-destiny	mobile-suit-gundam-f90	9		NDL要(meta)
9784063102130	機動戦士ガンダムシードデスティニー（第10巻）	1	mobile-suit-gundam-seed-destiny	mobile-suit-gundam-f90	10		NDL要(meta)
9784063120646	Maya（1）	1	maya	maya-2004	1		NDL要(meta)
9784063120875	Maya（2）	1	maya	maya-2004	2		NDL要(meta)
9784063121162	Maya（3）	1	maya	maya-2004	3		NDL要(meta)
9784063121391	Maya（4）	1	maya	maya-2004	4		NDL要(meta)
9784063121704	Maya（5）	1	maya	maya-2004	5		NDL要(meta)
9784063121902	Maya（6）	1	maya	maya-2004	6		NDL要(meta)
9784063122138	Maya（7）	1	maya	maya-2004	7		NDL要(meta)
9784063122350	Maya（8）	1	maya	maya-2004	8		NDL要(meta)
9784063122534	Maya（9）	1	maya	maya-2004	9		NDL要(meta)
9784063140798	JUNK（1）	1	junk-1994	junk-2005	1		NDL要(meta)
9784063140880	JUNK（2）	1	junk-1994	junk-2005	2		NDL要(meta)
9784063191080	Gift（1）	4	gift-2006	gift-2009	1		NDL要(meta)
9784063191097	Gift（2）	4	gift-2006	gift-2002	2		NDL要(meta)
9784063191097	Gift（2）	4	gift-2006	gift-2009	2		NDL要(meta)
9784063194333	Yoh（1）	1	yoh	you-2003	1		NDL要(meta)
9784063194500	Yoh（2）	1	yoh	you-2003	2		NDL要(meta)
9784063217186	サムライスピリッツ（1）	1	samurai-spirits	samurai-spirits-1995	1		NDL要(meta)
9784063217384	サムライスピリッツ（2）	1	samurai-spirits	samurai-spirits-1995	2		NDL要(meta)
9784063287592	ジパング（4）	1	zipang	jipang	4		NDL要(meta)
9784063287752	ジパング（5）	1	zipang	jipang	5		NDL要(meta)
9784063287998	ジパング（6）	1	zipang	jipang	6		NDL要(meta)
9784063288162	ジパング（7）	1	zipang	jipang	7		NDL要(meta)
9784063288322	ジパング（8）	1	zipang	jipang	8		NDL要(meta)
9784063288520	ジパング（9）	1	zipang	jipang	9		NDL要(meta)
9784063288735	ジパング（10）	1	zipang	jipang	10		NDL要(meta)
9784063288889	ジパング（11）	1	zipang	jipang	11		NDL要(meta)
9784063288995	ジパング（12）	1	zipang	jipang	12		NDL要(meta)
9784063289183	ジパング（13）	1	zipang	jipang	13		NDL要(meta)
9784063289381	ジパング（14）	1	zipang	jipang	14		NDL要(meta)
9784063289596	ジパング（15）	1	zipang	jipang	15		NDL要(meta)
9784063289848	ジパング（16）	1	zipang	jipang	16		NDL要(meta)
9784063344295	稲作	2	inasaku	boku-to-ohiru-o	1		NDL要(meta)
9784063344295	稲作	2	inasaku	boku-to-ohiru-o	1		NDL要(meta)
9784063347784	機動戦士ガンダムSEED（1）	1	mobile-suit-gundam-seed	mobile-suit-gundam-f90	1		NDL要(meta)
9784063347937	機動戦士ガンダムSEED（2）	1	mobile-suit-gundam-seed	mobile-suit-gundam-f90	2		NDL要(meta)
9784063349962	ベステイア（4）	1	besuteia	ryuugetsushou	4		NDL要(meta)
9784063351088	流月抄（1）	1	ryuugetsushou	besuteia	1		NDL要(meta)
9784063351149	流月抄（2）	1	ryuugetsushou	besuteia	2		NDL要(meta)
9784063351200	流月抄（3）	1	ryuugetsushou	besuteia	3		NDL要(meta)
9784063366822	Ringo（1）	1	ringo	ringo-takamochi	1		NDL要(meta)
9784063367133	Ringo（2）	1	ringo	ringo-takamochi	2		NDL要(meta)
9784063367270	Ringo（3）	1	ringo	ringo-takamochi	3		NDL要(meta)
9784063373073	ゴン（4）	1	gon	gon-selection	4		NDL要(meta)
9784063373691	ゴン（5）	1	gon	gon-selection	5		NDL要(meta)
9784063373967	ゴン（6）	1	gon	gon-selection	6		NDL要(meta)
9784063374889	ゴン（7）	1	gon	gon-selection	7		NDL要(meta)
9784063406689	ガール（2）	1	girl	girl-1990	2		NDL要(meta)
9784063523713	ICHI（6）	1	ichi	1-yamamoto-1993	6		NDL要(meta)
9784063523744	ICHI（7）	1	ichi	1-yamamoto-1993	7		NDL要(meta)
9784063640434	Happy　birthday	1	happy-birthday-2004	happy-birthday-komikku	1		NDL要(meta)
9784063705362	Oh！　my　ダーリン　（1）	1	oh-my-darling	darling-2008	1		NDL要(meta)
9784063705423	Oh！　my　ダーリン　（5）　＜完＞	1	oh-my-darling	darling-2008	5		NDL要(meta)
9784063708806	ジパング（4）	1	zipang	jipang	4		NDL要(meta)
9784063708813	ジパング（5）	1	zipang	jipang	5		NDL要(meta)
9784063708820	ジパング（6）	1	zipang	jipang	6		NDL要(meta)
9784063708837	ジパング（7）	1	zipang	jipang	7		NDL要(meta)
9784063708844	ジパング（8）	1	zipang	jipang	8		NDL要(meta)
9784063708851	ジパング（9）	1	zipang	jipang	9		NDL要(meta)
9784063708868	ジパング（10）	1	zipang	jipang	10		NDL要(meta)
9784063709001	ジパング（11）	1	zipang	jipang	11		NDL要(meta)
9784063709018	ジパング（12）	1	zipang	jipang	12		NDL要(meta)
9784063709025	ジパング（13）	1	zipang	jipang	13		NDL要(meta)
9784063709032	ジパング（14）	1	zipang	jipang	14		NDL要(meta)
9784063709124	ジパング（15）	1	zipang	jipang	15		NDL要(meta)
9784063709131	ジパング（16）	1	zipang	jipang	16		NDL要(meta)
9784063709155	ジパング（17）	1	zipang	jipang	17		NDL要(meta)
9784063709162	ジパング（18）	1	zipang	jipang	18		NDL要(meta)
9784063709216	ジパング（19）	1	zipang	jipang	19		NDL要(meta)
9784063709223	ジパング（20）	1	zipang	jipang	20		NDL要(meta)
9784063709230	ジパング（21）	1	zipang	jipang	21		NDL要(meta)
9784063709247	ジパング（22）	1	zipang	jipang	22		NDL要(meta)
9784063722741	Samurai　7（下）	1	samurai-7	samurai-japan	3		NDL要(meta)
9784063724011	ジパング（17）	1	zipang	jipang	17		NDL要(meta)
9784063724189	ジパング（18）	1	zipang	jipang	18		NDL要(meta)
9784063724400	ジパング（19）	1	zipang	jipang	19		NDL要(meta)
9784063724639	ジパング（20）	1	zipang	jipang	20		NDL要(meta)
9784063724820	ジパング（21）	1	zipang	jipang	21		NDL要(meta)
9784063725025	ジパング（22）	1	zipang	jipang	22		NDL要(meta)
9784063725087	ジパング（23）	1	zipang	jipang	23		NDL要(meta)
9784063725339	ジパング（24）	1	zipang	jipang	24		NDL要(meta)
9784063725476	ジパング（25）	1	zipang	jipang	25		NDL要(meta)
9784063725605	ジパング（26）	1	zipang	jipang	26		NDL要(meta)
9784063725711	ジパング（27）	1	zipang	jipang	27		NDL要(meta)
9784063725810	ジパング（28）	1	zipang	jipang	28		NDL要(meta)
9784063725964	ジパング（29）	1	zipang	jipang	29		NDL要(meta)
9784063726114	ジパング（30）	1	zipang	jipang	30		NDL要(meta)
9784063726275	ジパング（31）	1	zipang	jipang	31		NDL要(meta)
9784063726312	ジパング（32）	1	zipang	jipang	32		NDL要(meta)
9784063726503	ジパング（33）	1	zipang	jipang	33		NDL要(meta)
9784063726633	ジパング（34）	1	zipang	jipang	34		NDL要(meta)
9784063726787	ジパング（35）	1	zipang	jipang	35		NDL要(meta)
9784063727142	ジパング（36）	1	zipang	jipang	36		NDL要(meta)
9784063727371	ジパング（37）	1	zipang	jipang	37		NDL要(meta)
9784063727586	ジパング（38）	1	zipang	jipang	38		NDL要(meta)
9784063727739	ジパング（39）	1	zipang	jipang	39		NDL要(meta)
9784063727876	ジパング（40）	1	zipang	jipang	40		NDL要(meta)
9784063727982	ジパング（41）	1	zipang	jipang	41		NDL要(meta)
9784063728378	ジパング（42）	1	zipang	jipang	42		NDL要(meta)
9784063728552	ジパング（43）	1	zipang	jipang	43		NDL要(meta)
9784063885491	グラゼニ〜東京ドーム編〜（5）	1	gurazeni-tokyo-doomuhen	gurazeni-pa-riiguhen	5		NDL要(meta)
9784063885842	グラゼニ〜東京ドーム編〜（6）	1	gurazeni-tokyo-doomuhen	gurazeni-pa-riiguhen	6		NDL要(meta)
9784063886207	グラゼニ〜東京ドーム編〜（7）	1	gurazeni-tokyo-doomuhen	gurazeni-pa-riiguhen	7		NDL要(meta)
9784063886429	グラゼニ〜東京ドーム編〜（8）	1	gurazeni-tokyo-doomuhen	gurazeni-pa-riiguhen	8		NDL要(meta)
9784063886627	グラゼニ〜東京ドーム編〜（9）	1	gurazeni-tokyo-doomuhen	gurazeni-pa-riiguhen	9		NDL要(meta)
9784063886955	グラゼニ〜東京ドーム編〜（10）	1	gurazeni-tokyo-doomuhen	gurazeni-pa-riiguhen	10		NDL要(meta)
9784063887273	グラゼニ〜東京ドーム編〜（11）	1	gurazeni-tokyo-doomuhen	gurazeni-pa-riiguhen	11		NDL要(meta)
9784065102138	グラゼニ〜東京ドーム編〜（12）	1	gurazeni-tokyo-doomuhen	gurazeni-pa-riiguhen	12		NDL要(meta)
9784065104941	グラゼニ〜東京ドーム編〜（13）	1	gurazeni-tokyo-doomuhen	gurazeni-pa-riiguhen	13		NDL要(meta)
9784065171318	Change！（5）	1	change-2018	change-kitamura-2005	5		NDL要(meta)
9784065181201	Change！（6）	1	change-2018	change-kitamura-2005	6		NDL要(meta)
9784065194355		0	(所有者不明)	hipunoshisu-maiku-division-rap-battle-side-b-b-m-t-c	3		NDL要(meta)
9784065194355		0	(所有者不明)	hipunoshisumaiku	3		NDL要(meta)
9784065248508		0	(所有者不明)	hipunoshisu-maiku-division-rap-battle-side-b-b-m-t-c	4		NDL要(meta)
9784065248508		0	(所有者不明)	hipunoshisumaiku	4		NDL要(meta)
9784065262801		0	(所有者不明)	hipunoshisu-maiku-division-rap-battle-side-b-b-m-t-c	5		NDL要(meta)
9784065262801		0	(所有者不明)	hipunoshisumaiku	5		NDL要(meta)
9784086178211	イマジン（1）	1	imagine	imagine-29	1		NDL要(meta)
9784086178228	イマジン（2）	1	imagine	imagine-29	2		NDL要(meta)
9784086178235	イマジン（3）	1	imagine	imagine-29	3		NDL要(meta)
9784086178242	イマジン（4）	1	imagine	imagine-29	4		NDL要(meta)
9784086178259	イマジン（5）	1	imagine	imagine-29	5		NDL要(meta)
9784086178266	イマジン（6）	1	imagine	imagine-29	6		NDL要(meta)
9784086178273	イマジン（7）	1	imagine	imagine-29	7		NDL要(meta)
9784086180634	DRAGON QUEST-ダイの大冒険ー 1	1	dragon-quest-dai-no-daibouken	dragon-quest-daino-daibouken	1		NDL要(meta)
9784086180634	DRAGON QUEST-ダイの大冒険ー 1	1	dragon-quest-dai-no-daibouken	dragon-quest	1		NDL要(meta)
9784086180641	DRAGON　QUEST-ダイの大冒険ー（2（集結の章　1）	1	dragon-quest-dai-no-daibouken	dragon-quest-daino-daibouken	2		NDL要(meta)
9784086180658	DRAGON　QUEST-ダイの大冒険ー（3（集結の章　2）	1	dragon-quest-dai-no-daibouken	dragon-quest-daino-daibouken	3		NDL要(meta)
9784086180658	DRAGON　QUEST-ダイの大冒険ー（3（集結の章　2）	1	dragon-quest-dai-no-daibouken	dragon-quest	3		NDL要(meta)
9784086180665	DRAGON QUEST-ダイの大冒険ー 4	1	dragon-quest-dai-no-daibouken	dragon-quest-daino-daibouken	4		NDL要(meta)
9784086180665	DRAGON QUEST-ダイの大冒険ー 4	1	dragon-quest-dai-no-daibouken	dragon-quest	4		NDL要(meta)
9784086180672	DRAGON QUEST-ダイの大冒険ー 5	1	dragon-quest-dai-no-daibouken	dragon-quest-daino-daibouken	5		NDL要(meta)
9784086180689	DRAGON　QUEST-ダイの大冒険ー（6（宿命の章　1）	1	dragon-quest-dai-no-daibouken	dragon-quest-daino-daibouken	6		NDL要(meta)
9784086180689	DRAGON　QUEST-ダイの大冒険ー（6（宿命の章　1）	1	dragon-quest-dai-no-daibouken	dragon-quest	6		NDL要(meta)
9784086180696	DRAGON　QUEST-ダイの大冒険ー（7（宿命の章　2）	1	dragon-quest-dai-no-daibouken	dragon-quest-daino-daibouken	7		NDL要(meta)
9784086180702	DRAGON QUEST-ダイの大冒険ー 8	1	dragon-quest-dai-no-daibouken	dragon-quest-daino-daibouken	8		NDL要(meta)
9784086180719	DRAGON　QUEST-ダイの大冒険ー（9（聖剣の章　1）	1	dragon-quest-dai-no-daibouken	dragon-quest-daino-daibouken	9		NDL要(meta)
9784086180726	DRAGON　QUEST-ダイの大冒険ー（10（聖剣の章　2	1	dragon-quest-dai-no-daibouken	dragon-quest-daino-daibouken	10		NDL要(meta)
9784086180733	DRAGON QUEST-ダイの大冒険ー 11	1	dragon-quest-dai-no-daibouken	dragon-quest-daino-daibouken	11		NDL要(meta)
9784086180733	DRAGON QUEST-ダイの大冒険ー 11	1	dragon-quest-dai-no-daibouken	dragon-quest	11		NDL要(meta)
9784086180740	DRAGON QUEST-ダイの大冒険ー 12	1	dragon-quest-dai-no-daibouken	dragon-quest-daino-daibouken	12		NDL要(meta)
9784086180757	DRAGON QUEST-ダイの大冒険ー 13	1	dragon-quest-dai-no-daibouken	dragon-quest-daino-daibouken	13		NDL要(meta)
9784086180764	DRAGON　QUEST-ダイの大冒険ー（14（試練の章　1	1	dragon-quest-dai-no-daibouken	dragon-quest-daino-daibouken	14		NDL要(meta)
9784086180771	DRAGON QUEST-ダイの大冒険ー 15	1	dragon-quest-dai-no-daibouken	dragon-quest-daino-daibouken	15		NDL要(meta)
9784086180788	DRAGON　QUEST-ダイの大冒険ー（16（光輪の章　1	1	dragon-quest-dai-no-daibouken	dragon-quest-daino-daibouken	16		NDL要(meta)
9784086180788	DRAGON　QUEST-ダイの大冒険ー（16（光輪の章　1	1	dragon-quest-dai-no-daibouken	dragon-quest	16		NDL要(meta)
9784086180795	DRAGON　QUEST-ダイの大冒険ー（17（光輪の章　2	1	dragon-quest-dai-no-daibouken	dragon-quest-daino-daibouken	17		NDL要(meta)
9784086180795	DRAGON　QUEST-ダイの大冒険ー（17（光輪の章　2	1	dragon-quest-dai-no-daibouken	dragon-quest	17		NDL要(meta)
9784086180801	DRAGON　QUEST-ダイの大冒険ー（18（光輪の章　3	1	dragon-quest-dai-no-daibouken	dragon-quest-daino-daibouken	18		NDL要(meta)
9784086180801	DRAGON　QUEST-ダイの大冒険ー（18（光輪の章　3	1	dragon-quest-dai-no-daibouken	dragon-quest	18		NDL要(meta)
9784086180818	DRAGON QUEST-ダイの大冒険ー 19	1	dragon-quest-dai-no-daibouken	dragon-quest-daino-daibouken	19		NDL要(meta)
9784086180818	DRAGON QUEST-ダイの大冒険ー 19	1	dragon-quest-dai-no-daibouken	dragon-quest	19		NDL要(meta)
9784086180825	DRAGON QUEST-ダイの大冒険ー 20	1	dragon-quest-dai-no-daibouken	dragon-quest-daino-daibouken	20		NDL要(meta)
9784086180825	DRAGON QUEST-ダイの大冒険ー 20	1	dragon-quest-dai-no-daibouken	dragon-quest	20		NDL要(meta)
9784086180832	DRAGON　QUEST-ダイの大冒険ー（21（血戦の章　3	1	dragon-quest-dai-no-daibouken	dragon-quest-daino-daibouken	21		NDL要(meta)
9784086180832	DRAGON　QUEST-ダイの大冒険ー（21（血戦の章　3	1	dragon-quest-dai-no-daibouken	dragon-quest	21		NDL要(meta)
9784086180849	DRAGON　QUEST-ダイの大冒険ー（22（閃光の章））	1	dragon-quest-dai-no-daibouken	dragon-quest-daino-daibouken	22		NDL要(meta)
9784086180849	DRAGON　QUEST-ダイの大冒険ー（22（閃光の章））	1	dragon-quest-dai-no-daibouken	dragon-quest	22		NDL要(meta)
9784086185325	NINKU -忍空ー 1	2	ninku-kazu-2006	ninkuu-2nd-stage	1		NDL要(meta)
9784086185325	NINKU -忍空ー 1	2	ninku-kazu-2006	ninkuu-zero	1		NDL要(meta)
9784086185332	NINKU -忍空ー 2	2	ninku-kazu-2006	ninkuu-2nd-stage	2		NDL要(meta)
9784086185332	NINKU -忍空ー 2	2	ninku-kazu-2006	ninkuu-zero	2		NDL要(meta)
9784086185349	NINKU -忍空ー 3	2	ninku-kazu-2006	ninkuu-2nd-stage	3		NDL要(meta)
9784086185349	NINKU -忍空ー 3	2	ninku-kazu-2006	ninkuu-zero	3		NDL要(meta)
9784086185356	NINKU -忍空ー 4	2	ninku-kazu-2006	ninkuu-2nd-stage	4		NDL要(meta)
9784086185356	NINKU -忍空ー 4	2	ninku-kazu-2006	ninkuu-zero	4		NDL要(meta)
9784086185363	NINKU -忍空ー 5	2	ninku-kazu-2006	ninkuu-2nd-stage	5		NDL要(meta)
9784086185363	NINKU -忍空ー 5	2	ninku-kazu-2006	ninkuu-zero	5		NDL要(meta)
9784086185370	NINKU -忍空ー 6	2	ninku-kazu-2006	ninkuu-2nd-stage	6		NDL要(meta)
9784086185370	NINKU -忍空ー 6	2	ninku-kazu-2006	ninkuu-zero	6		NDL要(meta)
9784086188999	眠兎	1	mint	mint-1997	1		NDL要(meta)
9784087820577	おくさまは女子高生（2）	1	oku-sama-wa-joshikousei	hiyoko-brand	2		NDL要(meta)
9784087820638	おくさまは女子高生（3）	1	oku-sama-wa-joshikousei	hiyoko-brand	3		NDL要(meta)
9784087820744	おくさまは女子高生（4）	1	oku-sama-wa-joshikousei	hiyoko-brand	4		NDL要(meta)
9784087820799	おくさまは女子高生（5）	1	oku-sama-wa-joshikousei	hiyoko-brand	5		NDL要(meta)
9784087820911	おくさまは女子高生（6）	1	oku-sama-wa-joshikousei	hiyoko-brand	6		NDL要(meta)
9784087820942	おくさまは女子高生（7）	1	oku-sama-wa-joshikousei	hiyoko-brand	7		NDL要(meta)
9784087820980	おくさまは女子高生（8）	1	oku-sama-wa-joshikousei	hiyoko-brand	8		NDL要(meta)
9784087821444	おくさまは女子高生（9）	1	oku-sama-wa-joshikousei	hiyoko-brand	9		NDL要(meta)
9784087821475	おくさまは女子高生（10）	1	oku-sama-wa-joshikousei	hiyoko-brand	10		NDL要(meta)
9784087821512	おくさまは女子高生（11）	1	oku-sama-wa-joshikousei	hiyoko-brand	11		NDL要(meta)
9784087821543	おくさまは女子高生（12）	1	oku-sama-wa-joshikousei	hiyoko-brand	12		NDL要(meta)
9784087821567	おくさまは女子高生（13）	1	oku-sama-wa-joshikousei	hiyoko-brand	13		NDL要(meta)
9784087823684	ペルソナ（1）新装版	1	persona-2001	persona-1998	1		NDL要(meta)
9784087823691	ペルソナ（2）新装版	1	persona-2001	persona-1998	2		NDL要(meta)
9784087826982	おくさまは女子高生（1）	1	oku-sama-wa-joshikousei	hiyoko-brand	1		NDL要(meta)
9784087851502	レッスン	1	lesson-2000	lesson	1		NDL要(meta)
9784087925609	ドラゴンクエスト ダイの大冒険 新装彩録版 1	2	dragon-quest-daino-daibouken	dragon-quest-dai-no-daibouken	1		NDL要(meta)
9784087925616	ドラゴンクエスト ダイの大冒険 新装彩録版 2	2	dragon-quest-daino-daibouken	dragon-quest-dai-no-daibouken	2		NDL要(meta)
9784087925623	ドラゴンクエスト ダイの大冒険 新装彩録版 3	2	dragon-quest-daino-daibouken	dragon-quest-dai-no-daibouken	3		NDL要(meta)
9784087925630	ドラゴンクエスト ダイの大冒険 新装彩録版 4	2	dragon-quest-daino-daibouken	dragon-quest-dai-no-daibouken	4		NDL要(meta)
9784087925647	ドラゴンクエスト ダイの大冒険 新装彩録版 5	2	dragon-quest-daino-daibouken	dragon-quest-dai-no-daibouken	5		NDL要(meta)
9784087925654	ドラゴンクエスト ダイの大冒険 新装彩録版 6	2	dragon-quest-daino-daibouken	dragon-quest-dai-no-daibouken	6		NDL要(meta)
9784087925661	ドラゴンクエスト ダイの大冒険 新装彩録版 7	2	dragon-quest-daino-daibouken	dragon-quest-dai-no-daibouken	7		NDL要(meta)
9784087925678	ドラゴンクエスト ダイの大冒険 新装彩録版 8	2	dragon-quest-daino-daibouken	dragon-quest-dai-no-daibouken	8		NDL要(meta)
9784087925685	ドラゴンクエスト ダイの大冒険 新装彩録版 9	2	dragon-quest-daino-daibouken	dragon-quest-dai-no-daibouken	9		NDL要(meta)
9784087925692	ドラゴンクエスト ダイの大冒険 新装彩録版 10	2	dragon-quest-daino-daibouken	dragon-quest-dai-no-daibouken	10		NDL要(meta)
9784087925708	ドラゴンクエスト ダイの大冒険 新装彩録版 11	2	dragon-quest-daino-daibouken	dragon-quest-dai-no-daibouken	11		NDL要(meta)
9784087925715	ドラゴンクエスト ダイの大冒険 新装彩録版 12	2	dragon-quest-daino-daibouken	dragon-quest-dai-no-daibouken	12		NDL要(meta)
9784087925722	ドラゴンクエスト ダイの大冒険 新装彩録版 13	2	dragon-quest-daino-daibouken	dragon-quest-dai-no-daibouken	13		NDL要(meta)
9784087925739	ドラゴンクエスト ダイの大冒険 新装彩録版 14	2	dragon-quest-daino-daibouken	dragon-quest-dai-no-daibouken	14		NDL要(meta)
9784087925746	ドラゴンクエスト ダイの大冒険 新装彩録版 15	2	dragon-quest-daino-daibouken	dragon-quest-dai-no-daibouken	15		NDL要(meta)
9784087925753	ドラゴンクエスト ダイの大冒険 新装彩録版 16	2	dragon-quest-daino-daibouken	dragon-quest-dai-no-daibouken	16		NDL要(meta)
9784087925760	ドラゴンクエスト ダイの大冒険 新装彩録版 17	2	dragon-quest-daino-daibouken	dragon-quest-dai-no-daibouken	17		NDL要(meta)
9784087925777	ドラゴンクエスト ダイの大冒険 新装彩録版 18	2	dragon-quest-daino-daibouken	dragon-quest-dai-no-daibouken	18		NDL要(meta)
9784087925784	ドラゴンクエスト ダイの大冒険 新装彩録版 19	2	dragon-quest-daino-daibouken	dragon-quest-dai-no-daibouken	19		NDL要(meta)
9784087925791	ドラゴンクエスト ダイの大冒険 新装彩録版 20	2	dragon-quest-daino-daibouken	dragon-quest-dai-no-daibouken	20		NDL要(meta)
9784087925807	ドラゴンクエスト ダイの大冒険 新装彩録版 21	2	dragon-quest-daino-daibouken	dragon-quest-dai-no-daibouken	21		NDL要(meta)
9784087925814	ドラゴンクエスト ダイの大冒険 新装彩録版 22	2	dragon-quest-daino-daibouken	dragon-quest-dai-no-daibouken	22		NDL要(meta)
9784087925821	ドラゴンクエスト ダイの大冒険 新装彩録版 23	2	dragon-quest-daino-daibouken	dragon-quest-dai-no-daibouken	23		NDL要(meta)
9784087925838	ドラゴンクエスト ダイの大冒険 新装彩録版 24	2	dragon-quest-daino-daibouken	dragon-quest-dai-no-daibouken	24		NDL要(meta)
9784087925845	ドラゴンクエスト ダイの大冒険 新装彩録版 25	2	dragon-quest-daino-daibouken	dragon-quest-dai-no-daibouken	25		NDL要(meta)
9784088460345	ファイブ（4）	1	five	5-2000	4		NDL要(meta)
9784088461441	ファイブ（6）	1	five	5-2000	6		NDL要(meta)
9784088462066	ファイブ（7）	1	five	5-2000	7		NDL要(meta)
9784088462677	ファイブ（8）	1	five	5-2000	8		NDL要(meta)
9784088462981	ファイブ（9）	1	five	5-2000	9		NDL要(meta)
9784088463582	ファイブ（10）	1	five	5-2000	10		NDL要(meta)
9784088464084	ファイブ（11）	1	five	5-2000	11		NDL要(meta)
9784088464466	ファイブ（12）	1	five	5-2000	12		NDL要(meta)
9784088465074	ファイブ（13）	1	five	5-2000	13		NDL要(meta)
9784088465708	ファイブ（14）	1	five	5-2000	14		NDL要(meta)
9784088466569	ファイブ（15）	1	five	5-2000	15		NDL要(meta)
