slug	title	edition	vol	isbn	rakuten_title	rakuten_core
disney-twisted-wonderland-the-comic	ディズニーツイステッドワンダーランドザコミック	standard	2	9784757578234	Disney Twisted-Wonderland The Comic Epis	disneytwistedwonderl
disney-twisted-wonderland-the-comic	ディズニーツイステッドワンダーランドザコミック	standard	3	9784757580473	Disney Twisted-Wonderland The Comic Epis	disneytwistedwonderl
disney-twisted-wonderland-the-comic	ディズニーツイステッドワンダーランドザコミック	standard	4	9784757583269	Disney Twisted-Wonderland The Comic Epis	disneytwistedwonderl
dog-soldier	DOG SOLDIER	standard	1	9784088611440	ドッグソルジャー（1）	ドッグソルジャ
dog-soldier	DOG SOLDIER	standard	2	9784088611457	ドッグソルジャー（2）	ドッグソルジャ
dog-soldier	DOG SOLDIER	standard	3	9784088611464	ドッグソルジャー（3）	ドッグソルジャ
dog-soldier	DOG SOLDIER	standard	4	9784088611471	ドッグソルジャー（4）	ドッグソルジャ
dog-soldier	DOG SOLDIER	standard	5	9784088611488	ドッグソルジャー（5）	ドッグソルジャ
dog-soldier	DOG SOLDIER	standard	6	9784088611495	ドッグソルジャー（6）	ドッグソルジャ
dog-soldier	DOG SOLDIER	standard	7	9784088611501	ドッグソルジャー（7）	ドッグソルジャ
dog-soldier	DOG SOLDIER	standard	8	9784088612317	ドッグソルジャー（8）	ドッグソルジャ
dog-soldier	DOG SOLDIER	standard	9	9784088612324	ドッグソルジャー（9）	ドッグソルジャ
dog-soldier	DOG SOLDIER	standard	10	9784088612331	ドッグソルジャー（10）	ドッグソルジャ
dog-soldier	DOG SOLDIER	standard	11	9784088612348	ドッグソルジャー（11）	ドッグソルジャ
dog-soldier	DOG SOLDIER	standard	12	9784088612355	ドッグソルジャー（12）	ドッグソルジャ
dogs-bullets-and-carnage	ドッグス/バレッツ＆カーネイジ	standard	1	9784088770765	DOGS　BULLETS　＆　CARNAGE（1）	dogsbulletscarnage
dogs-bullets-and-carnage	ドッグス/バレッツ＆カーネイジ	standard	2	9784088773186	DOGS／BULLETS＆CARNAGE（2）	dogsbulletscarnage
dogs-bullets-and-carnage	ドッグス/バレッツ＆カーネイジ	standard	3	9784088774718	DOGS／BULLETS＆CARNAGE（3）	dogsbulletscarnage
dogs-bullets-and-carnage	ドッグス/バレッツ＆カーネイジ	standard	4	9784088776569	DOGS　BULLETS　＆　CARNAGE（4）	dogsbulletscarnage
dogs-bullets-and-carnage	ドッグス/バレッツ＆カーネイジ	standard	5	9784088778341	DOGS　BULLETS　＆　CARNAGE（5）	dogsbulletscarnage
dogs-bullets-and-carnage	ドッグス/バレッツ＆カーネイジ	standard	6	9784088791111	DOGS　BULLETS　＆　CARNAGE（6）	dogsbulletscarnage
dome-children	DOME CHILDREN	standard	1	9784757507364	ド-ムチルドレン（1）	ドムチルドレン
dome-children	DOME CHILDREN	standard	2	9784757509023	ド-ムチルドレン（2）	ドムチルドレン
doragu-kyouryuuken	ドラグ恐竜剣	standard	1	9784344802926	若草一家でいこう	若草一家デイコウ
dorei-ni-ochita-himegimi	奴隷に堕ちた姫君	standard	1	9784821176861	まんがグリム童話（奴隷に堕ちた姫君）	マンガグリム童話
doronko-sensei	どろんこ先生	standard	1	9784061732780	手塚治虫漫画全集（278）	手塚治虫漫画全集
double-asuka	ダブル・アスカ	standard	1	9784403613487	ASUKA2（1）	asuka2
doubles-1992	Doubles	standard	1	9784088492940	ダブルス	ダブルス
doubt-tonogai-2008	Doubt	aizoban	1	9784087927054	ダウト	ダウト
doughnuts-books	Doughnuts books	standard	16	9784575960174	いしいひさいち選集（16）	イシイヒサイチ選集
doughnuts-books	Doughnuts books	standard	17	9784575960204	いしいひさいち選集（17）	イシイヒサイチ選集
doughnuts-books	Doughnuts books	standard	18	9784575960211	いしいひさいち選集（18）	イシイヒサイチ選集
doughnuts-books	Doughnuts books	standard	19	9784575960235	いしいひさいち選集（19）	イシイヒサイチ選集
doughnuts-books	Doughnuts books	standard	21	9784575960259	いしいひさいち選集（21）	イシイヒサイチ選集
doughnuts-books	Doughnuts books	standard	22	9784575960266	いしいひさいち選集（22）	イシイヒサイチ選集
doughnuts-books	Doughnuts books	standard	23	9784575960273	いしいひさいち選集（23）	イシイヒサイチ選集
doughnuts-books	Doughnuts books	standard	24	9784575960280	いしいひさいち選集（24）	イシイヒサイチ選集
doughnuts-books	Doughnuts books	standard	25	9784575960297	いしいひさいち選集（25）	イシイヒサイチ選集
doughnuts-books	Doughnuts books	standard	26	9784575960303	いしいひさいち選集（26）	イシイヒサイチ選集
doughnuts-books	Doughnuts books	standard	27	9784575960310	いしいひさいち選集（27）	イシイヒサイチ選集
doughnuts-books	Doughnuts books	standard	29	9784575960334	いしいひさいち選集（29）	イシイヒサイチ選集
doughnuts-books	Doughnuts books	standard	34	9784575960587	いしいひさいち選集（34）	イシイヒサイチ選集
doujin-sakka-collection	同人作家コレクション	standard	1	9784893931276	上田信舟・藤たまき	上田信舟藤タマキ
dr-typhoon-1996	Dr.Typhoon	wideban	2	9784575934564	Dr．タイフーン（ワイド版）（2）	dr.タイフン
dr-typhoon-1996	Dr.Typhoon	standard	3	9784575934601	Dr．タイフーン（ワイド版）（3）	dr.タイフン
dr-typhoon-1996	Dr.Typhoon	standard	5	9784575934694	Dr．タイフーン（ワイド版）（5）	dr.タイフン
dr-typhoon-1996	Dr.Typhoon	standard	6	9784575934731	Dr．タイフーン（ワイド版）（6）	dr.タイフン
dr-typhoon-1996	Dr.Typhoon	standard	8	9784575934830	Dr．タイフーン（ワイド版）（8）	dr.タイフン
dragon-ball	ドラゴンボール	standard	1	9784088518312	DRAGON BALL 1	dragonball1
dragon-ball	ドラゴンボール	standard	2	9784088518329	DRAGON BALL 2	dragonball2
dragon-ball	ドラゴンボール	standard	3	9784088518336	DRAGON BALL 3	dragonball3
dragon-ball	ドラゴンボール	standard	4	9784088518343	DRAGON BALL 4	dragonball4
dragon-ball	ドラゴンボール	standard	5	9784088518350	DRAGON BALL 5	dragonball5
dragon-ball	ドラゴンボール	standard	6	9784088518367	DRAGON BALL 6	dragonball6
dragon-ball	ドラゴンボール	standard	7	9784088518374	DRAGON BALL 7	dragonball7
dragon-ball	ドラゴンボール	standard	8	9784088518381	DRAGON BALL 8	dragonball8
dragon-ball	ドラゴンボール	standard	9	9784088518398	DRAGON BALL 9	dragonball9
dragon-ball	ドラゴンボール	standard	10	9784088518404	DRAGON BALL 10	dragonball10
dragon-ball	ドラゴンボール	standard	11	9784088516080	DRAGON BALL 11	dragonball11
dragon-ball	ドラゴンボール	standard	12	9784088516097	DRAGON BALL 12	dragonball12
dragon-ball	ドラゴンボール	standard	13	9784088516103	DRAGON BALL 13	dragonball13
dragon-ball	ドラゴンボール	standard	14	9784088516110	DRAGON BALL 14	dragonball14
dragon-ball	ドラゴンボール	standard	15	9784088516127	DRAGON BALL 15	dragonball15
dragon-ball	ドラゴンボール	standard	16	9784088516134	DRAGON BALL 16	dragonball16
dragon-ball	ドラゴンボール	standard	17	9784088516141	DRAGON BALL 17	dragonball17
dragon-ball	ドラゴンボール	standard	18	9784088516158	DRAGON BALL 18	dragonball18
dragon-ball	ドラゴンボール	standard	19	9784088516165	DRAGON BALL 19	dragonball19
dragon-ball	ドラゴンボール	standard	20	9784088516172	DRAGON BALL 20	dragonball20
dragon-ball	ドラゴンボール	standard	21	9784088516189	DRAGON BALL 21	dragonball21
dragon-ball	ドラゴンボール	standard	22	9784088516196	DRAGON BALL 22	dragonball22
dragon-ball	ドラゴンボール	standard	23	9784088516202	DRAGON BALL 23	dragonball23
dragon-ball	ドラゴンボール	standard	24	9784088514147	DRAGON BALL 24	dragonball24
dragon-ball	ドラゴンボール	standard	25	9784088514154	DRAGON BALL 25	dragonball25
dragon-ball	ドラゴンボール	standard	26	9784088514161	DRAGON BALL 26	dragonball26
dragon-ball	ドラゴンボール	standard	27	9784088514178	DRAGON BALL 27	dragonball27
dragon-ball	ドラゴンボール	standard	28	9784088514185	DRAGON BALL 28	dragonball28
dragon-ball	ドラゴンボール	standard	29	9784088514192	DRAGON BALL 29	dragonball29
dragon-ball	ドラゴンボール	standard	30	9784088514208	DRAGON BALL 30	dragonball30
dragon-ball	ドラゴンボール	standard	31	9784088516868	DRAGON BALL 31	dragonball31
dragon-ball	ドラゴンボール	standard	32	9784088516875	DRAGON BALL 32	dragonball32
dragon-ball	ドラゴンボール	standard	33	9784088516882	DRAGON BALL 33	dragonball33
dragon-ball	ドラゴンボール	standard	34	9784088516899	DRAGON BALL 34	dragonball34
dragon-ball	ドラゴンボール	standard	35	9784088517001	DRAGON BALL 35	dragonball35
dragon-ball	ドラゴンボール	standard	36	9784088514956	DRAGON BALL 36	dragonball36
dragon-ball	ドラゴンボール	standard	37	9784088514963	DRAGON BALL 37	dragonball37
dragon-ball	ドラゴンボール	standard	38	9784088514970	DRAGON BALL 38	dragonball38
dragon-ball	ドラゴンボール	standard	39	9784088514987	DRAGON BALL 39	dragonball39
dragon-ball	ドラゴンボール	standard	40	9784088514994	DRAGON BALL 40	dragonball40
dragon-ball	ドラゴンボール	standard	41	9784088515007	DRAGON BALL 41	dragonball41
dragon-ball	ドラゴンボール	standard	42	9784088510903	DRAGON BALL 42	dragonball42
dragon-knight4	Dragon Knight4	standard	1	9784073058281	ドラゴンナイト4（chapter　1）	ドラゴンナイト4
dragon-knight4	Dragon Knight4	standard	2	9784073092988	ドラゴンナイト4（chapter　2）	ドラゴンナイト4
dragon-knight4	Dragon Knight4	standard	3	9784840213448	ドラゴンナイト4（3）	ドラゴンナイト4
dragon-quest-dai-no-daibouken	Dragon quest-ダイの大冒険	standard	2	9784088710723	ドラゴンクエスト（第2巻）	ドラゴンクエスト
dragon-quest-dai-no-daibouken	Dragon quest-ダイの大冒険	standard	5	9784088710754	ドラゴンクエスト（第5巻）	ドラゴンクエスト
dragon-quest-dai-no-daibouken	Dragon quest-ダイの大冒険	standard	7	9784088710778	ドラゴンクエスト（第7巻）	ドラゴンクエスト
dragon-quest-dai-no-daibouken	Dragon quest-ダイの大冒険	standard	8	9784088710785	ドラゴンクエスト（第8巻）	ドラゴンクエスト
dragon-quest-dai-no-daibouken	Dragon quest-ダイの大冒険	standard	9	9784088710792	ドラゴンクエスト（第9巻）	ドラゴンクエスト
dragon-quest-dai-no-daibouken	Dragon quest-ダイの大冒険	standard	10	9784088710808	ドラゴンクエスト（第10巻）	ドラゴンクエスト
dragon-quest-dai-no-daibouken	Dragon quest-ダイの大冒険	standard	12	9784088711829	ドラゴンクエスト（第12巻）	ドラゴンクエスト
dragon-quest-dai-no-daibouken	Dragon quest-ダイの大冒険	standard	13	9784088711836	ドラゴンクエスト（第13巻）	ドラゴンクエスト
dragon-quest-dai-no-daibouken	Dragon quest-ダイの大冒険	standard	14	9784088711843	ドラゴンクエスト（第14巻）	ドラゴンクエスト
dragon-quest-dai-no-daibouken	Dragon quest-ダイの大冒険	standard	15	9784088711850	ドラゴンクエスト（第15巻）	ドラゴンクエスト
dragon-quest-dai-no-daibouken	Dragon quest-ダイの大冒険	standard	36	9784088722061	ドラゴンクエスト（第36巻）	ドラゴンクエスト
dragon-quest-dai-no-daibouken	Dragon quest-ダイの大冒険	standard	37	9784088722078	ドラゴンクエスト（第37巻）	ドラゴンクエスト
dragon-quest-dai-no-daibouken	Dragon quest-ダイの大冒険	aizoban	1	9784087925609	ドラゴンクエスト ダイの大冒険 新装彩録版 1	ドラゴンクエストダイノ大冒険新装彩録版1
dragon-quest-dai-no-daibouken	Dragon quest-ダイの大冒険	aizoban	2	9784087925616	ドラゴンクエスト ダイの大冒険 新装彩録版 2	ドラゴンクエストダイノ大冒険新装彩録版2
dragon-quest-dai-no-daibouken	Dragon quest-ダイの大冒険	aizoban	3	9784087925623	ドラゴンクエスト ダイの大冒険 新装彩録版 3	ドラゴンクエストダイノ大冒険新装彩録版3
dragon-quest-dai-no-daibouken	Dragon quest-ダイの大冒険	aizoban	4	9784087925630	ドラゴンクエスト ダイの大冒険 新装彩録版 4	ドラゴンクエストダイノ大冒険新装彩録版4
dragon-quest-dai-no-daibouken	Dragon quest-ダイの大冒険	aizoban	5	9784087925647	ドラゴンクエスト ダイの大冒険 新装彩録版 5	ドラゴンクエストダイノ大冒険新装彩録版5
dragon-quest-dai-no-daibouken	Dragon quest-ダイの大冒険	aizoban	6	9784087925654	ドラゴンクエスト ダイの大冒険 新装彩録版 6	ドラゴンクエストダイノ大冒険新装彩録版6
dragon-quest-dai-no-daibouken	Dragon quest-ダイの大冒険	aizoban	7	9784087925661	ドラゴンクエスト ダイの大冒険 新装彩録版 7	ドラゴンクエストダイノ大冒険新装彩録版7
dragon-quest-dai-no-daibouken	Dragon quest-ダイの大冒険	aizoban	8	9784087925678	ドラゴンクエスト ダイの大冒険 新装彩録版 8	ドラゴンクエストダイノ大冒険新装彩録版8
dragon-quest-dai-no-daibouken	Dragon quest-ダイの大冒険	aizoban	9	9784087925685	ドラゴンクエスト ダイの大冒険 新装彩録版 9	ドラゴンクエストダイノ大冒険新装彩録版9
dragon-quest-dai-no-daibouken	Dragon quest-ダイの大冒険	aizoban	10	9784087925692	ドラゴンクエスト ダイの大冒険 新装彩録版 10	ドラゴンクエストダイノ大冒険新装彩録版1
dragon-quest-dai-no-daibouken	Dragon quest-ダイの大冒険	aizoban	11	9784087925708	ドラゴンクエスト ダイの大冒険 新装彩録版 11	ドラゴンクエストダイノ大冒険新装彩録版1
dragon-quest-dai-no-daibouken	Dragon quest-ダイの大冒険	aizoban	12	9784087925715	ドラゴンクエスト ダイの大冒険 新装彩録版 12	ドラゴンクエストダイノ大冒険新装彩録版1
dragon-quest-dai-no-daibouken	Dragon quest-ダイの大冒険	aizoban	13	9784087925722	ドラゴンクエスト ダイの大冒険 新装彩録版 13	ドラゴンクエストダイノ大冒険新装彩録版1
dragon-quest-dai-no-daibouken	Dragon quest-ダイの大冒険	aizoban	14	9784087925739	ドラゴンクエスト ダイの大冒険 新装彩録版 14	ドラゴンクエストダイノ大冒険新装彩録版1
dragon-quest-dai-no-daibouken	Dragon quest-ダイの大冒険	aizoban	15	9784087925746	ドラゴンクエスト ダイの大冒険 新装彩録版 15	ドラゴンクエストダイノ大冒険新装彩録版1
dragon-quest-dai-no-daibouken	Dragon quest-ダイの大冒険	aizoban	16	9784087925753	ドラゴンクエスト ダイの大冒険 新装彩録版 16	ドラゴンクエストダイノ大冒険新装彩録版1
dragon-quest-dai-no-daibouken	Dragon quest-ダイの大冒険	aizoban	17	9784087925760	ドラゴンクエスト ダイの大冒険 新装彩録版 17	ドラゴンクエストダイノ大冒険新装彩録版1
dragon-quest-dai-no-daibouken	Dragon quest-ダイの大冒険	aizoban	18	9784087925777	ドラゴンクエスト ダイの大冒険 新装彩録版 18	ドラゴンクエストダイノ大冒険新装彩録版1
dragon-quest-dai-no-daibouken	Dragon quest-ダイの大冒険	aizoban	19	9784087925784	ドラゴンクエスト ダイの大冒険 新装彩録版 19	ドラゴンクエストダイノ大冒険新装彩録版1
dragon-quest-dai-no-daibouken	Dragon quest-ダイの大冒険	aizoban	20	9784087925791	ドラゴンクエスト ダイの大冒険 新装彩録版 20	ドラゴンクエストダイノ大冒険新装彩録版2
dragon-quest-dai-no-daibouken	Dragon quest-ダイの大冒険	aizoban	21	9784087925807	ドラゴンクエスト ダイの大冒険 新装彩録版 21	ドラゴンクエストダイノ大冒険新装彩録版2
dragon-quest-dai-no-daibouken	Dragon quest-ダイの大冒険	aizoban	22	9784087925814	ドラゴンクエスト ダイの大冒険 新装彩録版 22	ドラゴンクエストダイノ大冒険新装彩録版2
dragon-quest-dai-no-daibouken	Dragon quest-ダイの大冒険	aizoban	23	9784087925821	ドラゴンクエスト ダイの大冒険 新装彩録版 23	ドラゴンクエストダイノ大冒険新装彩録版2
dragon-quest-dai-no-daibouken	Dragon quest-ダイの大冒険	aizoban	24	9784087925838	ドラゴンクエスト ダイの大冒険 新装彩録版 24	ドラゴンクエストダイノ大冒険新装彩録版2
dragon-quest-dai-no-daibouken	Dragon quest-ダイの大冒険	aizoban	25	9784087925845	ドラゴンクエスト ダイの大冒険 新装彩録版 25	ドラゴンクエストダイノ大冒険新装彩録版2
dragon-s-dogma-progress	ドラゴンズドグマプログレス	standard	1	9784592141464	DRAGON’S　DOGMA〜PROGRESS〜（1）	dragon’sdogmaprogres
dragon-s-dogma-progress	ドラゴンズドグマプログレス	standard	2	9784592141471	DRAGON’S　DOGMA〜PROGRESS〜（2）	dragon’sdogmaprogres
dragon-shaft	DRAGON SHAFT	standard	1	9784198300098	ドラゴン・シャフト	ドラゴンシャフト
dream-king	ドリームキングⓇ	standard	1	9784056038811	Dream　king（1）	dreamking
dream-king	ドリームキングⓇ	standard	2	9784056042030	Dream　king（2）	dreamking
dream-king	ドリームキングⓇ	standard	3	9784056044010	Dream　king（3）	dreamking
dream-kiss	夢chu	bunkobon	1	9784091917232	ドリームキッス〔小学館文庫〕（1）	ドリムキッス〔小学館〕
dream-kiss	夢chu	bunkobon	2	9784091917249	ドリームキッス〔小学館文庫〕（2）	ドリムキッス〔小学館〕
dreams	Dreams	bunkobon	1	9784063609486	ドリームス（1）	ドリムス
dreams	Dreams	bunkobon	2	9784063609493	ドリームス（2）	ドリムス
dreams	Dreams	bunkobon	3	9784063609592	ドリームス（3）	ドリムス
dreams	Dreams	bunkobon	4	9784063609608	ドリームス（4）	ドリムス
dreams	Dreams	bunkobon	5	9784063609691	ドリームス（5）	ドリムス
dreams	Dreams	bunkobon	6	9784063609707	ドリームス（6）	ドリムス
dreams	Dreams	bunkobon	7	9784063609776	ドリームス（7）	ドリムス
dreams	Dreams	bunkobon	8	9784063609783	ドリームス（8）	ドリムス
dreams	Dreams	bunkobon	9	9784063609875	ドリームス（9）	ドリムス
dreams	Dreams	bunkobon	10	9784063609882	ドリームス（10）	ドリムス
dreams	Dreams	bunkobon	11	9784063609905	ドリームス（11）	ドリムス
dry-and-heavy	ドライアンドヘビー	standard	1	9784063952773	DRY　＆　HEAVY（01）	dryheavy
dry-and-heavy	ドライアンドヘビー	standard	2	9784063953817	DRY＆HEAVY（2）＜完＞	dryheavy<完>
duds-hunt	DUDS HUNT	standard	1	9784757514478	ダズハント	ダズハント
duel-masters-revolution	デュエル・マスターズレボリューション	standard	1	9784091240439	DUEL　MASTERS　Rev．（1）	duelmastersrev.
duel-masters-revolution	デュエル・マスターズレボリューション	standard	2	9784091241948	DUEL　MASTERS　Rev．（2）	duelmastersrev.
duel-masters-revolution	デュエル・マスターズレボリューション	standard	3	9784091243287	DUEL　MASTERS　Rev．（3）	duelmastersrev.
duel-masters-revolution	デュエル・マスターズレボリューション	standard	4	9784091243775	DUEL　MASTERS　Rev．（4）	duelmastersrev.
duel-masters-revolution	デュエル・マスターズレボリューション	standard	5	9784091244529	DUEL　MASTERS　Rev．（5）	duelmastersrev.
duel-masters	DUEL MASTERS	standard	1	9784091425843	デュエル・マスターズ（第1巻）	デュエルマスタズ
duel-masters	DUEL MASTERS	standard	2	9784091425850	デュエル・マスターズ（第2巻）	デュエルマスタズ
duel-masters	DUEL MASTERS	standard	3	9784091425867	デュエル・マスターズ（第3巻）	デュエルマスタズ
duel-masters	DUEL MASTERS	standard	4	9784091425874	デュエル・マスターズ（第4巻）	デュエルマスタズ
duel-masters	DUEL MASTERS	standard	5	9784091425881	デュエル・マスターズ（第5巻）	デュエルマスタズ
duel-masters	DUEL MASTERS	standard	6	9784091425898	デュエル・マスターズ（第6巻）	デュエルマスタズ
duel-masters	DUEL MASTERS	standard	7	9784091425904	デュエル・マスターズ（第7巻）	デュエルマスタズ
duel-masters	DUEL MASTERS	standard	8	9784091426086	デュエル・マスターズ（第8巻）	デュエルマスタズ
duel-masters	DUEL MASTERS	standard	9	9784091426093	デュエル・マスターズ（第9巻）	デュエルマスタズ
duel-masters	DUEL MASTERS	standard	10	9784091426109	デュエル・マスターズ（第10巻）	デュエルマスタズ
duel-masters	DUEL MASTERS	standard	11	9784091431110	デュエル・マスターズ（第11巻）	デュエルマスタズ
duel-masters	DUEL MASTERS	standard	12	9784091431127	デュエル・マスターズ（第12巻）	デュエルマスタズ
duel-masters	DUEL MASTERS	standard	13	9784091431134	デュエル・マスターズ（第13巻）	デュエルマスタズ
duel-masters	DUEL MASTERS	standard	14	9784091431141	デュエル・マスターズ（第14巻）	デュエルマスタズ
duel-masters	DUEL MASTERS	standard	15	9784091431158	デュエル・マスターズ（第15巻）	デュエルマスタズ
duel-masters	DUEL MASTERS	standard	17	9784091431172	デュエル・マスターズ（17）	デュエルマスタズ
duende	ドゥエンデ	bunkobon	1	9784122027299	つのだじろうオカルト自選集（2）	ツノダジロウオカルト自選集
dust-8	ダスト8	standard	2	9784061086920	手塚治虫漫画全集（92）	手塚治虫漫画全集
e-s	E'S	standard	14	9784757517189	E’S（14）初回限定特装版	e’s初回限定
eccentrics	ECCENTRICS	bunkobon	1	9784091913975	エキセントリクス（1）	エキセントリクス
eccentrics	ECCENTRICS	bunkobon	2	9784091913982	エキセントリクス（2）	エキセントリクス
edo-onna-tsuya-geshou	江戸おんな艶化粧	standard	1	9784821179930	ケン月影官能	ケン月影官能
egg-stand	エッグ・スタンド	standard	1	9784091780362	萩尾望都作品集（〔第2期〕　16）	萩尾望都作品集
eikou-no-naporeon	栄光のナポレオン	standard	1	9784124103328	エロイカ（第1巻）	エロイカ
eikou-no-naporeon	栄光のナポレオン	standard	2	9784124103335	エロイカ（第2巻）	エロイカ
eikou-no-naporeon	栄光のナポレオン	standard	3	9784124103359	エロイカ（第3巻）	エロイカ
eikou-no-naporeon	栄光のナポレオン	standard	4	9784124103373	エロイカ（第4巻）	エロイカ
eikou-no-naporeon	栄光のナポレオン	standard	5	9784124103380	エロイカ（第5巻）	エロイカ
eikou-no-naporeon	栄光のナポレオン	standard	6	9784124103397	エロイカ（第6巻）	エロイカ
eikou-no-naporeon	栄光のナポレオン	standard	7	9784124103533	エロイカ（第7巻）	エロイカ
eikou-no-naporeon	栄光のナポレオン	standard	8	9784124103571	エロイカ（第8巻）	エロイカ
eikou-no-naporeon	栄光のナポレオン	standard	9	9784124103786	エロイカ（第9巻）	エロイカ
eikou-no-naporeon	栄光のナポレオン	standard	10	9784124103861	エロイカ（第10巻）	エロイカ
eikou-no-naporeon	栄光のナポレオン	standard	11	9784124104226	エロイカ（第11巻）	エロイカ
eikou-no-naporeon	栄光のナポレオン	standard	12	9784124104370	エロイカ（第12巻）	エロイカ
eikou-no-naporeon	栄光のナポレオン	standard	13	9784124104455	エロイカ（第13巻）	エロイカ
eikou-no-naporeon	栄光のナポレオン	standard	14	9784124104493	エロイカ（第14巻）	エロイカ
eiyuu-herakuresu	英雄ヘラクレス	standard	1	9784124901658	マンガギリシア神話（1）	マンガギリシア神話
eiyuu-herakuresu	英雄ヘラクレス	standard	2	9784124901665	マンガギリシア神話（2）	マンガギリシア神話
eiyuu-herakuresu	英雄ヘラクレス	standard	3	9784124901672	マンガギリシア神話（3）	マンガギリシア神話
eiyuu-herakuresu	英雄ヘラクレス	standard	4	9784124901689	マンガギリシア神話（4）	マンガギリシア神話
eiyuu-herakuresu	英雄ヘラクレス	standard	5	9784124901696	マンガギリシア神話（5）	マンガギリシア神話
eiyuu-herakuresu	英雄ヘラクレス	standard	6	9784124901702	マンガギリシア神話（6）	マンガギリシア神話
eiyuu-herakuresu	英雄ヘラクレス	standard	7	9784124901719	マンガギリシア神話（7）	マンガギリシア神話
eiyuu-herakuresu	英雄ヘラクレス	standard	8	9784124901726	マンガギリシア神話（8）	マンガギリシア神話
ekubo	E・K・U・B・O・!	standard	1	9784088750088	エ・ク・ボ！（1）	エクボ
ekubo	E・K・U・B・O・!	standard	2	9784088750095	エ・ク・ボ！（2）	エクボ
elan	エラン	bunkobon	1	9784796205047	Elan（1）	elan
elan	エラン	bunkobon	2	9784796205115	Elan（2）	elan
enban-doujiyouki	円盤同乗記	standard	1	9784061013001	水木しげるの不思議な世界（4）	水木シゲルノ不思議ナ世界
engage-1994	Engage	standard	1	9784088537429	星の瞳のシルエット番外編（ENGAGE）（1）	星ノ瞳ノシルエット番外編
enjou-otokotachi-wa-tobikonda	炎上男たちは飛び込んだ	standard	1	9784872878462	プロジェクトX挑戦者たち（〔8〕）	プロジェクトx挑戦者タチ
entotsuya-jack	煙突屋ジャック	standard	1	9784253142953	Entotsuya　Jack（1）	entotsuyajack
entotsuya-jack	煙突屋ジャック	standard	2	9784253142960	Entotsuya　Jack（2）	entotsuyajack
entotsuya-jack	煙突屋ジャック	standard	3	9784253142977	Entotsuya　Jack（3）	entotsuyajack
epitafu	墓碑銘	bunkobon	1	9784022670991	曽祢まさこホラ-・ワ-ルド（2）新版	曽祢マサコホラワルド新版
ergo-proxy	Ergo Proxy	standard	1	9784091570666	センツォン・ヒッチャーズ＆アンダーテイカー（1）	センツォンヒッチャズアンダテイカ
ergo-proxy	Ergo Proxy	standard	2	9784091570840	センツォン・ヒッチャーズ＆アンダーティカ（2）	センツォンヒッチャズアンダティカ
ergo	ergo	standard	1	9784883863334	エルゴ（v．1）	エルゴ
ergo	ergo	standard	2	9784883863396	エルゴ（v．2）	エルゴ
ergo	ergo	standard	3	9784883863464	エルゴ（v．3）	エルゴ
ergo	ergo	standard	4	9784883863495	エルゴ（v．4）	エルゴ
eroika	エロイカ	bunkobon	1	9784122028661	栄光のナポレオン（1）	栄光ノナポレオン
eroika	エロイカ	bunkobon	2	9784122028678	栄光のナポレオン（2）	栄光ノナポレオン
eroika	エロイカ	bunkobon	3	9784122028876	栄光のナポレオン（3）	栄光ノナポレオン
eroika	エロイカ	bunkobon	4	9784122028883	栄光のナポレオン（4）	栄光ノナポレオン
eroika	エロイカ	bunkobon	5	9784122029057	栄光のナポレオン（5）	栄光ノナポレオン
eroika	エロイカ	bunkobon	6	9784122029064	栄光のナポレオン（6）	栄光ノナポレオン
eroika	エロイカ	bunkobon	7	9784122029279	栄光のナポレオン（7）	栄光ノナポレオン
eroika	エロイカ	bunkobon	8	9784122029286	栄光のナポレオン（8）	栄光ノナポレオン
eroika	エロイカ	bunkobon	9	9784122029552	栄光のナポレオン（9）	栄光ノナポレオン
eroika	エロイカ	bunkobon	10	9784122029569	栄光のナポレオン（10）	栄光ノナポレオン
eroika	エロイカ	bunkobon	11	9784122029774	栄光のナポレオン（11）	栄光ノナポレオン
eroika	エロイカ	bunkobon	12	9784122029781	栄光のナポレオン（12）	栄光ノナポレオン
erotic	エノティック	standard	1	9784575935813	ENOTIC	enotic
escape-kano-2014	ESCAPE	standard	1	9784088534589	エスケープ	エスケプ
eshi-ikegami-ryouichi-zenshigoto	絵師池上遼一全仕事	standard	1	9784883159635	池上遼一キャラクター劇画集	池上遼一キャラクタ劇画集
euromanga	euromanga	standard	1	9784870318571	ユーロマンガ（1号）	ユロマンガ
euromanga	euromanga	standard	7	9784864101844	ユーロマンガ（7号）	ユロマンガ
euromanga	euromanga	standard	8	9784864102438	ユーロマンガ（8号）	ユロマンガ
eva-lady-miyonescy	エヴァ・レディ	standard	1	9784884757038	Ev．a．lady（1）	ev.a.lady
exhiibition	EXHIIBITION	standard	1	9784893674166	エキシビション	エキシビション
eyes-kingin-youdou	Eyes金銀妖瞳	standard	1	9784592123644	Eyes（アイズ）1	eyes1
eyes-kingin-youdou	Eyes金銀妖瞳	standard	2	9784592123651	Eyes（アイズ）2	eyes2
f-1-club	F-1倶楽部	standard	1	9784088712635	次原隆二短編集（1）	次原隆二短編集
face-2019	フェイス	standard	1	9784882719120	Face（1）	face
face-2019	フェイス	standard	2	9784882717249	Face（2）	face
fairies-story	FAIRIES STORY	standard	1	9784832247529	NEW　GAME！画集	newgame画集
fake-rebellion	Fake rebellion	standard	1	9784757561403	フェイク・リベリオン（1）	フェイクリベリオン
